,x
FinFSLdat_AnnEsts,1
s(Ages),1
FSLdat_Spring,0.961943675
FinWestSST_AnnEsts,0.954692644
FSL_months_Apr,0.910780105
WestSST_Spring,0.714735057
SST_West_Months_Sep,0.588204419
WestSST_Winter,0.435479611
SST_West_Months_Jul,0.431420981
SST_West_Months_Oct,0.31508341
FinWestSST_SummerDat,0.297924518
SST_West_Months_Jun,0.260589493
