"","(Intercept)","FinFSLdat_AnnEsts","FinFSLdat_SpringDat","FinFSLdat_SummerDat","FinSouthSST_AnnEsts","FSL_months_Apr","FSL_months_Jan","FSL_months_May","FSL_months_Oct","FSLdat_Autumn","s(Ages)","SST_South_Months_Jun","df","logLik","AICc","delta","weight"
"2032",3.76933543777571,10.6194491651686,-1.76707277860387,3.79187434096476,0.383662661532563,NA,-1.50774284634524,-0.991866810372951,-3.85264650298829,-1.80090611878842,"+",0.239482832227885,14,-2251.15545386837,4530.79145693583,5.74581356386261,0.00794231052668451
"968",13.2727124728676,12.7666582708679,-1.97844482166222,2.47180134988047,NA,NA,NA,-2.18371507855708,-4.48165055776107,0.179792702408332,"+",NA,11,-2254.26365920056,4530.82834462688,5.78270125491144,0.00779716640065856
"744",13.3314398241969,12.2143191173332,-1.6440643821589,4.94058196441435,NA,NA,-2.37088823892153,-1.75428628909662,-4.75839895554294,NA,"+",NA,11,-2254.39277465403,4531.08657553382,6.04093216185538,0.00685271505578663
"1920",4.21494589331079,6.06243292872265,-0.818685335651078,2.86444663537681,0.340328091933745,3.01590512102822,-0.963650282283484,0.126190514788577,NA,-6.68031601226472,"+",0.312949962875687,14,-2251.33292623908,4531.14640167724,6.10075830527512,0.00665076483305612
"976",4.66383200162803,11.3487406207658,-2.05426821570283,2.39969862045754,0.539109875291778,NA,NA,-1.88261419982174,-4.44175701215394,-0.113210739464888,"+",NA,12,-2253.4061051116,4531.16837460676,6.12273123479645,0.0065780963553579
"2044",3.47793535123829,9.91116233810116,-2.30284033697221,NA,0.417533962508163,2.822680425064,0.983682389355824,-0.395119386673102,-3.04933627343753,-4.75099869800203,"+",0.26685831678237,14,-2251.34784174276,4531.17623268461,6.13058931263913,0.00655230146649423
"1784",9.38429499711041,11.100370099511,-1.60794006636172,3.59357202308152,NA,0.232964809781434,-1.78301778598388,-2.1834953882229,-3.75207683595091,NA,"+",0.266215387262495,13,-2252.40667742478,4531.22935484957,6.18371147759899,0.00638055621366587
"944",5.58072737422001,10.8717839982804,-1.83489454084066,4.69543260171973,0.497894160793957,NA,-2.01168572749712,NA,-4.84730898596174,-2.0275288010706,"+",NA,12,-2253.44162667498,4531.23941773353,6.1937743615581,0.00634853344319112
"856",14.3128856020713,7.04467199368622,-0.717256176591488,2.12878913158778,NA,3.79088155303186,NA,-0.796156311427043,NA,-5.57525583379346,"+",NA,11,-2254.52239424702,4531.3458147198,6.30017134783611,0.00601962725279574
"824",14.4621411538788,6.31114022258334,-0.403847814345815,4.0946360846919,NA,3.8789149767819,-1.81735334377424,NA,NA,-6.43148772178259,"+",NA,11,-2254.61878041221,4531.53858705019,6.49294367822404,0.00546650336833324
"948",14.3938754122651,11.3599817005462,-2.42166073571921,NA,NA,4.00208153899632,0.909073077318267,NA,-3.87462443206187,-5.12487457676208,"+",NA,11,-2254.65760701014,4531.61624024605,6.57059687408491,0.00525832521647064
"1944",9.07972501894846,11.0856642646828,-1.9646732899837,2.03661148969776,NA,2.87188434322689,NA,NA,-3.14059965653071,-6.23903706255105,"+",0.321070234205723,12,-2253.63229065658,4531.62074569671,6.57510232474579,0.0052464929864458
"752",5.43206013457346,11.049565997636,-1.80564313151393,4.0947910385748,0.492533046770048,NA,-1.67007963927329,-1.72721216595846,-4.63510669924091,NA,"+",NA,12,-2253.6688095076,4531.69378339876,6.64814002679668,0.00505835332140605
"696",13.5555631014877,10.8747228433308,-1.62251164475786,4.7566779520029,NA,-0.00750693512795377,-2.87028912077925,NA,-5.21282931872253,NA,"+",NA,11,-2254.6973948544,4531.69581593457,6.6501725626058,0.00505321529052572
"864",6.04285590634081,5.77009974255671,-0.77957810542803,2.07376433785316,0.51434800094372,3.39148018681878,NA,-0.706312558001919,NA,-5.22863501213565,"+",NA,12,-2253.73630368729,4531.82877175814,6.78312838616694,0.00472821058978272
"956",5.43670464620191,10.1840314862934,-2.47436518866625,NA,0.550118389649055,3.50553599635957,1.08688861759559,NA,-3.88675597457326,-4.8130811432214,"+",NA,12,-2253.7720547972,4531.90027397795,6.85463060598431,0.00456215778555321
"728",13.3095859833607,12.2633912376309,-1.95432966288822,2.03148856524751,NA,1.20170056364792,NA,-2.55204485333724,-4.31978099898229,NA,"+",NA,11,-2254.80906709402,4531.91916041382,6.87351704184948,0.00451927911031826
"1960",8.83536807739948,11.1174690593599,-1.64813782736292,4.47966023928956,NA,NA,-2.10757433196405,NA,-3.77913320181459,-3.14456721527049,"+",0.322992883872855,12,-2253.86503825602,4532.0862408956,7.04059752363537,0.00415707728389346
"1992",8.48540890913013,11.6228758290388,-1.89582270591361,2.12444744158427,NA,NA,NA,-1.36988371186763,-3.39098638915277,-1.83335629022852,"+",0.334149509703151,12,-2253.90390208578,4532.16396855512,7.11832518314895,0.00399861648126937
"1880",8.5906906320018,7.28852670623713,-1.00414999608396,1.81037934773531,NA,3.24903860213435,NA,0.0126473108757339,NA,-7.09306900765348,"+",0.383812018013792,12,-2253.90471065278,4532.16558568912,7.1199423171538,0.00399538463868399
"832",6.64958168483602,5.32419795758689,-0.580863882306116,3.35348048370337,0.484813201377321,3.57620477979514,-1.17115051735063,NA,NA,-6.12460540161653,"+",NA,12,-2253.91496099473,4532.18608637302,7.14044300105252,0.00395463976113511
"1792",4.05253547239013,10.4093718868559,-1.74823377235228,3.19677802886783,0.397283098900122,0.285301578709401,-1.34959956167322,-2.09638236213463,-3.89902448242157,NA,"+",0.196188402348212,14,-2251.89169689481,4532.2639429887,7.21829961673393,0.00380365027681695
