"","(Intercept)","FinFSLdat_AnnEsts","FinFSLdat_SpringDat","FinFSLdat_SummerDat","FinSouthSST_AnnEsts","FSL_months_Apr","FSL_months_Jan","FSL_months_May","FSL_months_Oct","FSLdat_Autumn","s(Ages)","SST_South_Months_Jun","df","logLik","AICc","delta","weight"
"798",6.2323626067072,5.17732713914889,NA,2.49447704923869,0.486205660659213,3.53321878004164,NA,NA,NA,-6.13307773758929,"+",NA,10,-2279.55338179852,4579.35535116767,54.3097077957027,2.26168032864902e-13
"838",13.5617851715699,7.07170281297825,NA,2.48988848194895,NA,NA,NA,-2.85472150679307,NA,0.546756873815397,"+",NA,9,-2280.59225972013,4579.38767971113,54.3420363391624,2.2254157977241e-13
"710",12.8369079945978,10.0019581405922,NA,2.98633292607669,NA,NA,NA,-2.22379398154911,-2.88670354435176,NA,"+",NA,9,-2280.59275617087,4579.38867261262,54.3430292406556,2.22431126258616e-13
"686",5.98243525356859,7.27076102838034,NA,4.84042831352335,0.447517249082425,NA,-2.64575948119881,NA,-3.77631473231671,NA,"+",NA,10,-2279.58920873147,4579.42700503356,54.3813616615935,2.1820855904418e-13
"2018",8.10577515673685,7.89243889336666,NA,NA,NA,NA,1.00347618640433,-2.32770787097338,-1.22402147624632,0.340062329193327,"+",0.354109674380012,11,-2278.59023819725,4579.47911892843,54.4334755564632,2.12596148779636e-13
"1654",8.89516207835204,6.45395368302145,NA,3.2948627642442,NA,0.317633561886333,-1.47567079878194,-2.70281730680952,NA,NA,"+",0.312368990554678,11,-2278.62876628457,4579.55617510309,54.5105317311181,2.04561009008616e-13
"762",5.06012854427674,7.06010670224533,NA,NA,0.516821444215003,1.82257689727324,1.15985640096996,-2.43069880122916,-1.97854490578279,NA,"+",NA,11,-2278.656867785,4579.61237810394,54.5667347319759,1.98892556756729e-13
"1774",4.38839301782482,8.20379119722604,NA,4.30251847670575,0.3524166027246,NA,-1.85383986198042,-2.08225983905153,-2.64195312613264,NA,"+",0.194899053799751,12,-2277.65719382712,4579.66772853758,54.6220851656144,1.93463631964781e-13
"1914",3.59476877361527,5.56300961676964,NA,NA,0.371029387213429,2.65098809013775,1.12366247084872,-1.06295609026028,NA,-3.95597701149135,"+",0.291722722419296,12,-2277.65729479066,4579.66793046468,54.6222870927131,1.93444100175843e-13
"910",4.72164118913095,8.07568953042567,NA,3.04966528704447,0.521412040207228,NA,NA,NA,-2.97530488803351,-2.18513805311967,"+",NA,10,-2279.72483920851,4579.69826598764,54.6526226156675,1.90532126096758e-13
"806",14.1927188099599,5.90704048299122,NA,5.13699797351191,NA,NA,-2.36552442878873,NA,NA,-2.49838729858188,"+",NA,9,-2280.76686564308,4579.73689155704,54.6912481850723,1.86887725205911e-13
"846",5.29705260773765,5.72870581469264,NA,2.46780636727165,0.514033470021585,NA,NA,-2.57877013270932,NA,0.274527259076037,"+",NA,10,-2279.80433843704,4579.85726444471,54.8116210727403,1.75971419516344e-13
"1814",8.64462351941845,6.63842454978829,NA,2.26998354887279,NA,3.03945432151407,NA,NA,NA,-6.723816669364,"+",0.349405472826278,10,-2279.80883011254,4579.8662477957,54.8206044237268,1.75182785473795e-13
"614",13.8102864464483,6.61804542163951,NA,4.50317248379022,NA,NA,-1.93220371306904,-2.32410591177457,NA,NA,"+",NA,9,-2280.85365572249,4579.91047171585,54.8648283438824,1.71351663619223e-13
"718",4.73962489791586,8.56234454745114,NA,2.88902978328227,0.503973333739695,NA,NA,-2.11422436020235,-2.7923805001341,NA,"+",NA,10,-2279.83187840773,4579.91234438609,54.8667010141226,1.71191296129269e-13
"1978",3.63254362336578,6.26961738920794,NA,NA,0.378821083766739,3.03103151255286,1.1374391779129,NA,-1.09231062626108,-5.12799958842175,"+",0.275956440997886,12,-2277.90034225775,4580.15402539885,55.1083820268814,1.51705496086631e-13
"818",14.4473855516132,5.78862508073015,NA,NA,NA,4.37681935231971,1.0320347351562,NA,NA,-5.63993363340777,"+",NA,9,-2281.01846716538,4580.24009460164,55.1944512296723,1.45315394434735e-13
"1726",4.57510830446856,7.15448804755475,NA,4.56193096255897,0.369910638657828,-0.676026992205619,-2.4951738521303,NA,-3.27963079226126,NA,"+",0.177980595714996,12,-2277.99704683902,4580.34743456138,55.3017911894167,1.37721913760972e-13
"814",6.24494940195556,4.80783165589869,NA,4.46632770816076,0.488494647618537,NA,-1.74510789091656,NA,NA,-2.49148408035378,"+",NA,10,-2280.05180789146,4580.35220335354,55.3065599815682,1.37393921357552e-13
"1862",8.02683797916415,7.08600815932459,NA,2.26939299054239,NA,NA,NA,-1.84525594980319,NA,-1.67183904725577,"+",0.365821327173159,10,-2280.0549804587,4580.35854848802,55.3129051160549,1.36958720620046e-13
"598",13.5884175906151,6.71866869616102,NA,2.06210450098127,NA,1.44116860683049,NA,-3.09244797952088,NA,NA,"+",NA,9,-2281.09274255807,4580.38864538702,55.3430020150545,1.34913134283352e-13
"1758",3.56746377841082,7.96178166441622,NA,2.24217702500901,0.392287077354608,0.437778691892789,NA,-2.51255407792284,-2.14075236382628,NA,"+",0.201746384908174,12,-2278.02190080973,4580.39714250282,55.3514991308493,1.34341163906208e-13
"662",13.105462151454,8.24958157464704,NA,2.04557535360194,NA,0.0646836325189326,NA,NA,-3.35735264884175,NA,"+",NA,9,-2281.09745355513,4580.39806738114,55.3524240091701,1.34279053653377e-13
"1926",8.07954700219639,8.59615495741944,NA,2.685749911264,NA,NA,NA,NA,-1.96702368683494,-3.38678316501805,"+",0.344352344948778,10,-2280.11764403556,4580.48387564175,55.4382322697784,1.28639767006187e-13
"2026",2.78057762865473,7.09437463103796,NA,NA,0.403007468426585,NA,1.16273766544482,-2.33319481825439,-1.39338034613372,0.530198090389658,"+",0.271684756324508,12,-2278.06554891283,4580.48443870901,55.4387953370451,1.28603555682778e-13
"1830",8.28724242141619,6.27694727060951,NA,4.34849291701404,NA,NA,-1.90387139354636,NA,NA,-3.66241673795333,"+",0.377446624151219,10,-2280.1511602724,4580.55090811542,55.505264743455,1.24399698588809e-13
"622",6.00675978487805,5.4951524138323,NA,3.83727629628425,0.480170293422489,NA,-1.3322858627114,-2.27873189699415,NA,NA,"+",NA,10,-2280.15963295581,4580.56785348224,55.522210110269,1.23350151843968e-13
"1778",8.67334179916246,7.69213633434042,NA,NA,NA,1.10417878369074,0.831212368056452,-2.56149408053047,-1.28134405912358,NA,"+",0.315951384413004,11,-2279.15748375948,4580.61361005289,55.5679666809237,1.20560148810913e-13
"826",5.96389113881339,4.64227807345132,NA,NA,0.519354273637123,3.89506364834853,1.2195357034345,NA,NA,-5.33080933072979,"+",NA,10,-2280.21962468884,4580.68783694829,55.6421935763265,1.16167758570436e-13
"1662",4.22303475850594,5.64917932286597,NA,2.99242250804273,0.34672110831682,0.363294127970261,-1.11457197670796,-2.63867527861071,NA,NA,"+",0.25100699992122,12,-2278.20359240306,4580.76052568948,55.7148823175094,1.12021517161402e-13
"670",4.65689503747106,6.96445616033298,NA,2.09014269784077,0.524232335020704,-0.112252367439254,NA,NA,-3.24132678086798,NA,"+",NA,10,-2280.28121151366,4580.81101059793,55.7653672259639,1.09229209753592e-13
"1702",10.0412208343304,7.53234588208651,NA,4.52307020448555,NA,NA,-2.88046655965025,NA,-3.31089968684884,NA,"+",0.215270028220083,10,-2280.28600675193,4580.82060107448,55.7749577025152,1.08706683486405e-13
"866",13.7841730154674,6.66836880503223,NA,NA,NA,NA,1.05100032542072,-3.45508957797487,NA,2.5093327355605,"+",NA,9,-2281.32239209589,4580.84794446267,55.8023010907009,1.07230592289499e-13
"606",5.60483671154661,5.47022117263166,NA,2.07937384601259,0.495513803446983,1.1799509204827,NA,-2.87539540339849,NA,NA,"+",NA,10,-2280.35611463325,4580.96081683713,55.9151734651577,1.01346505880458e-13
"566",14.2743709859461,4.18797344299245,NA,3.98451610849547,NA,0.0322863396450064,-2.45065500850045,NA,NA,NA,"+",NA,9,-2281.40748000066,4581.01812027219,55.9724769002241,9.84839586921202e-14
"1734",8.53684065514681,8.92918138553152,NA,2.27513590650407,NA,NA,NA,-2.51599566526642,-1.99041699097801,NA,"+",0.291460551632787,10,-2280.39436070901,4581.03730898865,55.9916656166788,9.75435866594166e-14
"1822",4.06431225420154,5.73295290389125,NA,2.30203642400166,0.345388839177191,2.89708637601297,NA,NA,NA,-6.36271201002139,"+",0.284753596787007,11,-2279.39025335819,4581.07914925032,56.0335058783567,9.5524159058801e-14
"874",4.89622144402126,5.38913491796842,NA,NA,0.547741070781839,NA,1.24658230975284,-3.15564970634134,NA,1.9915927885555,"+",NA,10,-2280.44106106789,4581.13070970641,56.0850663344381,9.30929970586973e-14
"1842",8.59537668702806,6.15265806444189,NA,NA,NA,3.33763816357323,0.974704587891113,NA,NA,-5.90647551783747,"+",0.371241551388594,10,-2280.44803178163,4581.14465113389,56.0990077619199,9.24463289126965e-14
"1638",8.74102087775265,6.52818315728402,NA,3.43389020595672,NA,NA,-1.51390110502416,-2.58482345604641,NA,NA,"+",0.322720239765358,10,-2280.49812552858,4581.24483862778,56.1991952558101,8.79294247474785e-14
"738",13.5755141068834,8.90274474169386,NA,NA,NA,NA,1.49997041630306,-1.59841093866071,-2.05055788629459,NA,"+",NA,9,-2281.64721933452,4581.49759893993,56.4519555679572,7.74904222717197e-14
"930",13.7795530486617,7.93123225232931,NA,NA,NA,NA,1.07264756714374,NA,-2.42599927324097,-0.41613813660775,"+",NA,9,-2281.65022806139,4581.50361639366,56.4579730216965,7.7257625143192e-14
"1870",3.22608740782565,6.12957985561123,NA,2.29627924110135,0.365036220242091,NA,NA,-1.84422609424319,NA,-1.43684963961652,"+",0.295207802656698,11,-2279.60296825849,4581.50457905091,56.4589356789465,7.72204477846901e-14
"626",13.9146537516861,6.32068457310852,NA,NA,NA,2.19096818060989,0.896915399047318,-2.91559674248616,NA,NA,"+",NA,9,-2281.67178832961,4581.54673693009,56.5010935581222,7.56097580845899e-14
"1934",3.02392029811283,7.75620607193512,NA,2.73778978448007,0.386058667971009,NA,NA,NA,-2.13768634937851,-3.10245059397808,"+",0.265181795014066,11,-2279.6267080118,4581.55205855753,56.5064151855586,7.54088420216965e-14
"574",6.28637988788529,3.18210286116966,NA,3.40388766999973,0.490493318635234,-0.109836895199254,-1.83786623528256,NA,NA,NA,"+",NA,10,-2280.68783104436,4581.62424965934,56.5786062873758,7.27354572279583e-14
"1890",7.94413401794974,6.74505772790087,NA,NA,NA,NA,0.986984850755562,-2.34038019487879,NA,-0.0346150845433047,"+",0.3837643127943,10,-2280.6885083345,4581.62560423963,56.5799608676589,7.26862108987466e-14
"1786",3.34040725880794,6.89978513844229,NA,NA,0.399451404568619,1.09083370485046,1.0145338268281,-2.4569590033835,-1.42537497880483,NA,"+",0.239249801276216,12,-2278.63988150841,4581.63310390017,56.5874605282015,7.24141603353105e-14
"938",4.56518730705391,6.60014148530747,NA,NA,0.566214700644664,NA,1.27391284797963,NA,-2.31656519419636,-0.664795050870331,"+",NA,10,-2280.71265479405,4581.67389715872,56.6282537867564,7.09521166208983e-14
"746",4.41861064549774,7.47963879664491,NA,NA,0.561860163053476,NA,1.61754071685853,-1.62054977980842,-1.99450473517709,NA,"+",NA,10,-2280.72105892275,4581.69070541613,56.6450620441574,7.03583245486695e-14
"1622",8.58648643896018,6.80281542272162,NA,1.78716736806444,NA,0.447342083219343,NA,-2.92800985184703,NA,NA,"+",0.321869347395468,10,-2280.76742429454,4581.7834361597,56.7377927877324,6.7170605605108e-14
"646",13.1010187732885,8.29515892662788,NA,2.08191426405717,NA,NA,NA,NA,-3.35961983424236,NA,"+",NA,8,-2282.81285225449,4581.78804949207,56.7424061201054,6.70158440007292e-14
"1838",3.91327886306365,5.48389966260143,NA,4.0253928479346,0.326385778585479,NA,-1.56251214385951,NA,NA,-3.47327053237846,"+",0.317601910358824,11,-2279.75764641707,4581.81393536808,56.7682919961117,6.61540511826782e-14
"690",13.7624928013757,7.02454442665002,NA,NA,NA,1.14144774366723,0.455492713850069,NA,-2.66401352936125,NA,"+",NA,9,-2281.81598725119,4581.83513477327,56.7894914012995,6.54565411448766e-14
"1710",4.92570715052492,6.78103098186382,NA,4.24041359456292,0.375514542413328,NA,-2.47839790741198,NA,-3.32794508397713,NA,"+",0.151025095602136,11,-2279.81208852334,4581.92281958061,56.8771762086426,6.26487685290397e-14
"634",5.43095892642294,5.15164024841004,NA,NA,0.521011455054463,1.83355122396193,1.09536848538628,-2.76883847371968,NA,NA,"+",NA,10,-2280.86828501538,4581.98515760139,56.9395142294179,6.07261865485128e-14
"1742",3.34840714392756,8.086145509151,NA,2.38259757217227,0.391827646529894,NA,NA,-2.3556233238478,-2.14782765320438,NA,"+",0.216425460420234,11,-2279.89313801132,4582.08491855658,57.0392751846093,5.77714400514457e-14
"1686",8.92594593699973,7.5550890977566,NA,1.68861259247864,NA,-0.728412892696242,NA,NA,-2.57908778748693,NA,"+",0.281843031318286,10,-2280.94451308559,4582.1376137418,57.0919703698337,5.62691790687814e-14
