,Estimate..Intercept.,Std..Error..Intercept.,df..Intercept.,Estimate.FinFSLdat_AnnEsts,Std..Error.FinFSLdat_AnnEsts,df.FinFSLdat_AnnEsts,Estimate.FinWestSST_AnnEsts,Std..Error.FinWestSST_AnnEsts,df.FinWestSST_AnnEsts,Estimate.FSL_months_Apr,Std..Error.FSL_months_Apr,df.FSL_months_Apr,Estimate.FSLdat_Spring,Std..Error.FSLdat_Spring,df.FSLdat_Spring,Estimate.SST_West_Months_Sep,Std..Error.SST_West_Months_Sep,df.SST_West_Months_Sep,Estimate.WestSST_Spring,Std..Error.WestSST_Spring,df.WestSST_Spring,Estimate.s.Ages..1,Std..Error.s.Ages..1,df.s.Ages..1,Estimate.s.Ages..2,Std..Error.s.Ages..2,df.s.Ages..2,Estimate.s.Ages..3,Std..Error.s.Ages..3,df.s.Ages..3,Estimate.s.Ages..4,Std..Error.s.Ages..4,df.s.Ages..4,Estimate.s.Ages..5,Std..Error.s.Ages..5,df.s.Ages..5,Estimate.s.Ages..6,Std..Error.s.Ages..6,df.s.Ages..6,Estimate.s.Ages..7,Std..Error.s.Ages..7,df.s.Ages..7,Estimate.s.Ages..8,Std..Error.s.Ages..8,df.s.Ages..8,Estimate.s.Ages..9,Std..Error.s.Ages..9,df.s.Ages..9,Estimate.SST_West_Months_Oct,Std..Error.SST_West_Months_Oct,df.SST_West_Months_Oct,Estimate.FinWestSST_SummerDat,Std..Error.FinWestSST_SummerDat,df.FinWestSST_SummerDat,Estimate.WestSST_Winter,Std..Error.WestSST_Winter,df.WestSST_Winter,Estimate.SST_West_Months_Jul,Std..Error.SST_West_Months_Jul,df.SST_West_Months_Jul,Estimate.SST_West_Months_Jun,Std..Error.SST_West_Months_Jun,df.SST_West_Months_Jun
145,5.576345137,4.846877624,1148.093527,-1.260209064,5.120794308,1148.093527,NA,NA,NA,1.584708714,2.131191282,1148.093527,3.984123283,4.077975456,1148.093527,0.595499066,0.290856301,1148.093527,NA,NA,NA,16.59927795,1.547936192,1148.093527,-18.63109444,4.226464282,1148.093527,-12.19310255,1.328918133,1148.093527,12.34984192,2.989026511,1148.093527,11.15306676,1.42277193,1148.093527,-10.22366095,2.662046276,1148.093527,10.00198148,1.755177821,1148.093527,-26.13612142,9.083111967,1148.093527,-14.64745503,2.788160142,1148.093527,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
146,-5.369829171,8.127281043,1144.091275,-5.583724919,5.679779838,1144.091275,1.112803053,0.718741931,1144.091275,NA,NA,NA,7.20740211,4.216256186,1144.091275,0.833149135,0.479185046,1144.091275,-0.525897282,0.733813169,1144.091275,16.60195959,1.546320396,1144.091275,-18.81683227,4.226964177,1144.091275,-12.19277705,1.329091197,1144.091275,12.53852617,2.990775902,1144.091275,11.20878981,1.423170687,1144.091275,-10.34015079,2.661725741,1144.091275,10.1123709,1.754749287,1144.091275,-26.67492619,9.086096944,1144.091275,-14.71230802,2.792941086,1144.091275,NA,NA,NA,NA,NA,NA,-1.547315742,1.644251177,1144.091275,1.011739833,0.813112764,1144.091275,0.33421842,0.643021586,1144.091275
147,-4.972574524,7.88485959,1145.098683,-0.060075462,3.295053891,1145.098683,1.357850653,0.745349473,1145.098683,4.250377493,2.342900489,1145.098683,NA,NA,NA,0.68580302,0.467424953,1145.098683,-0.862560826,0.732085301,1145.098683,16.49389338,1.543682798,1145.098683,-18.76223255,4.216933697,1145.098683,-12.23570493,1.327389628,1145.098683,12.53628079,2.983801973,1145.098683,11.11353775,1.420169769,1145.098683,-10.32512068,2.654818198,1145.098683,10.05392077,1.751379056,1145.098683,-26.60960688,9.062339857,1145.098683,-14.67317065,2.785658518,1145.098683,NA,NA,NA,NA,NA,NA,-0.766740659,0.681204389,1145.098683,0.627761642,0.484554698,1145.098683,NA,NA,NA
148,-5.937843705,7.433496958,1147.101464,-0.52912876,3.252382414,1147.101464,1.865113033,0.652937659,1147.101464,4.730638473,2.270470784,1147.101464,NA,NA,NA,NA,NA,NA,-1.04790673,0.759724234,1147.101464,16.62029344,1.544979189,1147.101464,-18.76411333,4.213270776,1147.101464,-12.31985282,1.324695825,1147.101464,12.43972253,2.979080806,1147.101464,11.06869079,1.419277616,1147.101464,-10.28225371,2.65246283,1147.101464,10.0100449,1.750499819,1147.101464,-26.40129629,9.051609274,1147.101464,-14.78700078,2.778559093,1147.101464,0.220915547,0.40508797,1147.101464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
149,-0.167357811,7.603521701,1146.064392,2.300087012,4.977157195,1146.064392,NA,NA,NA,0.997818289,2.300863503,1146.064392,1.012662311,4.024546454,1146.064392,NA,NA,NA,NA,NA,NA,16.77368877,1.549239788,1146.064392,-18.71314539,4.25309273,1146.064392,-12.50464046,1.331749874,1146.064392,12.51832001,3.010860277,1146.064392,11.19425019,1.426076245,1146.064392,-10.30891072,2.681749288,1146.064392,10.12778985,1.762858553,1146.064392,-26.04342096,9.14746168,1146.064392,-15.04137159,2.807497071,1146.064392,NA,NA,NA,0.463008606,0.331686618,1146.064392,-0.620356506,0.523868923,1146.064392,0.977224153,0.412646767,1146.064392,NA,NA,NA
150,-7.165064164,7.707480225,1146.114375,-0.815301094,3.244971627,1146.114375,1.837653428,0.647635529,1146.114375,4.824824678,2.30189916,1146.114375,NA,NA,NA,0.649615547,0.46678957,1146.114375,-1.29446083,0.652395163,1146.114375,16.405856,1.541703063,1146.114375,-18.63042464,4.20122796,1146.114375,-12.13074114,1.323136983,1146.114375,12.3920547,2.970929614,1146.114375,11.0227366,1.41740984,1146.114375,-10.23719089,2.643184715,1146.114375,9.949878542,1.746120256,1146.114375,-26.41467994,9.02369682,1146.114375,-14.64919639,2.77450499,1146.114375,NA,NA,NA,NA,NA,NA,-0.070892226,0.419627861,1146.114375,NA,NA,NA,NA,NA,NA
151,-7.409216699,7.840981507,1146.09857,-6.200472219,5.579264222,1146.09857,1.588838153,0.627413509,1146.09857,NA,NA,NA,8.161177743,4.141078951,1146.09857,0.851741347,0.456062894,1146.09857,-0.995997709,0.636674942,1146.09857,16.55044339,1.545075844,1146.09857,-18.77593323,4.218641139,1146.09857,-12.1058745,1.326093248,1146.09857,12.47164094,2.984322538,1146.09857,11.20089863,1.422088423,1146.09857,-10.30719671,2.655747401,1146.09857,10.05778099,1.752108185,1146.09857,-26.6468309,9.065037711,1146.09857,-14.66386066,2.783607926,1146.09857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.150624179,0.258219761,1146.09857
152,4.082826601,5.925032982,1144.074794,-2.498825013,5.202584305,1144.074794,NA,NA,NA,2.054818402,2.211421052,1144.074794,3.945420049,4.079645259,1144.074794,0.817801086,0.427737111,1144.074794,NA,NA,NA,16.73821672,1.550114779,1144.074794,-18.92994464,4.244855945,1144.074794,-12.37413836,1.33257411,1144.074794,12.64221061,3.00367134,1144.074794,11.26480433,1.426279716,1144.074794,-10.40376673,2.674517955,1144.074794,10.19590788,1.760442303,1144.074794,-26.69596126,9.127539144,1144.074794,-14.70886839,2.803864726,1144.074794,0.207560621,0.269388591,1144.074794,NA,NA,NA,-2.593575765,1.544107008,1144.074794,1.678429252,0.7326382,1144.074794,0.594725755,0.627725998,1144.074794
153,-7.711479645,7.833552988,1145.113432,-7.168686562,5.65157027,1145.113432,1.395092861,0.567730832,1145.113432,3.318652289,2.292809578,1145.113432,6.275041791,4.187536764,1145.113432,0.358889333,0.418794463,1145.113432,NA,NA,NA,16.51264802,1.546511231,1145.113432,-18.84859399,4.207970436,1145.113432,-12.1385971,1.325311905,1145.113432,12.50229672,2.974949014,1145.113432,11.12540777,1.420553355,1145.113432,-10.32421097,2.646998786,1145.113432,10.0267328,1.749053054,1145.113432,-26.82657835,9.036883462,1145.113432,-14.53091086,2.776560518,1145.113432,-0.264041976,0.289541606,1145.113432,NA,NA,NA,-0.216528683,0.420938866,1145.113432,NA,NA,NA,NA,NA,NA
154,-9.85620395,8.854265376,1145.086954,-3.509473943,5.763295433,1145.086954,0.95939832,0.496788835,1145.086954,1.899207833,2.358318412,1145.086954,4.194351558,4.237267498,1145.086954,NA,NA,NA,NA,NA,NA,16.68874125,1.545703705,1145.086954,-18.96058294,4.230769413,1145.086954,-12.35245916,1.327076183,1145.086954,12.63326634,2.993654388,1145.086954,11.2134985,1.422990432,1145.086954,-10.41214999,2.66470936,1145.086954,10.15287058,1.755705466,1145.086954,-26.82312278,9.095040413,1145.086954,-14.7680141,2.791131388,1145.086954,NA,NA,NA,0.25800928,0.334390067,1145.086954,NA,NA,NA,0.40388665,0.29887642,1145.086954,-0.243572504,0.233121824,1145.086954
155,-9.186456017,8.850744456,1145.094051,-4.139337634,5.80336192,1145.094051,1.111516669,0.512795901,1145.094051,2.152776317,2.403884498,1145.094051,4.713180167,4.21846437,1145.094051,NA,NA,NA,NA,NA,NA,16.6679594,1.545827273,1145.094051,-18.98170423,4.226188014,1145.094051,-12.30782982,1.326232111,1145.094051,12.61864776,2.990113657,1145.094051,11.21271748,1.423012071,1145.094051,-10.40599253,2.661085564,1145.094051,10.12791885,1.754677368,1145.094051,-26.89737165,9.082540325,1145.094051,-14.66122795,2.786930822,1145.094051,NA,NA,NA,0.201889561,0.331617492,1145.094051,0.36768231,0.609126405,1145.094051,NA,NA,NA,-0.342509178,0.378511736,1145.094051
156,-15.26958858,9.056005401,1145.098119,-4.91577914,5.652961465,1145.098119,1.572384758,0.673961319,1145.098119,NA,NA,NA,5.994953589,4.363050135,1145.098119,0.575130534,0.462978003,1145.098119,-1.174487332,0.65268684,1145.098119,16.52360081,1.54487577,1145.098119,-18.7046552,4.215604844,1145.098119,-12.15856506,1.326355973,1145.098119,12.458961,2.981219724,1145.098119,11.12897158,1.419275512,1145.098119,-10.29064345,2.654207516,1145.098119,10.04974453,1.750679292,1145.098119,-26.49693304,9.060099936,1145.098119,-14.83615674,2.783658723,1145.098119,NA,NA,NA,0.432627278,0.329743351,1145.098119,NA,NA,NA,0.260291309,0.294372561,1145.098119,NA,NA,NA
157,4.165851821,6.168246211,1144.066328,-1.175987252,5.179070404,1144.066328,NA,NA,NA,1.627468534,2.174605252,1144.066328,3.959822672,4.083199987,1144.066328,0.851814232,0.491467331,1144.066328,-0.422923033,0.825652401,1144.066328,16.78701935,1.55245951,1144.066328,-18.94132139,4.254943664,1144.066328,-12.4006289,1.33480099,1144.066328,12.65105908,3.011203994,1144.066328,11.32459941,1.427347453,1144.066328,-10.42352413,2.681665277,1144.066328,10.22485058,1.763469135,1144.066328,-26.65013317,9.153502457,1144.066328,-14.79528777,2.813477695,1144.066328,0.348336893,0.429170963,1144.066328,NA,NA,NA,-1.203348,0.644422126,1144.066328,1.108207891,0.423694533,1144.066328,NA,NA,NA
158,-11.64711911,8.729693358,1147.093868,-3.324183545,5.508879152,1147.093868,0.834279516,0.481489453,1147.093868,NA,NA,NA,4.622804534,4.223745281,1147.093868,NA,NA,NA,NA,NA,NA,16.61947872,1.543940673,1147.093868,-18.78617818,4.220427676,1147.093868,-12.24899452,1.322894001,1147.093868,12.48536389,2.984875614,1147.093868,11.14091225,1.420239764,1147.093868,-10.31725069,2.657698243,1147.093868,10.07827904,1.752314018,1147.093868,-26.52469084,9.071610952,1147.093868,-14.79111072,2.784849748,1147.093868,NA,NA,NA,0.315528413,0.298223204,1147.093868,NA,NA,NA,0.369295954,0.280161065,1147.093868,NA,NA,NA
159,-9.980206294,9.048751674,1143.090908,-4.478336253,5.89226246,1143.090908,1.144609316,0.608605271,1143.090908,2.662116377,2.49247881,1143.090908,3.609358134,4.277835795,1143.090908,NA,NA,NA,NA,NA,NA,16.69396952,1.548093769,1143.090908,-18.96945715,4.229182665,1143.090908,-12.40082032,1.328750743,1143.090908,12.65280234,2.992192387,1143.090908,11.15992813,1.424221937,1143.090908,-10.40409623,2.662927208,1143.090908,10.14769678,1.755909013,1143.090908,-26.83160265,9.087998588,1143.090908,-14.76971854,2.788778926,1143.090908,-0.005057866,0.309434213,1143.090908,0.3641795,0.342938584,1143.090908,-1.991898183,1.441980968,1143.090908,1.284132445,0.727098189,1143.090908,0.568510742,0.620709969,1143.090908
160,-12.71812516,9.392762871,1143.077735,-4.009090357,5.68369558,1143.077735,1.448807578,0.725983226,1143.077735,NA,NA,NA,5.684993215,4.365706144,1143.077735,0.880989531,0.497390679,1143.077735,-1.761826923,1.028808782,1143.077735,16.70657384,1.549456886,1143.077735,-18.99259052,4.238407963,1143.077735,-12.31247661,1.331922655,1143.077735,12.68509785,2.999631773,1143.077735,11.29182543,1.424034401,1143.077735,-10.44643281,2.670157265,1143.077735,10.2184483,1.758081584,1143.077735,-26.93373553,9.114692448,1143.077735,-14.8283262,2.80167907,1143.077735,0.535736695,0.432086002,1143.077735,0.448285913,0.329738192,1143.077735,-0.723441097,0.682115777,1143.077735,0.704721469,0.481264616,1143.077735,NA,NA,NA
161,-5.917211927,7.41421627,1148.101559,0.431537561,3.212833405,1148.101559,0.819457988,0.456484359,1148.101559,2.813300197,2.098134895,1148.101559,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.54344217,1.540596165,1148.101559,-18.67487862,4.211918108,1148.101559,-12.23865274,1.321653311,1148.101559,12.40431489,2.978514768,1148.101559,11.05482745,1.418220467,1148.101559,-10.26004518,2.651807443,1148.101559,10.00611428,1.749566179,1148.101559,-26.32128866,9.050995975,1148.101559,-14.74218399,2.778460246,1148.101559,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.331701994,0.285276883,1148.101559,NA,NA,NA
162,3.943495146,6.157877877,1145.075112,-1.158797009,5.190671252,1145.075112,NA,NA,NA,2.143916474,2.199916024,1145.075112,2.756262489,4.016451741,1145.075112,NA,NA,NA,0.695812926,0.458051528,1145.075112,16.79941328,1.548041619,1145.075112,-18.84336228,4.247664868,1145.075112,-12.47028259,1.330392153,1145.075112,12.55317009,3.005811488,1145.075112,11.19662838,1.426715614,1145.075112,-10.34544741,2.676249722,1145.075112,10.14445691,1.761228413,1145.075112,-26.35632767,9.1343807,1145.075112,-14.8625488,2.805929281,1145.075112,NA,NA,NA,NA,NA,NA,-1.998083317,1.573314434,1145.075112,1.487580649,0.746672001,1145.075112,0.49284331,0.64312383,1145.075112
163,-14.6758176,9.266883707,1145.10444,-5.65972808,5.599495608,1145.10444,1.78898577,0.629570276,1145.10444,NA,NA,NA,6.710639095,4.318877886,1145.10444,0.699971793,0.481009028,1145.10444,-1.278471255,0.647831256,1145.10444,16.4934995,1.544455787,1145.10444,-18.74061139,4.21237506,1145.10444,-12.109308,1.324691003,1145.10444,12.46925077,2.979201578,1145.10444,11.13863073,1.420024128,1145.10444,-10.29337573,2.651009728,1145.10444,10.03382397,1.749723873,1145.10444,-26.62383079,9.051065054,1145.10444,-14.70313848,2.782402829,1145.10444,NA,NA,NA,0.418187373,0.329657028,1145.10444,0.002563484,0.416666011,1145.10444,NA,NA,NA,NA,NA,NA
164,-7.056170602,7.710080763,1147.107583,-0.666977121,3.244438177,1147.107583,1.780253485,0.646573291,1147.107583,4.617913468,2.297959663,1147.107583,NA,NA,NA,NA,NA,NA,-0.830543808,0.561033626,1147.107583,16.53565551,1.540566488,1147.107583,-18.6434351,4.208969243,1147.107583,-12.25516781,1.321911336,1147.107583,12.36587516,2.976580788,1147.107583,11.01300138,1.418738604,1147.107583,-10.22957356,2.64868171,1147.107583,9.958417066,1.74858749,1147.107583,-26.23869775,9.041715879,1147.107583,-14.80843672,2.778236618,1147.107583,NA,NA,NA,NA,NA,NA,0.157842837,0.386221831,1147.107583,NA,NA,NA,NA,NA,NA
165,4.0143522,5.705410216,1146.075504,-1.782753427,5.169260534,1146.075504,NA,NA,NA,NA,NA,NA,4.956141136,3.96230759,1146.075504,0.91004271,0.410350475,1146.075504,NA,NA,NA,16.66140399,1.547450807,1146.075504,-18.75384874,4.239785417,1146.075504,-12.28243309,1.33013728,1146.075504,12.53043074,3.000680514,1146.075504,11.23938729,1.425087168,1146.075504,-10.32284174,2.672206005,1146.075504,10.13332941,1.75863575,1146.075504,-26.39628698,9.11893528,1146.075504,-14.74946571,2.80227375,1146.075504,NA,NA,NA,NA,NA,NA,-1.997047643,1.472077753,1146.075504,1.414538926,0.701883108,1146.075504,0.406078802,0.609985074,1146.075504
166,-10.62647724,8.880303381,1145.099733,-4.507449543,5.76439625,1145.099733,0.90087287,0.537827449,1145.099733,1.745785309,2.372808725,1145.099733,4.588875055,4.324720062,1145.099733,0.038551359,0.371242539,1145.099733,NA,NA,NA,16.61394101,1.545871111,1145.099733,-18.82438832,4.218786675,1145.099733,-12.24528511,1.327242446,1145.099733,12.49575786,2.983344477,1145.099733,11.13228989,1.420610496,1145.099733,-10.33205821,2.656018774,1145.099733,10.07641064,1.752086914,1145.099733,-26.62326029,9.066612311,1145.099733,-14.75627646,2.785223375,1145.099733,NA,NA,NA,0.197018641,0.34639096,1145.099733,NA,NA,NA,0.312843579,0.29557182,1145.099733,NA,NA,NA
167,-4.991819449,7.77594262,1146.084545,-3.773618033,5.5653137,1146.084545,1.042817283,0.490754782,1146.084545,NA,NA,NA,5.748520159,4.078811133,1146.084545,NA,NA,NA,NA,NA,NA,16.73265419,1.545936151,1146.084545,-18.79436101,4.232696783,1146.084545,-12.33982068,1.3277538,1146.084545,12.48567576,2.994385668,1146.084545,11.17648445,1.423957715,1146.084545,-10.31378399,2.666345638,1146.084545,10.10189291,1.756435217,1146.084545,-26.39067924,9.099235971,1146.084545,-14.8978962,2.792525499,1146.084545,NA,NA,NA,NA,NA,NA,-0.970481301,1.299379501,1146.084545,0.86894412,0.651850628,1146.084545,0.22529618,0.591307356,1146.084545
168,-7.794994034,7.483194336,1146.108695,-0.561734549,3.266185247,1146.108695,1.636259791,0.703767173,1146.108695,4.377755593,2.340984708,1146.108695,NA,NA,NA,0.534657013,0.447720041,1146.108695,-1.19721206,0.6695923,1146.108695,16.43772581,1.542493333,1146.108695,-18.58185109,4.20443403,1146.108695,-12.1626014,1.324615701,1146.108695,12.36301218,2.972804421,1146.108695,11.01496381,1.416991216,1146.108695,-10.22498464,2.646289936,1146.108695,9.959423539,1.747231187,1146.108695,-26.26326483,9.032385315,1146.108695,-14.78382459,2.775732441,1146.108695,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.198091882,0.298452549,1146.108695,NA,NA,NA
169,-14.01816735,9.327320956,1143.089334,-4.706094053,5.892387706,1143.089334,1.941123207,0.719561969,1143.089334,2.986503484,2.507002725,1143.089334,4.433340354,4.229883028,1143.089334,NA,NA,NA,-1.405570196,0.864335543,1143.089334,16.73861354,1.549889052,1143.089334,-18.91535097,4.232173976,1143.089334,-12.38687972,1.329353842,1143.089334,12.56019628,2.994188296,1143.089334,11.17599167,1.424928181,1143.089334,-10.37853222,2.664989996,1143.089334,10.12377712,1.756846664,1143.089334,-26.64593445,9.095690108,1143.089334,-14.9706012,2.795552121,1143.089334,0.318340108,0.422942999,1143.089334,0.36318015,0.34449974,1143.089334,0.514933258,0.629159554,1143.089334,NA,NA,NA,-0.231051086,0.393158615,1143.089334
170,-3.507102416,7.585275627,1146.094203,-0.528519665,3.453249321,1146.094203,1.075920445,0.485869391,1146.094203,3.976318995,2.231010629,1146.094203,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.63580971,1.542111993,1146.094203,-18.80396081,4.220542925,1146.094203,-12.37218943,1.325769803,1146.094203,12.52521962,2.986003233,1146.094203,11.08693666,1.420849961,1146.094203,-10.32000725,2.657898784,1146.094203,10.0682547,1.75229888,1146.094203,-26.48790594,9.070809015,1146.094203,-14.76979341,2.783863933,1146.094203,NA,NA,NA,NA,NA,NA,-1.746435468,1.371441993,1146.094203,1.165406052,0.665736512,1146.094203,0.493022303,0.611113055,1146.094203
171,-15.39726638,9.053395384,1144.085947,-4.630401091,5.655019026,1144.085947,1.713169447,0.682353612,1144.085947,NA,NA,NA,5.902389036,4.361952697,1144.085947,0.750927885,0.482061361,1144.085947,-2.116659744,0.973202979,1144.085947,16.66421413,1.54853572,1144.085947,-18.82960093,4.227629158,1144.085947,-12.24661113,1.329456423,1144.085947,12.524354,2.989864414,1144.085947,11.20603834,1.421300666,1144.085947,-10.35552689,2.662842506,1144.085947,10.13515842,1.754523137,1144.085947,-26.61283878,9.088784537,1144.085947,-14.94051077,2.792671439,1144.085947,0.563010243,0.43140239,1144.085947,0.447371223,0.329811235,1144.085947,NA,NA,NA,0.302339323,0.296012088,1144.085947,NA,NA,NA
172,-5.429301292,8.035253726,1146.083227,-3.564115336,5.553847779,1146.083227,1.08541684,0.708339992,1146.083227,NA,NA,NA,5.825598829,4.128520834,1146.083227,NA,NA,NA,-0.091815573,0.618257962,1146.083227,16.73447317,1.546290148,1146.083227,-18.80076098,4.236101654,1146.083227,-12.33924989,1.328439992,1146.083227,12.49196448,2.997343319,1146.083227,11.19203954,1.424075435,1146.083227,-10.3215614,2.668114642,1146.083227,10.10702139,1.757619184,1146.083227,-26.40184553,9.106944181,1146.083227,-14.91079164,2.797815365,1146.083227,NA,NA,NA,NA,NA,NA,-0.451613145,0.65545724,1146.083227,0.63939461,0.481179006,1146.083227,NA,NA,NA
173,-8.127658006,9.159977288,1142.095576,-5.747693495,5.973029734,1142.095576,0.960513582,0.625053963,1142.095576,2.693055602,2.491813387,1142.095576,4.639757253,4.351285122,1142.095576,0.576588605,0.449026516,1142.095576,NA,NA,NA,16.60812059,1.548397322,1142.095576,-19.01270701,4.224040393,1142.095576,-12.29931831,1.329855028,1142.095576,12.70880117,2.988633287,1142.095576,11.19259604,1.423518006,1142.095576,-10.43341374,2.659302871,1142.095576,10.16483646,1.75428151,1142.095576,-27.08847083,9.077379161,1142.095576,-14.58088951,2.788427923,1142.095576,-0.047507692,0.311111202,1142.095576,0.281746208,0.348789654,1142.095576,-2.738339812,1.554248128,1142.095576,1.552148188,0.756239993,1142.095576,0.729127881,0.632987655,1142.095576
174,-8.893122806,8.914676222,1145.082433,-3.110679923,5.602463406,1145.082433,0.715806456,0.520482168,1145.082433,NA,NA,NA,4.93465079,4.310856237,1145.082433,0.483809616,0.436045746,1145.082433,NA,NA,NA,16.64818185,1.545717698,1145.082433,-19.00956337,4.232367252,1145.082433,-12.30755341,1.328868808,1145.082433,12.72275303,2.995505377,1145.082433,11.27357675,1.422586613,1145.082433,-10.44950017,2.666379356,1145.082433,10.19906678,1.755901677,1145.082433,-27.02208727,9.102719152,1145.082433,-14.63276113,2.796499338,1145.082433,NA,NA,NA,0.351490163,0.32209598,1145.082433,-1.101888562,0.622268029,1145.082433,0.933090305,0.436339316,1145.082433,NA,NA,NA
175,-11.27774843,8.76713281,1145.085228,-2.793996733,5.597634879,1145.085228,0.981676937,0.492031819,1145.085228,NA,NA,NA,3.899355506,4.24735581,1145.085228,NA,NA,NA,NA,NA,NA,16.68660156,1.545235752,1145.085228,-18.90545442,4.230499068,1145.085228,-12.37707462,1.327115168,1145.085228,12.62597423,2.993764377,1145.085228,11.17811763,1.423047396,1145.085228,-10.38002189,2.664904157,1145.085228,10.14561049,1.755519984,1145.085228,-26.69558648,9.095270911,1145.085228,-14.79879603,2.791384644,1145.085228,NA,NA,NA,0.496518347,0.320471095,1145.085228,-1.658203985,1.372330854,1145.085228,1.203797977,0.686363629,1145.085228,0.444079072,0.607577939,1145.085228
176,-11.67976286,8.946388771,1145.102464,-4.942231795,5.761113566,1145.102464,1.137091868,0.602607315,1145.102464,2.220873399,2.461854868,1145.102464,4.628749526,4.23491136,1145.102464,NA,NA,NA,NA,NA,NA,16.57144189,1.545495177,1145.102464,-18.77822983,4.215470908,1145.102464,-12.23422627,1.322613088,1145.102464,12.47653203,2.980540444,1145.102464,11.1002908,1.420581817,1145.102464,-10.30973213,2.653401648,1145.102464,10.04605696,1.751389396,1145.102464,-26.56517939,9.056859363,1145.102464,-14.77350288,2.780260235,1145.102464,-0.1802527,0.28821512,1145.102464,0.23499957,0.333943723,1145.102464,NA,NA,NA,0.284136236,0.293551248,1145.102464,NA,NA,NA
177,-4.193013788,7.9432587,1144.103405,-0.967483672,3.476342877,1144.103405,1.307077993,0.748030234,1144.103405,4.506324218,2.363950075,1144.103405,NA,NA,NA,0.729762827,0.470549177,1144.103405,-0.709808825,0.755503608,1144.103405,16.48395648,1.543377994,1144.103405,-18.75573004,4.212987495,1144.103405,-12.23136601,1.326775002,1144.103405,12.5273713,2.980845723,1144.103405,11.07772335,1.42025753,1144.103405,-10.31131085,2.65191315,1144.103405,10.0428737,1.750307839,1144.103405,-26.61447265,9.05223341,1144.103405,-14.63615027,2.782818639,1144.103405,NA,NA,NA,NA,NA,NA,-1.999412778,1.65043902,1144.103405,1.157628395,0.807799468,1144.103405,0.531569454,0.648254751,1144.103405
178,-12.90183727,9.391096949,1145.083803,-2.630904554,5.584188184,1145.083803,1.24058122,0.715098866,1145.083803,NA,NA,NA,4.250755143,4.252298053,1145.083803,NA,NA,NA,-0.390350367,0.647781185,1145.083803,16.68130065,1.545808508,1145.083803,-18.87203431,4.233832032,1145.083803,-12.36454177,1.327783661,1145.083803,12.59946249,2.996370259,1145.083803,11.18924203,1.423273219,1145.083803,-10.37134873,2.666699573,1145.083803,10.1350702,1.75669713,1145.083803,-26.62317265,9.102577041,1145.083803,-14.87196746,2.796238926,1145.083803,NA,NA,NA,0.501174276,0.326807672,1145.083803,-0.495272873,0.655720672,1145.083803,0.668316202,0.481289757,1145.083803,NA,NA,NA
179,-7.764426246,7.847229921,1147.097859,-4.897692286,5.465319648,1147.097859,1.547707292,0.617710511,1147.097859,NA,NA,NA,6.699269433,4.07786222,1147.097859,NA,NA,NA,-0.517731786,0.52915751,1147.097859,16.65302611,1.544643716,1147.097859,-18.67156727,4.221595424,1147.097859,-12.22151568,1.323903863,1147.097859,12.34541282,2.985307115,1147.097859,11.11381891,1.42187649,1147.097859,-10.23444023,2.657321603,1147.097859,10.0076902,1.752880777,1147.097859,-26.2146578,9.071219186,1147.097859,-14.88693186,2.787488901,1147.097859,NA,NA,NA,NA,NA,NA,0.256968075,0.381947423,1147.097859,NA,NA,NA,NA,NA,NA
180,-8.718073507,7.674387945,1145.106245,-6.079094243,5.718506949,1145.106245,1.129823114,0.612087954,1145.106245,2.71582684,2.306926146,1145.106245,5.595922321,4.205023942,1145.106245,0.176263362,0.373023655,1145.106245,NA,NA,NA,16.55574449,1.547724346,1145.106245,-18.75005886,4.213021468,1145.106245,-12.18366693,1.327478979,1145.106245,12.43476026,2.978200197,1145.106245,11.09903023,1.420343999,1145.106245,-10.29183815,2.651434322,1145.106245,10.02857139,1.750741758,1145.106245,-26.53960955,9.050132726,1145.106245,-14.74607365,2.780260871,1145.106245,-0.19744241,0.300392895,1145.106245,NA,NA,NA,NA,NA,NA,0.232382448,0.302857747,1145.106245,NA,NA,NA
181,-5.006844501,7.888621716,1146.092934,0.044696308,3.295856217,1146.092934,1.330043181,0.745469416,1146.092934,4.07172867,2.34085946,1146.092934,NA,NA,NA,NA,NA,NA,-0.403880548,0.662341753,1146.092934,16.62422474,1.542756269,1146.092934,-18.76612452,4.224102354,1146.092934,-12.35925464,1.326418696,1146.092934,12.49835595,2.988949998,1146.092934,11.09671519,1.421470557,1146.092934,-10.31065389,2.659833721,1146.092934,10.05539312,1.753719456,1146.092934,-26.40971376,9.07860798,1146.092934,-14.83906315,2.788895395,1146.092934,NA,NA,NA,NA,NA,NA,-0.478887279,0.652603375,1146.092934,0.585144424,0.483906202,1146.092934,NA,NA,NA
