,Estimate..Intercept.,Std..Error..Intercept.,df..Intercept.,Estimate.FinFSLdat_AnnEsts,Std..Error.FinFSLdat_AnnEsts,df.FinFSLdat_AnnEsts,Estimate.FinWestSST_AnnEsts,Std..Error.FinWestSST_AnnEsts,df.FinWestSST_AnnEsts,Estimate.FSL_months_Apr,Std..Error.FSL_months_Apr,df.FSL_months_Apr,Estimate.FSLdat_Spring,Std..Error.FSLdat_Spring,df.FSLdat_Spring,Estimate.SST_West_Months_Sep,Std..Error.SST_West_Months_Sep,df.SST_West_Months_Sep,Estimate.WestSST_Spring,Std..Error.WestSST_Spring,df.WestSST_Spring,Estimate.s.Ages..1,Std..Error.s.Ages..1,df.s.Ages..1,Estimate.s.Ages..2,Std..Error.s.Ages..2,df.s.Ages..2,Estimate.s.Ages..3,Std..Error.s.Ages..3,df.s.Ages..3,Estimate.s.Ages..4,Std..Error.s.Ages..4,df.s.Ages..4,Estimate.s.Ages..5,Std..Error.s.Ages..5,df.s.Ages..5,Estimate.s.Ages..6,Std..Error.s.Ages..6,df.s.Ages..6,Estimate.s.Ages..7,Std..Error.s.Ages..7,df.s.Ages..7,Estimate.s.Ages..8,Std..Error.s.Ages..8,df.s.Ages..8,Estimate.s.Ages..9,Std..Error.s.Ages..9,df.s.Ages..9,Estimate.SST_West_Months_Oct,Std..Error.SST_West_Months_Oct,df.SST_West_Months_Oct,Estimate.FinWestSST_SummerDat,Std..Error.FinWestSST_SummerDat,df.FinWestSST_SummerDat,Estimate.WestSST_Winter,Std..Error.WestSST_Winter,df.WestSST_Winter,Estimate.SST_West_Months_Jul,Std..Error.SST_West_Months_Jul,df.SST_West_Months_Jul,Estimate.SST_West_Months_Jun,Std..Error.SST_West_Months_Jun,df.SST_West_Months_Jun
108,-10.56605563,8.694160824,1148.100437,-3.947347213,5.489718153,1148.100437,1.134141289,0.424330285,1148.100437,NA,NA,NA,5.279909891,4.195051364,1148.100437,NA,NA,NA,NA,NA,NA,16.6098227,1.54350552,1148.100437,-18.85907609,4.21404463,1148.100437,-12.21918054,1.321840086,1148.100437,12.51117386,2.980286529,1148.100437,11.15691855,1.419521193,1148.100437,-10.32703683,2.653191928,1148.100437,10.06188292,1.750675797,1148.100437,-26.69675057,9.055355015,1148.100437,-14.61553882,2.777632208,1148.100437,NA,NA,NA,0.314343531,0.298294848,1148.100437,NA,NA,NA,NA,NA,NA,NA,NA,NA
109,-13.36210478,9.283228631,1143.097939,-6.534357114,5.963372501,1143.097939,1.822821105,0.758516489,1143.097939,3.20084807,2.494722047,1143.097939,5.850304838,4.363879442,1143.097939,0.69719111,0.475559027,1143.097939,-1.32565687,0.712234469,1143.097939,16.55465167,1.545223913,1143.097939,-18.85737836,4.218979814,1143.097939,-12.21453172,1.327585111,1143.097939,12.57048547,2.985054551,1143.097939,11.17062137,1.421905289,1143.097939,-10.36977557,2.656141358,1143.097939,10.09774806,1.752152846,1143.097939,-26.80828223,9.066916018,1143.097939,-14.78944345,2.785924632,1143.097939,NA,NA,NA,0.278391947,0.348346167,1143.097939,NA,NA,NA,0.208812231,0.314977229,1143.097939,-0.171136544,0.267641736,1143.097939
110,-12.46716774,8.990211347,1147.105167,-0.660422446,3.242340838,1147.105167,1.896695383,0.647434801,1147.105167,3.800065999,2.399099256,1147.105167,NA,NA,NA,NA,NA,NA,-0.936110241,0.544753272,1147.105167,16.52575133,1.539681772,1147.105167,-18.76197546,4.206296674,1147.105167,-12.28127617,1.320912925,1147.105167,12.48994948,2.975073886,1147.105167,11.05109013,1.417208553,1147.105167,-10.29240258,2.648134578,1147.105167,10.00375954,1.747874422,1147.105167,-26.52214429,9.038258571,1147.105167,-14.72557172,2.773999134,1147.105167,NA,NA,NA,0.413631457,0.335195568,1147.105167,NA,NA,NA,NA,NA,NA,NA,NA,NA
111,-5.120550592,7.765254613,1147.081562,-3.449079026,5.497707048,1147.081562,1.008280376,0.482175853,1147.081562,NA,NA,NA,5.730407116,4.076920623,1147.081562,NA,NA,NA,NA,NA,NA,16.73921697,1.545627393,1147.081562,-18.82170119,4.233174114,1147.081562,-12.34490355,1.327686429,1147.081562,12.50990697,2.994602363,1147.081562,11.20138484,1.422579408,1147.081562,-10.33259277,2.666859624,1147.081562,10.11710294,1.756253797,1147.081562,-26.44403886,9.101271846,1147.081562,-14.89097259,2.793254384,1147.081562,NA,NA,NA,NA,NA,NA,-0.514136935,0.502875132,1147.081562,0.676423577,0.411455253,1147.081562,NA,NA,NA
112,0.225274944,7.61761477,1144.077628,-1.338856764,5.299561441,1144.077628,NA,NA,NA,1.502261566,2.327617254,1144.077628,2.936078572,4.213687283,1144.077628,0.814991315,0.421994664,1144.077628,NA,NA,NA,16.6466286,1.547509458,1144.077628,-18.85124612,4.238931922,1144.077628,-12.3499108,1.330840175,1144.077628,12.63646637,3.000665146,1144.077628,11.22314877,1.424971854,1144.077628,-10.37614246,2.671431805,1144.077628,10.16240278,1.758389884,1144.077628,-26.61513784,9.116687835,1144.077628,-14.70383837,2.801395003,1144.077628,NA,NA,NA,0.337500654,0.347110892,1144.077628,-2.560552722,1.528695374,1144.077628,1.678623342,0.726399967,1144.077628,0.607252524,0.627300123,1144.077628
113,-13.07449849,8.998594419,1146.111978,-0.803117737,3.243252925,1146.111978,1.906869325,0.64729569,1146.111978,3.889303048,2.399398697,1146.111978,NA,NA,NA,0.576736676,0.430911928,1146.111978,-1.436743494,0.660554894,1146.111978,16.39514293,1.541212992,1146.111978,-18.66809196,4.199453417,1146.111978,-12.14874862,1.322917002,1146.111978,12.44812968,2.969737173,1146.111978,11.02959715,1.416034616,1146.111978,-10.26365047,2.642901869,1146.111978,9.972648627,1.745662967,1146.111978,-26.51452553,9.020086532,1146.111978,-14.66541702,2.76873902,1146.111978,NA,NA,NA,0.374196083,0.336411294,1146.111978,NA,NA,NA,NA,NA,NA,NA,NA,NA
114,-6.552100511,7.540949827,1148.102894,-5.10680179,5.486308819,1148.102894,0.9978169,0.489919694,1148.102894,NA,NA,NA,6.681385446,4.0577888,1148.102894,0.286806232,0.333114564,1148.102894,NA,NA,NA,16.58785458,1.54468111,1148.102894,-18.79758664,4.212236884,1148.102894,-12.14140856,1.324701686,1148.102894,12.44364724,2.978367951,1148.102894,11.16047643,1.419488469,1148.102894,-10.29671832,2.651837436,1148.102894,10.0422882,1.750233533,1148.102894,-26.61592608,9.05053272,1148.102894,-14.59935278,2.77727627,1148.102894,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
115,-8.760728358,8.82034249,1146.098316,-4.857406221,5.677961071,1146.098316,1.269541834,0.44072933,1146.098316,2.55590706,2.308457605,1146.098316,4.880686915,4.207979022,1146.098316,NA,NA,NA,NA,NA,NA,16.6579038,1.544814973,1146.098316,-18.99950222,4.220061379,1146.098316,-12.29383521,1.324883117,1146.098316,12.6154917,2.985682493,1146.098316,11.19719698,1.421834346,1146.098316,-10.39986956,2.656810879,1146.098316,10.11125552,1.752674715,1146.098316,-26.94930852,9.067603564,1146.098316,-14.59249417,2.780899029,1146.098316,NA,NA,NA,0.1966897,0.331407238,1146.098316,NA,NA,NA,NA,NA,NA,-0.158635884,0.224570067,1146.098316
116,-8.42259747,7.851692329,1146.103537,-6.564928833,5.554976853,1146.103537,1.653279846,0.620599899,1146.103537,NA,NA,NA,8.145107043,4.168998014,1146.103537,0.782984768,0.47663862,1146.103537,-1.072084298,0.627267819,1146.103537,16.52813053,1.544638598,1146.103537,-18.68930634,4.213693549,1146.103537,-12.07789416,1.324849765,1146.103537,12.39100677,2.979652129,1146.103537,11.1480351,1.420402958,1146.103537,-10.2585798,2.651877272,1146.103537,10.01576894,1.750220219,1146.103537,-26.47672909,9.053783914,1146.103537,-14.71848578,2.783432887,1146.103537,NA,NA,NA,NA,NA,NA,-0.016758358,0.416491208,1146.103537,NA,NA,NA,NA,NA,NA
117,-8.86311382,7.631032875,1146.097696,-5.891934286,5.605238386,1146.097696,1.446011983,0.667257309,1146.097696,NA,NA,NA,7.50575139,4.209365814,1146.097696,0.661006706,0.458445548,1146.097696,-0.972977866,0.634569302,1146.097696,16.55702175,1.545102563,1146.097696,-18.64777553,4.216617266,1146.097696,-12.1225259,1.32644894,1146.097696,12.37365405,2.981385902,1146.097696,11.1364364,1.419666104,1146.097696,-10.25196209,2.654828023,1146.097696,10.0280362,1.751104723,1146.097696,-26.33919572,9.061982076,1146.097696,-14.85090855,2.784457795,1146.097696,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.241055784,0.294091327,1146.097696,NA,NA,NA
118,3.379054519,5.623202191,1147.071456,-1.219319224,5.098065675,1147.071456,NA,NA,NA,NA,NA,NA,4.898061896,3.960295735,1147.071456,0.826753341,0.390729041,1147.071456,NA,NA,NA,16.68119175,1.547365596,1147.071456,-18.79430126,4.242231516,1147.071456,-12.30004807,1.330302841,1147.071456,12.56155724,3.002516405,1147.071456,11.2750563,1.424459697,1147.071456,-10.34981748,2.674123536,1147.071456,10.1542246,1.759160384,1147.071456,-26.457664,9.125962979,1147.071456,-14.76011096,2.8045358,1147.071456,NA,NA,NA,NA,NA,NA,-1.107423323,0.616909167,1147.071456,1.037549895,0.414432028,1147.071456,NA,NA,NA
119,-6.206244365,7.770086706,1145.096595,-5.201357929,5.691297942,1145.096595,1.024579365,0.539200666,1145.096595,2.455222274,2.23745607,1145.096595,5.74207652,4.170058352,1145.096595,0.308001691,0.408943563,1145.096595,NA,NA,NA,16.64197787,1.546196055,1145.096595,-18.99548196,4.224004293,1145.096595,-12.24716593,1.328060532,1145.096595,12.6202278,2.988161011,1145.096595,11.23645607,1.423238288,1145.096595,-10.41294701,2.659490952,1145.096595,10.13111725,1.753984561,1145.096595,-26.99028124,9.078934394,1145.096595,-14.57503075,2.789238078,1145.096595,NA,NA,NA,NA,NA,NA,0.232714614,0.631118413,1145.096595,NA,NA,NA,-0.352250234,0.379107964,1145.096595
120,7.199135363,5.475497566,1147.063662,1.306956188,4.928152984,1147.063662,NA,NA,NA,2.14760594,2.149296052,1147.063662,2.022981,3.960622796,1147.063662,NA,NA,NA,NA,NA,NA,16.82407318,1.549505255,1147.063662,-18.59472034,4.254265229,1147.063662,-12.49812832,1.332343973,1147.063662,12.37669594,3.010587379,1147.063662,11.16844552,1.426587605,1147.063662,-10.23699787,2.682549779,1147.063662,10.07873424,1.763314239,1147.063662,-25.70116937,9.148602389,1147.063662,-15.15680127,2.807645021,1147.063662,NA,NA,NA,NA,NA,NA,-0.432129432,0.506440632,1147.063662,0.868813621,0.405442439,1147.063662,NA,NA,NA
121,-13.49299587,9.281532353,1142.086217,-6.110164086,5.971643157,1142.086217,1.927455653,0.76321263,1142.086217,2.983231322,2.500263898,1142.086217,5.768798294,4.363106829,1142.086217,0.859803905,0.493754647,1142.086217,-2.188785759,1.003591006,1142.086217,16.6869642,1.548980666,1142.086217,-18.97357828,4.230919501,1142.086217,-12.29691483,1.330711584,1142.086217,12.63306471,2.993651004,1142.086217,11.24551543,1.424066398,1142.086217,-10.43077159,2.664690054,1142.086217,10.17920722,1.75604982,1142.086217,-26.91400525,9.095284371,1142.086217,-14.88540137,2.794817853,1142.086217,0.528158137,0.432495391,1142.086217,0.301824786,0.348770976,1142.086217,NA,NA,NA,0.256098628,0.317237319,1142.086217,-0.175049744,0.267582401,1142.086217
122,-7.119479218,7.862205043,1146.102978,-6.148395539,5.638921122,1146.102978,1.49142053,0.515065819,1146.102978,3.511534705,2.212285717,1146.102978,5.576623367,4.121568028,1146.102978,NA,NA,NA,NA,NA,NA,16.62611435,1.545866572,1146.102978,-18.89224569,4.217240472,1146.102978,-12.26211391,1.324954362,1146.102978,12.52516259,2.982421963,1146.102978,11.14618652,1.4226907,1146.102978,-10.3436614,2.653972887,1146.102978,10.0581695,1.752225912,1146.102978,-26.74701267,9.056967127,1146.102978,-14.66599763,2.777452735,1146.102978,-0.174088251,0.288246378,1146.102978,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.109525744,0.230084523,1146.102978
123,-6.091467225,8.034343322,1144.077863,-5.031550723,5.635465811,1144.077863,1.313850228,0.719449048,1144.077863,NA,NA,NA,7.252536199,4.211912911,1144.077863,0.96312152,0.493869702,1144.077863,-1.520795907,1.013799612,1144.077863,16.73591761,1.549758658,1144.077863,-18.92733529,4.239060108,1144.077863,-12.27148363,1.331942938,1144.077863,12.59287618,2.999499798,1144.077863,11.29627899,1.424437403,1144.077863,-10.40290089,2.6704977,1144.077863,10.19217315,1.758422809,1144.077863,-26.76220908,9.115623705,1144.077863,-14.84091275,2.802225118,1144.077863,0.515712224,0.431977953,1144.077863,NA,NA,NA,-0.720938473,0.682347986,1144.077863,0.681904994,0.481130572,1144.077863,NA,NA,NA
124,-12.39726483,9.432572114,1142.087205,-4.522475167,5.893295961,1142.087205,1.590116627,0.782589216,1142.087205,2.907140525,2.507411264,1142.087205,3.688175612,4.279334442,1142.087205,NA,NA,NA,-0.88477858,0.977878821,1142.087205,16.7520024,1.549870909,1142.087205,-18.95684443,4.23394352,1142.087205,-12.43725222,1.330198062,1142.087205,12.62191506,2.995908414,1142.087205,11.16707722,1.42500267,1142.087205,-10.40005909,2.666328007,1142.087205,10.15431844,1.757372423,1142.087205,-26.7241071,9.100345207,1142.087205,-14.92901857,2.797165008,1142.087205,0.259569433,0.426014235,1142.087205,0.412867981,0.347191483,1142.087205,-1.238175327,1.665261508,1142.087205,0.935575421,0.822912033,1142.087205,0.369527091,0.658600957,1142.087205
125,-13.51101642,9.287021974,1144.092213,-4.776764044,5.844485351,1144.092213,1.693978512,0.753798765,1144.092213,2.932477949,2.489157321,1144.092213,4.311721511,4.23771472,1144.092213,NA,NA,NA,-0.793963696,0.613392057,1144.092213,16.66191739,1.545002014,1144.092213,-18.85798749,4.225889832,1144.092213,-12.35000959,1.32601754,1144.092213,12.5529281,2.990108566,1144.092213,11.14216605,1.4230423,1144.092213,-10.35723178,2.660985474,1144.092213,10.09868677,1.754401872,1144.092213,-26.6161682,9.082654172,1144.092213,-14.91896836,2.789790473,1144.092213,NA,NA,NA,0.361712252,0.343829776,1144.092213,NA,NA,NA,0.323563219,0.3052426,1144.092213,-0.088968192,0.261800791,1144.092213
126,-3.748280741,7.80972683,1145.088127,-4.961154372,5.611699748,1145.088127,0.758495859,0.522137004,1145.088127,NA,NA,NA,6.520650488,4.104947082,1145.088127,0.692282175,0.436759112,1145.088127,NA,NA,NA,16.63842902,1.545520411,1145.088127,-18.89283746,4.227232297,1145.088127,-12.2393038,1.327739795,1145.088127,12.59721216,2.99092019,1145.088127,11.22781209,1.422939262,1145.088127,-10.37441465,2.662602674,1145.088127,10.14509369,1.754569174,1145.088127,-26.79266294,9.088966551,1145.088127,-14.64868151,2.792528749,1145.088127,NA,NA,NA,NA,NA,NA,-2.071443247,1.472483494,1145.088127,1.300552425,0.706024577,1145.088127,0.475863051,0.611659487,1145.088127
127,-10.83022639,8.744181231,1146.080628,-2.296491093,5.554855649,1146.080628,0.924029288,0.485591224,1146.080628,NA,NA,NA,4.068405641,4.24006154,1146.080628,NA,NA,NA,NA,NA,NA,16.70273767,1.545324312,1146.080628,-18.94450973,4.233576309,1146.080628,-12.38201487,1.327577146,1146.080628,12.6558855,2.99607872,1146.080628,11.22367671,1.422197555,1146.080628,-10.40793995,2.667233052,1146.080628,10.16843031,1.756219786,1146.080628,-26.76347694,9.103585497,1146.080628,-14.79472368,2.793962988,1146.080628,NA,NA,NA,0.442082714,0.311621464,1146.080628,-0.731840647,0.525525259,1146.080628,0.808092456,0.421602616,1146.080628,NA,NA,NA
128,3.53224697,6.133135952,1146.070109,-0.362918647,5.084577862,1146.070109,NA,NA,NA,1.832094145,2.161541996,1146.070109,2.885559007,4.012172874,1146.070109,NA,NA,NA,0.562738639,0.42381516,1146.070109,16.80834038,1.548292065,1146.070109,-18.8519834,4.251634219,1146.070109,-12.47108406,1.330981254,1146.070109,12.56572898,3.008773832,1146.070109,11.23631713,1.426362988,1146.070109,-10.36065625,2.679178364,1146.070109,10.15852863,1.762246665,1146.070109,-26.36047612,9.144633543,1146.070109,-14.89002896,2.808931049,1146.070109,NA,NA,NA,NA,NA,NA,-0.887240617,0.611293474,1146.070109,1.014570614,0.419918618,1146.070109,NA,NA,NA
129,-8.775576085,7.629009229,1145.085961,-5.648826214,5.606709848,1145.085961,1.577616559,0.67524661,1145.085961,NA,NA,NA,7.466139649,4.208092406,1145.085961,0.833355503,0.478367026,1145.085961,-1.874920015,0.957081709,1145.085961,16.69375329,1.548845389,1145.085961,-18.76565154,4.228393824,1145.085961,-12.20609781,1.329498018,1145.085961,12.43333856,2.989823897,1145.085961,11.21092749,1.421714282,1145.085961,-10.31278373,2.663265306,1145.085961,10.10949027,1.754895878,1145.085961,-26.44402417,9.090002679,1145.085961,-14.95253655,2.793297985,1145.085961,0.542928255,0.431289818,1145.085961,NA,NA,NA,NA,NA,NA,0.280970616,0.295693102,1145.085961,NA,NA,NA
130,-6.248831984,7.737871854,1145.089155,-4.655404356,5.616352427,1145.089155,0.865269382,0.537406744,1145.089155,2.275320374,2.196523639,1145.089155,5.385130038,4.169212662,1145.089155,0.309604845,0.395591666,1145.089155,NA,NA,NA,16.6681325,1.546181984,1145.089155,-18.96541052,4.229177446,1145.089155,-12.28930554,1.32881251,1145.089155,12.62299354,2.992116531,1145.089155,11.23929041,1.423478404,1145.089155,-10.41503178,2.663553696,1145.089155,10.15393002,1.755256805,1145.089155,-26.88978254,9.092556188,1145.089155,-14.69578692,2.792997087,1145.089155,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.353736277,0.297072054,1145.089155,-0.306883457,0.257326426,1145.089155
131,-7.31634832,7.559505309,1147.089161,-4.182697755,5.480654041,1147.089161,1.269648245,0.656272985,1147.089161,NA,NA,NA,6.139866141,4.102974413,1147.089161,NA,NA,NA,-0.365064913,0.474498086,1147.089161,16.68719324,1.544419934,1147.089161,-18.69057314,4.226000082,1147.089161,-12.27580583,1.324373024,1147.089161,12.38851107,2.988382191,1147.089161,11.13664803,1.421259817,1147.089161,-10.26209413,2.66159638,1147.089161,10.05029367,1.754043686,1147.089161,-26.21571066,9.084836847,1147.089161,-14.96343852,2.790702139,1147.089161,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.370068227,0.280234235,1147.089161,NA,NA,NA
132,-3.668524477,7.581140903,1147.088646,0.495325946,3.211335722,1147.088646,0.976990719,0.470119874,1147.088646,3.517891096,2.1571005,1147.088646,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.64592195,1.542422395,1147.088646,-18.84054514,4.224785197,1147.088646,-12.37535762,1.3264478,1147.088646,12.5621392,2.989044072,1147.088646,11.13814821,1.420156792,1147.088646,-10.34985471,2.661011819,1147.088646,10.09422832,1.753331292,1147.088646,-26.55631524,9.08182356,1147.088646,-14.76113839,2.787177392,1147.088646,NA,NA,NA,NA,NA,NA,-0.721911412,0.517099567,1147.088646,0.742177253,0.409600654,1147.088646,NA,NA,NA
133,3.156069391,5.843239215,1145.069922,-1.591709907,5.113310452,1145.069922,NA,NA,NA,1.665015821,2.172694445,1145.069922,4.052674269,4.077857428,1145.069922,0.716418635,0.414130991,1145.069922,NA,NA,NA,16.75286098,1.550552442,1145.069922,-18.95770312,4.249291924,1145.069922,-12.38279624,1.333328055,1145.069922,12.66711895,3.006954749,1145.069922,11.31026416,1.426199535,1145.069922,-10.42809233,2.67774282,1145.069922,10.21444804,1.761673617,1145.069922,-26.73370956,9.138859839,1145.069922,-14.7286346,2.807286533,1145.069922,0.176388204,0.267353215,1145.069922,NA,NA,NA,-1.260019332,0.634636645,1145.069922,1.112125554,0.423490424,1145.069922,NA,NA,NA
134,-12.41070319,9.391854535,1144.088391,-4.23650049,5.682418315,1144.088391,1.296926006,0.715695246,1144.088391,NA,NA,NA,5.757680711,4.366601453,1144.088391,0.723353259,0.480986169,1144.088391,-0.843786151,0.714168628,1144.088391,16.5764941,1.545947608,1144.088391,-18.88518255,4.227734582,1144.088391,-12.23367701,1.329130708,1144.088391,12.63407499,2.991992958,1144.088391,11.22486457,1.422241156,1144.088391,-10.39111749,2.66249399,1144.088391,10.14332472,1.754663244,1144.088391,-26.84523543,9.089220811,1144.088391,-14.72221676,2.793408424,1144.088391,NA,NA,NA,0.434370913,0.329643905,1144.088391,-0.773791244,0.6810756,1144.088391,0.692862903,0.481316489,1144.088391,NA,NA,NA
135,-13.33000086,9.288231048,1144.097462,-5.782775285,5.742353849,1144.097462,2.123682724,0.683932913,1144.097462,3.554213199,2.408646507,1144.097462,4.720155285,4.214583331,1144.097462,NA,NA,NA,-1.26405952,0.84684528,1144.097462,16.69952209,1.548317627,1144.097462,-18.92320967,4.222697105,1144.097462,-12.34984755,1.327064259,1144.097462,12.54885843,2.987137042,1144.097462,11.14499057,1.423255196,1144.097462,-10.36228215,2.658082463,1144.097462,10.08910459,1.753754793,1144.097462,-26.71224497,9.071946099,1144.097462,-14.85294236,2.78599697,1144.097462,0.231791554,0.409485014,1144.097462,0.347732772,0.34393292,1144.097462,NA,NA,NA,NA,NA,NA,0.017901894,0.249025234,1144.097462
136,-9.78245398,9.045485247,1144.085719,-3.691910866,5.828921764,1144.085719,1.075271196,0.603863095,1144.085719,2.302276299,2.461166075,1144.085719,3.8948892,4.266038953,1144.085719,NA,NA,NA,NA,NA,NA,16.70323391,1.548508871,1144.085719,-18.99751773,4.233591104,1144.085719,-12.39683249,1.329464965,1144.085719,12.67884922,2.995452646,1144.085719,11.21249964,1.423806089,1144.085719,-10.42963213,2.666134818,1144.085719,10.1686937,1.757095361,1144.085719,-26.8829202,9.099234742,1144.085719,-14.76859512,2.792177298,1144.085719,-0.029159822,0.308271628,1144.085719,0.318860398,0.339314334,1144.085719,-0.778084477,0.56763376,1144.085719,0.767796639,0.458893779,1144.085719,NA,NA,NA
137,1.196528552,5.481961428,1147.085688,-1.34490497,5.117507208,1147.085688,NA,NA,NA,1.334866752,2.134812993,1147.085688,3.709313245,4.078418322,1147.085688,0.373576734,0.318599119,1147.085688,NA,NA,NA,16.64163789,1.547927769,1147.085688,-18.58923145,4.231928697,1147.085688,-12.25665109,1.329905668,1147.085688,12.34189282,2.993162839,1147.085688,11.13300028,1.423019156,1147.085688,-10.22953311,2.666288555,1147.085688,10.03466433,1.756444382,1147.085688,-26.00363431,9.097928395,1147.085688,-14.89964168,2.795801155,1147.085688,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.465082832,0.273130518,1147.085688,NA,NA,NA
138,-13.10691467,8.997181826,1145.102339,-0.561431863,3.249590603,1145.102339,2.047706784,0.659148111,1145.102339,3.781091118,2.40081494,1145.102339,NA,NA,NA,0.744841297,0.455824223,1145.102339,-2.254987582,0.979939902,1145.102339,16.51079881,1.544636381,1145.102339,-18.77983087,4.209710985,1145.102339,-12.21668983,1.3255127,1145.102339,12.50603374,2.97700036,1145.102339,11.09771053,1.418052624,1145.102339,-10.3196729,2.650108188,1145.102339,10.04353037,1.749036126,1145.102339,-26.63130628,9.044024766,1145.102339,-14.73315815,2.775983834,1145.102339,0.485286774,0.429211365,1145.102339,0.390239237,0.336644953,1145.102339,NA,NA,NA,NA,NA,NA,NA,NA,NA
139,-8.17167458,7.927160417,1144.086171,-5.499564127,5.778636037,1144.086171,1.713635687,0.755974391,1144.086171,3.654645052,2.369073103,1144.086171,5.092186341,4.148533202,1144.086171,NA,NA,NA,-1.024437119,0.823010673,1144.086171,16.78659271,1.549606238,1144.086171,-18.89086861,4.233901916,1144.086171,-12.40342002,1.329909181,1144.086171,12.51932502,2.995139961,1144.086171,11.17680724,1.424858523,1144.086171,-10.36223798,2.666385469,1144.086171,10.12434045,1.757280342,1144.086171,-26.53559906,9.099984334,1144.086171,-15.01279805,2.796082762,1144.086171,0.279008205,0.414833877,1144.086171,NA,NA,NA,NA,NA,NA,0.334762134,0.30932269,1144.086171,-0.07544416,0.262125531,1144.086171
140,-6.435590591,7.730798676,1148.099355,-4.607365878,5.456771375,1148.099355,1.159645759,0.473735929,1148.099355,NA,NA,NA,6.355797422,4.062385552,1148.099355,NA,NA,NA,NA,NA,NA,16.6455481,1.544226689,1148.099355,-18.77349124,4.217886264,1148.099355,-12.2088468,1.323354482,1148.099355,12.41642447,2.982641635,1148.099355,11.14570868,1.421025178,1148.099355,-10.27916877,2.655213744,1148.099355,10.03493681,1.751854965,1148.099355,-26.46063297,9.061954072,1148.099355,-14.71188837,2.780292282,1148.099355,NA,NA,NA,NA,NA,NA,0.091527489,0.342654689,1148.099355,NA,NA,NA,NA,NA,NA
141,-6.923399044,7.449410829,1147.099903,-0.312599557,3.259925657,1147.099903,1.523780194,0.69758659,1147.099903,4.185256725,2.335740693,1147.099903,NA,NA,NA,NA,NA,NA,-0.700584875,0.524971555,1147.099903,16.56704995,1.540512837,1147.099903,-18.64296198,4.212841547,1147.099903,-12.29123699,1.322220169,1147.099903,12.38626325,2.979223156,1147.099903,11.03259652,1.418242817,1147.099903,-10.24481093,2.652564126,1147.099903,9.99136382,1.74973424,1147.099903,-26.20370273,9.053918041,1147.099903,-14.89045781,2.781279476,1147.099903,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2989759,0.286270962,1147.099903,NA,NA,NA
142,-1.944630039,7.457563908,1147.076501,1.090723445,4.872438518,1147.076501,NA,NA,NA,0.740120117,2.29124726,1147.076501,1.785280969,3.972289455,1147.076501,NA,NA,NA,NA,NA,NA,16.69507094,1.547459677,1147.076501,-18.59568073,4.240276219,1147.076501,-12.3780883,1.326150617,1147.076501,12.3838144,3.000016765,1147.076501,11.12682494,1.424030281,1147.076501,-10.23921306,2.672439184,1147.076501,10.05428552,1.758947037,1147.076501,-25.89881014,9.116644221,1147.076501,-15.01675769,2.798552484,1147.076501,NA,NA,NA,0.362075879,0.320620915,1147.076501,NA,NA,NA,0.588065899,0.249277785,1147.076501,NA,NA,NA
143,-8.55666567,7.851113336,1145.09359,-6.401689476,5.555566292,1145.09359,1.800014447,0.633136095,1145.09359,NA,NA,NA,8.136136048,4.168116999,1145.09359,0.933536998,0.493722372,1145.09359,-1.936889759,0.970958635,1145.09359,16.65035092,1.548200299,1145.09359,-18.78603719,4.223913669,1145.09359,-12.14904102,1.327524304,1145.09359,12.43358459,2.986931645,1145.09359,11.21001504,1.422199605,1145.09359,-10.30772435,2.65918326,1145.09359,10.08395461,1.753535149,1145.09359,-26.5507991,9.078073553,1145.09359,-14.81891512,2.791379008,1145.09359,0.50427353,0.432171026,1145.09359,NA,NA,NA,0.042557308,0.419506021,1145.09359,NA,NA,NA,NA,NA,NA
144,-14.80784325,9.050455893,1146.090468,-3.327735778,5.50750853,1146.090468,1.438909319,0.665514603,1146.090468,NA,NA,NA,4.628160158,4.222697833,1146.090468,NA,NA,NA,-0.683084778,0.519320882,1146.090468,16.63047974,1.543982252,1146.090468,-18.74932095,4.22310443,1146.090468,-12.29435597,1.323607897,1146.090468,12.48348898,2.986839955,1146.090468,11.12846034,1.420433584,1146.090468,-10.30482529,2.659710214,1146.090468,10.07205622,1.752956297,1146.090468,-26.41363009,9.078808821,1146.090468,-14.93040282,2.788652404,1146.090468,NA,NA,NA,0.490510338,0.326475115,1146.090468,NA,NA,NA,0.372877552,0.28010101,1146.090468,NA,NA,NA
