"","x"
"FinFSLdat_AnnEsts",1
"FinFSLdat_SpringDat",1
"s(Ages)",1
"FSLdat_Autumn",0.922692567325524
"FinFSLdat_SummerDat",0.91240986848823
"FSL_months_Oct",0.896739131973322
"FSL_months_Apr",0.846708915088321
"FSL_months_Jan",0.813858285466219
"FSL_months_May",0.806579102346505
"FinSouthSST_AnnEsts",0.399813751443971
"SST_South_Months_Jun",0.279324056596385
