"","Estimate..Intercept.","Std..Error..Intercept.","df..Intercept.","Estimate.FinFSLdat_AnnEsts","Std..Error.FinFSLdat_AnnEsts","df.FinFSLdat_AnnEsts","Estimate.FinFSLdat_SpringDat","Std..Error.FinFSLdat_SpringDat","df.FinFSLdat_SpringDat","Estimate.FinFSLdat_SummerDat","Std..Error.FinFSLdat_SummerDat","df.FinFSLdat_SummerDat","Estimate.FSL_months_Apr","Std..Error.FSL_months_Apr","df.FSL_months_Apr","Estimate.FSL_months_Jan","Std..Error.FSL_months_Jan","df.FSL_months_Jan","Estimate.FSL_months_May","Std..Error.FSL_months_May","df.FSL_months_May","Estimate.FSL_months_Oct","Std..Error.FSL_months_Oct","df.FSL_months_Oct","Estimate.FSLdat_Autumn","Std..Error.FSLdat_Autumn","df.FSLdat_Autumn","Estimate.s.Ages..1","Std..Error.s.Ages..1","df.s.Ages..1","Estimate.s.Ages..2","Std..Error.s.Ages..2","df.s.Ages..2","Estimate.s.Ages..3","Std..Error.s.Ages..3","df.s.Ages..3","Estimate.s.Ages..4","Std..Error.s.Ages..4","df.s.Ages..4","Estimate.s.Ages..5","Std..Error.s.Ages..5","df.s.Ages..5","Estimate.s.Ages..6","Std..Error.s.Ages..6","df.s.Ages..6","Estimate.s.Ages..7","Std..Error.s.Ages..7","df.s.Ages..7","Estimate.s.Ages..8","Std..Error.s.Ages..8","df.s.Ages..8","Estimate.s.Ages..9","Std..Error.s.Ages..9","df.s.Ages..9","Estimate.FinSouthSST_AnnEsts","Std..Error.FinSouthSST_AnnEsts","df.FinSouthSST_AnnEsts","Estimate.SST_South_Months_Jun","Std..Error.SST_South_Months_Jun","df.SST_South_Months_Jun"
"1",13.7788932007935,2.08141520364886,872.465744574989,11.6856545070285,5.28987382407104,872.465744574989,-1.74070325388182,2.24311996969423,872.465744574989,4.77914875422073,4.01362871899954,872.465744574989,2.9867887465102,4.08608877421512,872.465744574989,-2.24373863460707,3.1431123076673,872.465744574989,-0.122456726892517,4.01579403533119,872.465744574989,-4.4482489702614,3.43758514399756,872.465744574989,-4.99233031280846,7.95139817913791,872.465744574989,9.25799959339503,1.21874046297724,872.465744574989,-13.0690079553531,3.01225957940128,872.465744574989,-7.79046092152004,0.98719471074533,872.465744574989,8.14883879001262,2.12211973380141,872.465744574989,6.31960090066658,1.05296496321519,872.465744574989,-7.49970134089797,1.92550809740018,872.465744574989,5.31186956498282,1.20241277227269,872.465744574989,-20.2551142179345,6.26511233852524,872.465744574989,-9.14770661915382,2.16237827590662,872.465744574989,NA,NA,NA,NA,NA,NA
"2",6.15763620838623,7.41602291068923,871.451902980802,10.6408477934022,5.37811266411874,871.451902980802,-1.88839029749945,2.24699788835961,871.451902980802,4.03242642770887,4.07328082583903,871.451902980802,2.67750892770751,4.0955020591949,871.451902980802,-1.59775779329526,3.20013314078792,871.451902980802,-0.1799774029768,4.01551296862625,871.451902980802,-4.36703894703763,3.43788099462234,871.451902980802,-4.62341036525281,7.95749329976915,871.451902980802,9.33078320159196,1.22152645681136,871.451902980802,-13.2076378494098,3.02314242420412,871.451902980802,-7.85254218884065,0.989797967251913,871.451902980802,8.25618510333453,2.13040332919438,871.451902980802,6.40282685253657,1.05648971603805,871.451902980802,-7.5776346564923,1.93308008895608,871.451902980802,5.37636455985554,1.20629209967012,871.451902980802,-20.5309725117096,6.29058196094312,871.451902980802,-9.18094818971551,2.1698987580048,871.451902980802,0.473046207981316,0.441813246432487,871.451902980802,NA,NA,NA
"3",9.42297583401719,4.58656065530521,871.462611225569,10.7995416789454,5.35406500029958,871.462611225569,-1.72034233938225,2.24290085260182,871.462611225569,4.006475907057,4.07810224070474,871.462611225569,2.739720698861,4.09209463028318,871.462611225569,-1.80740485907139,3.16928179812124,871.462611225569,0.373229942275891,4.04206349598167,871.462611225569,-3.44013640716256,3.56490986350187,871.462611225569,-6.31999116760966,8.04736401653867,871.462611225569,9.26335691167101,1.21906890706528,871.462611225569,-13.0837397627274,3.0144141171305,871.462611225569,-7.7810645033066,0.987610236368078,871.462611225569,8.17583084507823,2.12381557958946,871.462611225569,6.36311603789939,1.05394687123544,871.462611225569,-7.54050759703176,1.92744716241763,871.462611225569,5.3418690693146,1.20334685950457,871.462611225569,-20.3944731420406,6.27151003627583,871.462611225569,-9.12752341174646,2.16429896417086,871.462611225569,NA,NA,NA,0.300484974740438,0.281935749533767,871.462611225569
"4",13.8000699578494,1.96126857767946,873.464212819864,11.6594987854642,5.21738588271013,873.464212819864,-1.74379999616147,2.23948876995502,873.464212819864,4.80281064152388,3.93613027490159,873.464212819864,3.04744109437814,3.56369482551778,873.464212819864,-2.26010162781834,3.09563624340078,873.464212819864,NA,NA,NA,-4.45431683369221,3.42979207777334,873.464212819864,-5.18670030307392,4.73915887000141,873.464212819864,9.25997532676442,1.21808101004891,873.464212819864,-13.0706032289376,3.01126265384812,873.464212819864,-7.79216459059406,0.986712014696935,873.464212819864,8.14992011161497,2.12140913264894,873.464212819864,6.32083600706849,1.05249447265469,873.464212819864,-7.50104187191024,1.92494873105066,873.464212819864,5.31289619822443,1.20197285662745,873.464212819864,-20.2561540229648,6.26268641109333,873.464212819864,-9.1499000165217,2.16162623947335,873.464212819864,NA,NA,NA,NA,NA,NA
"5",13.7269837883588,2.07958295116078,873.468326555937,12.1183765948309,5.25365489901363,873.468326555937,-2.05209174192094,2.19971391108906,873.468326555937,2.36080802742627,2.1518511979884,873.468326555937,3.18938861287458,4.07517086196277,873.468326555937,NA,NA,NA,-0.609420448722821,3.95641159715314,873.468326555937,-4.1582514713461,3.41259499540279,873.468326555937,-4.81960777141663,7.94558260907713,873.468326555937,9.22490307044337,1.21733538750695,873.468326555937,-13.0778006893556,3.00955691925089,873.468326555937,-7.78261208542442,0.986567117156043,873.468326555937,8.15608847670463,2.12014213761543,873.468326555937,6.31128271490448,1.05231569997195,873.468326555937,-7.49610389210403,1.92361345434431,873.468326555937,5.30557950529292,1.20147374805546,873.468326555937,-20.279983273478,6.25886636130677,873.468326555937,-9.10666842487885,2.15962444848135,873.468326555937,NA,NA,NA,NA,NA,NA
"6",4.48901629605476,7.71298646785271,870.453303532729,10.1885020035032,5.40962342496471,870.453303532729,-1.83963991195427,2.24829077291551,870.453303532729,3.60121627711513,4.11055494668537,870.453303532729,2.55542929960209,4.09923845845166,870.453303532729,-1.40434236720724,3.21013425295977,870.453303532729,0.216426074118999,4.04758279339598,870.453303532729,-3.60498415428536,3.5715287768584,870.453303532729,-5.7333007043236,8.08227043730505,870.453303532729,9.31818069921817,1.22177054720618,870.453303532729,-13.1872392848832,3.02337158136356,870.453303532729,-7.83091777901729,0.990266718641881,870.453303532729,8.25247523555016,2.13048186884783,870.453303532729,6.4174533084578,1.05678985224802,870.453303532729,-7.59115194105656,1.93319621482741,870.453303532729,5.38476840320169,1.20643092010269,870.453303532729,-20.5757099910592,6.29097934985414,870.453303532729,-9.15750982189778,2.17013254518372,870.453303532729,0.367376432078751,0.461735240371292,870.453303532729,0.232546183225301,0.294641027144959,870.453303532729
"7",5.45113771014176,7.27661523794903,872.451825434982,10.8460189225449,5.36006499645493,872.451825434982,-2.11524259983657,2.19962930316454,872.451825434982,2.30589334380384,2.15164150285303,872.451825434982,2.78937839980864,4.0876007632404,872.451825434982,NA,NA,NA,-0.5194216325296,3.95581836347506,872.451825434982,-4.1607340347815,3.41148500021541,872.451825434982,-4.47230156342876,7.94828252607944,872.451825434982,9.3149652032006,1.22057655498008,872.451825434982,-13.226926590013,3.02148755867631,872.451825434982,-7.85314342895334,0.989350954394081,872.451825434982,8.27138432170921,2.12918941465091,872.451825434982,6.40497668694112,1.05600488324409,872.451825434982,-7.58282467607819,1.93214255686941,872.451825434982,5.3782035392149,1.20573238932619,872.451825434982,-20.5742760276323,6.28702662290435,872.451825434982,-9.15601171668945,2.16831422783538,872.451825434982,0.514686093487869,0.433682264066323,872.451825434982,NA,NA,NA
"8",13.3592344299119,2.0000529055224,873.458206885556,12.259017732023,5.22972562352459,873.458206885556,-1.64991639856432,2.23902493280143,873.458206885556,5.05462880163163,3.99477429430678,873.458206885556,NA,NA,NA,-2.40335890112262,3.13463068647181,873.458206885556,-1.55496815432172,3.50342364882837,873.458206885556,-4.77026668658158,3.40826121414717,873.458206885556,-0.345404032532131,4.77388271133671,873.458206885556,9.2825879807806,1.21909447445567,873.458206885556,-13.1117187662707,3.01589356038595,873.458206885556,-7.81795471667548,0.987389943060095,873.458206885556,8.18205852040646,2.1247888924803,873.458206885556,6.33914447127789,1.05341295185712,873.458206885556,-7.53398078017666,1.92826157980924,873.458206885556,5.32979119499814,1.20354443113648,873.458206885556,-20.3173356609624,6.27452803588134,873.458206885556,-9.17565388320734,2.16550845207593,873.458206885556,NA,NA,NA,NA,NA,NA
"9",6.19250911776964,7.36945422754706,872.450326287071,10.6029728221592,5.30887047533407,872.450326287071,-1.89287134076183,2.24345270423629,872.450326287071,4.06753006210531,3.99505735450679,872.450326287071,2.76687121769491,3.57257992600484,872.450326287071,-1.62208427349425,3.15206969256122,872.450326287071,NA,NA,NA,-4.37599696489348,3.43002945020443,872.450326287071,-4.90933038385177,4.74529973130342,872.450326287071,9.33302434749515,1.22087936136274,872.450326287071,-13.2088837192712,3.02215469749309,872.450326287071,-7.85442833845358,0.989325881481057,872.450326287071,8.2569630689745,2.12969646373602,872.450326287071,6.40400074653231,1.05601680190128,872.450326287071,-7.57873733158247,1.9325305507506,872.450326287071,5.37730410331702,1.20585407559597,872.450326287071,-20.5305343188423,6.28815809745392,872.450326287071,-9.18362076103816,2.16916899678653,872.450326287071,0.472812760852277,0.441512481305096,872.450326287071,NA,NA,NA
"10",5.4547662940452,7.33556620424833,872.444447896149,11.1072232101241,5.32848333897222,872.444447896149,-1.81377555523127,2.24329439920463,872.444447896149,4.24596992762218,4.05873089467742,872.444447896149,NA,NA,NA,-1.71229847690931,3.19420370620966,872.444447896149,-1.46022250964747,3.50361734972892,872.444447896149,-4.65076717296698,3.40917200116833,872.444447896149,-0.462526123493198,4.77393462113182,872.444447896149,9.35599254318186,1.22171359994612,872.444447896149,-13.2520788619475,3.02641123111176,872.444447896149,-7.87989319218667,0.989822652020523,872.444447896149,8.29071801881548,2.13279322627169,872.444447896149,6.42402312811789,1.056774851075,872.444447896149,-7.61184081742194,1.9355953651128,872.444447896149,5.39530454905966,1.20727307360744,872.444447896149,-20.5990698596377,6.29930271814798,872.444447896149,-9.20736833882528,2.17283484364161,872.444447896149,0.493438866173175,0.440569423149864,872.444447896149,NA,NA,NA
"11",14.3857703822404,2.02870443697341,873.468670838019,6.42665151660781,3.3870895651178,873.468670838019,-0.399433139940493,1.99003372575105,873.468670838019,4.01627790154034,3.97168725664097,873.468670838019,3.66467015139588,4.05401461482567,873.468670838019,-1.76300972973094,3.12232752866636,873.468670838019,-0.42378742020989,4.01062871183818,873.468670838019,NA,NA,NA,-5.75237986695707,7.93283771286761,873.468670838019,9.25390963644631,1.21878421757753,873.468670838019,-13.0282207661138,3.01105247486501,873.468670838019,-7.74988114188294,0.986745919878272,873.468670838019,8.11577129634011,2.12116235930652,873.468670838019,6.33895905813875,1.05281123334432,873.468670838019,-7.48788059166905,1.9245530986861,873.468670838019,5.30298386851612,1.2021287739937,873.468670838019,-20.237180290111,6.26213902121437,873.468670838019,-9.09243445535973,2.16099135775428,873.468670838019,NA,NA,NA,NA,NA,NA
"12",14.1886143636368,2.05326890125421,873.471654937067,11.5947493717585,5.29076725286815,873.471654937067,-2.36681400153805,2.18121965476413,873.471654937067,NA,NA,NA,3.44372731536884,4.06920854395113,873.471654937067,0.915240410905038,1.68604906830456,873.471654937067,-1.04396200179505,3.94165941607675,873.471654937067,-3.84710586701286,3.40125262626033,873.471654937067,-3.46866715617049,7.84979867151573,873.471654937067,9.23121610213126,1.21819356467095,873.471654937067,-13.0648971867084,3.00911112584673,873.471654937067,-7.77093387402554,0.986669364882308,873.471654937067,8.14407629749494,2.11977028735421,873.471654937067,6.30727421121642,1.05250591635646,873.471654937067,-7.49478640206596,1.92305415311216,873.471654937067,5.2970637879713,1.20140694641477,873.471654937067,-20.2765556769023,6.2572414527186,873.471654937067,-9.09940330102887,2.15941614077025,873.471654937067,NA,NA,NA,NA,NA,NA
"13",9.08060934664765,4.54535509709707,872.464068262327,11.0809905095332,5.32924242583979,872.464068262327,-1.96558359991544,2.20044956696161,872.464068262327,2.03751078850747,2.16961546975757,872.464068262327,2.88308524559614,4.08282633140667,872.464068262327,NA,NA,NA,0.0218256731210773,3.99330644791094,872.464068262327,-3.14071426855879,3.52469156246928,872.464068262327,-6.27499757258328,8.04388992381613,872.464068262327,9.23782494060994,1.21768462308432,872.464068262327,-13.0923188359649,3.01211703046962,872.464068262327,-7.77451601257582,0.986995274936562,872.464068262327,8.18387982205137,2.12213318074165,872.464068262327,6.35985271647862,1.05333990458945,872.464068262327,-7.54094128496818,1.92589451368028,872.464068262327,5.33924348646372,1.20252914052164,872.464068262327,-20.4248987889692,6.26622678731449,872.464068262327,-9.09384542770156,2.1618555359626,872.464068262327,NA,NA,NA,0.321266685312761,0.279463075276521,872.464068262327
"14",9.40259611590159,4.57868480792448,872.461643455941,10.8866032176163,5.26714116269713,872.461643455941,-1.71119945483367,2.23941739301928,872.461643455941,3.94328577324257,4.01789846256372,872.461643455941,2.55906108074223,3.5926971330615,872.461643455941,-1.76284214153895,3.13043558936768,872.461643455941,NA,NA,NA,-3.43185772250117,3.56173207031041,872.461643455941,-5.72127707768657,4.76525031832048,872.461643455941,9.26269754294472,1.21834981828972,872.461643455941,-13.0874654145105,3.01308970055709,872.461643455941,-7.78098369261897,0.987085533267804,872.461643455941,8.1786985318721,2.12288074347775,872.461643455941,6.36408944952236,1.05343213987276,872.461643455941,-7.54302524437123,1.92666679575217,872.461643455941,5.34307187835442,1.20281267052001,872.461643455941,-20.4052915388575,6.26849284533262,872.461643455941,-9.12576995735328,2.16330448683309,872.461643455941,NA,NA,NA,0.297502277601161,0.279903909047185,872.461643455941
