Year,050229,050247,060087,060089,060091,060093,060113,060115,060116,060117,060118,060119,060131,060133,060135,060141,060149,060180,060227,060228,060251,060253,060254,060264,060266,060267,060269,060270,060271
2005,,,20.30625,15.41033333,18.824,21.79925,,14.10933333,22.13,13.49033333,22.127,14.47133333,16.047,24.69966667,14.076,9.711,10.98666667,16.192,15.463,16.58933333,13.62366667,18.73133333,13.36366667,11.09133333,19.60166667,16.44233333,14.44533333,15.787,8.393333333
2004,20.80566667,16.08533333,22.0845,14.547,23.65066667,22.0015,24.21266667,17.749,17.21766667,15.01,19.80866667,11.54333333,15.223,19.49066667,12.31133333,13.499,9.754666667,12.958,14.697,17.12766667,23.27833333,15.20233333,16.14066667,11.95533333,20.68466667,13.80766667,14.92966667,13.896,8.591666667
2003,23.513,21.33333333,25.524,18.70066667,25.729,17.1195,22.91333333,14.74266667,16.89966667,15.65066667,15.09466667,11.53166667,12.97866667,17.974,17.282,13.67133333,11.445,15.16833333,17.26766667,14.58266667,17.07166667,16.52666667,13.884,10.4,13.94633333,13.829,16.142,14.41533333,10.719
2002,19.01466667,16.61133333,22.886,14.197,28.67033333,20.33575,24.693,14.27433333,19.908,17.152,21.67133333,18.408,16.56066667,25.92166667,15.221,14.363,11.00033333,13.11133333,15.26966667,15.54133333,21.05333333,13.98066667,15.44633333,14.38433333,16.63233333,14.563,15.45233333,12.53466667,13.92266667
2001,32.39466667,23.48233333,28.583,13.44333333,20.54,21.09775,28.65566667,15.77266667,15.801,16.18266667,22.82866667,19.459,17.63533333,25.73433333,16.44866667,17.127,10.266,13.98266667,16.60033333,19.69733333,19.67033333,15.626,15.44666667,17.667,18.182,15.536,21.98366667,10.98833333,12.65866667
2000,28.68533333,20.49666667,15.9505,14.92466667,19.67466667,24.1695,25.92733333,17.647,18.316,18.16933333,24.16766667,16.885,17.39666667,25.263,15.915,14.36533333,13.90533333,15.664,18.30366667,22.36366667,21.90266667,15.59466667,16.83433333,18.72133333,17.181,14.11566667,16.31066667,18.36766667,15.03166667
1999,20.47,21.98833333,19.719,17.082,23.311,21.80075,30.18733333,15.528,18.30966667,14.96166667,22.498,12.91166667,19.641,25.58733333,17.473,19.38066667,14.53533333,12.444,17.372,20.67,24.14466667,16.62466667,15.44633333,12.99266667,20.25933333,16.475,13.72466667,16.31033333,15.021
1998,27.838,18.442,18.80525,13.65,22.446,24.2445,26.293,13.92866667,21.50133333,17.19633333,21.50833333,16.35133333,15.90433333,24.57033333,17.59933333,13.66533333,13.794,13.126,18.87366667,18.22433333,18.26733333,15.18666667,18.57066667,17.68366667,17.93733333,13.34333333,17.85733333,16.826,15.61033333
1997,27.47266667,24.57033333,19.06325,10.97233333,23.988,25.8765,25.584,13.46033333,20.227,17.072,23.32233333,17.566,18.61866667,26.94433333,18.819,16.25666667,14.82033333,15.344,19.48133333,17.63733333,16.01433333,17.697,17.35566667,17.49833333,18.942,15.69166667,20.77533333,20.24766667,13.84333333
1996,27.25266667,20.01166667,22.56125,18.41133333,20.878,23.97575,20.82666667,10.28666667,18.643,15.885,21.49233333,14.11433333,17.80733333,24.74266667,15.90033333,15.56933333,14.627,15.32766667,16.44833333,19.16166667,19.29566667,15.03733333,15.62,12.30166667,16.62733333,14.60866667,16.79566667,19.39733333,20.09866667
1995,21.43433333,22.564,17.26075,12.55966667,17.097,23.44875,28.059,15.127,20.38766667,14.688,22.831,18.92366667,18.13166667,25.93566667,17.29833333,12.45533333,12.65933333,16.69233333,17.865,18.359,19.13633333,15.58566667,15.447,19.756,18.844,15.33866667,17.10833333,14.42366667,17.325
1994,44.311,20.84,16.83775,8.320666667,18.652,21.58875,29.33066667,15.852,16.26866667,12.25066667,18.97666667,12.901,17.63166667,23.869,16.10333333,14.36633333,9.948,12.43633333,17.241,16.10533333,22.07933333,16.72066667,15.79366667,12.47433333,21.065,13.19433333,20.64266667,16.99233333,12.898
1993,24.15366667,21.128,19.6735,9.461333333,19.15233333,21.04475,29.26733333,14.67033333,24.78933333,13.45233333,18.62633333,12.915,17.28533333,21.489,14.21633333,12.46366667,10.53,12.594,15.63533333,14.06166667,17.06933333,14.30133333,11.62666667,18.02566667,18.38833333,13.51533333,14.45433333,13.561,10.568
1992,17.26233333,23.07733333,20.263,15.66,23.14233333,19.9785,27.699,15.55966667,19.44,12.81133333,21.46433333,12.91366667,15.41866667,22.486,16.45133333,15.05866667,8.605333333,15.00566667,17.19833333,11.311,13.78133333,14.72533333,10.40933333,12.132,16.92033333,13.67133333,13.012,15.46133333,12.289
1991,21.34533333,20.286,19.75,15.011,23.66466667,21.93475,29.785,13.20333333,18.95633333,14.94566667,19.78133333,13.59733333,17.808,22.684,15.766,13.32733333,12.99733333,14.06833333,16.09033333,16.646,16.35166667,16.91466667,13.35833333,14.732,16.33833333,14.741,13.89666667,16.13433333,12.675
1990,30.956,20.649,23.88425,15.59633333,21.24533333,26.43525,29.584,13.868,18.00266667,15.66366667,24.125,19.11566667,18.95533333,25.91966667,17.31433333,17.48133333,13.905,17.79533333,20.47766667,14.92133333,21.88033333,17.84866667,11.797,15.945,20.51366667,14.89433333,20.08666667,18.711,12.11633333
1989,32.224,25.03433333,21.792,10.908,19.50633333,25.747,32.46366667,16.45166667,24.28333333,15.75266667,21.32666667,18.593,20.033,26.66066667,16.78466667,13.50433333,9.747666667,20.484,20.171,13.70366667,20.652,15.00133333,14.198,19.58266667,16.781,15.97733333,20.76066667,17.912,14.19133333
1988,32.40266667,24.22966667,22.41525,14.17566667,22.62966667,20.9635,26.149,18.70566667,18.07966667,14.62866667,18.09666667,18.414,16.64533333,24.703,18.01866667,16.10433333,6.281,21.68233333,19.699,16.85066667,18.264,21.193,14.032,11.09333333,20.89333333,15.39166667,16.56266667,15.14766667,14.41433333
1987,21.474,23.88633333,23.0915,13.577,20.37366667,22.522,34.229,15.81266667,22.66833333,14.31533333,22.788,16.15933333,17.63433333,24.282,17.616,14.87666667,11.11633333,18.06166667,16.71133333,14.95466667,17.91266667,16.28166667,11.42366667,14.37833333,16.96266667,13.98633333,16.63766667,14.977,16.71566667
1986,29.289,26.131,23.4395,14.167,23.83833333,27.09625,33.34666667,15.11,18.07133333,17.99566667,25.16433333,18.39766667,18.21433333,24.745,19.63,15.80533333,14.59733333,17.70466667,18.37333333,17.35066667,14.81366667,15.31333333,15.232,19.41366667,17.60633333,14.6,18.71866667,15.65866667,13.523
1985,31.53,27.131,20.16325,14.973,19.345,22.66675,24.309,17.32166667,19.85,15.484,22.483,15.64033333,20.57866667,27.423,20.13866667,16.66066667,13.24233333,22.33266667,22.955,17.79133333,19.97466667,15.66533333,16.626,16.11666667,22.496,14.96466667,20.785,14.15366667,12.091
1984,33.14,29.16566667,18.4815,10.48633333,20.20966667,22.73875,32.85633333,14.20633333,20.81166667,16.286,24.987,17.005,17.16633333,23.003,17.77033333,17.84533333,15.954,21.28766667,22.15,17.80066667,26.32333333,17.861,14.37,18.88566667,19.75933333,14.919,18.70933333,17.759,17.97633333
1983,32.385,22.95,19.40475,10.596,19.158,23.56975,28.33433333,19.033,19.02,15.259,22.32466667,19.442,19.693,28.97233333,16.21833333,20.873,11.85766667,21.635,22.145,20.71933333,18.77566667,23.11033333,18.186,17.51033333,23.40666667,15.74933333,18.49966667,18.96,16.38933333
1982,24.77166667,23.8,17.10225,16.801,20.38166667,23.82075,32.547,17.91066667,19.058,14.37833333,23.80033333,16.51166667,18.01366667,26.93166667,13.392,15.883,11.18766667,18.525,20.10333333,18.04133333,20.81333333,17.69666667,12.64,15.59533333,17.70966667,19.07233333,19.362,14.00233333,14.15233333
1981,23.42133333,27.58366667,25.02525,14.49533333,26.25466667,22.62725,26.42033333,17.204,17.92233333,16.21833333,22.98066667,22.474,17.47733333,23.50766667,12.40633333,13.791,13.21366667,20.50266667,18.20933333,16.96433333,19.12633333,12.794,13.32366667,15.93933333,20.257,11.28633333,16.92366667,20.31866667,16.49233333
1980,18.97966667,24.484,25.53375,16.34266667,17.26766667,22.14075,26.60033333,16.82533333,19.662,15.71966667,25.613,16.194,17.707,26.75733333,15.47066667,21.69066667,10.93633333,20.18433333,23.174,19.02266667,16.36566667,14.62466667,12.81433333,12.30533333,17.00433333,13.508,16.25933333,17.397,18.754
1979,26.63833333,25.82166667,23.23475,14.64233333,22.19166667,23.86775,29.30833333,17.652,18.731,16.39433333,26.81033333,17.42733333,18.74233333,26.819,13.644,14.971,12.50266667,20.53733333,19.66,17.469,12.57766667,16.07566667,15.92466667,16.809,19.60866667,15.48633333,17.636,15.82933333,18.78133333
1978,34.035,29.497,22.002,17.738,24.653,26.58175,31.6375,19.78933333,14.156,19.26566667,26.82033333,16.12533333,18.80733333,29.79266667,17.80633333,15.29866667,11.597,19.85,23.76166667,19.10333333,16.87433333,14.507,19.00233333,13.34366667,19.916,16.314,19.31366667,16.67833333,15.156
1977,21.63733333,24.01233333,23.75625,15.72166667,21.543,25.739,27.86,20.72166667,18.27933333,15.76866667,27.476,18.16433333,26.083,37.173,14.45733333,18.676,13.866,19.508,21.349,16.789,20.33466667,13.784,13.99933333,16.46,16.816,14.013,16.58833333,19.28266667,18.49666667
1976,16.83333333,36.01433333,22.962,15.718,20.21333333,25.63125,30.2035,16.45266667,16.248,17.418,26.09466667,20.593,20.41666667,30.21966667,16.03966667,18.525,11.771,21.233,27.23566667,17.26266667,19.18333333,13.671,15.55033333,17.50033333,22.70266667,14.948,17.87333333,18.015,18.344
1975,22.494,26.016,21.681,14.796,27.042,26.26975,28.12,18.05833333,16.793,19.42733333,36.31566667,21.066,20.74533333,29.06066667,16.54766667,17.13666667,11.12566667,22.44033333,26.34266667,19.08766667,17.73833333,19.08433333,15.193,18.54466667,17.53333333,13.44266667,16.318,19.422,19.97733333
1974,35.77333333,23.23566667,,16.80733333,27.23566667,21.194,27.8605,19.40266667,18.449,14.85566667,31.28833333,14.44033333,21.39733333,39.16466667,16.47933333,13.84466667,11.81466667,20.75966667,21.11633333,17.77766667,21.98933333,18.14666667,13.60433333,16.52966667,17.112,16.90866667,14.57366667,18.93066667,14.671
1973,42.806,22.36666667,,15.25966667,18.70333333,22.243,27.6115,20.81033333,21.01133333,15.54433333,36.67,11.85133333,23.591,39.05166667,14.66733333,16.26766667,11.611,19.06233333,21.993,17.39566667,19.059,14.57166667,16.703,14.30166667,17.12433333,14.46566667,19.873,15.84566667,20.34366667
