"","Year","FishName","Ages","Site","OtoWidth","FSLann","TannS","TsummS","TautS","TwinS","TsprS","TannW","TsummW","TautW","TwinW","TsprW"
"128",1959,"X050103",2,"South",1.31038152066143,0.971864504200182,1.01547897121424,0.990108626915785,1.00683979316351,1.04501554838091,1.02500723548363,1.03026514203614,1.00192211843066,1.02265995704034,1.05574725040661,1.04527828944712
"129",1959,"X040055",12,"South",0.690706768686183,0.971811895890081,1.01548449260839,0.990100375092407,1.00684782570563,1.04503330902785,1.02501415787576,1.0302761285725,1.00191604781939,1.02268275743984,1.05576565049526,1.04528808853173
"130",1959,"X050263",6,"South",0.830007647757868,0.971759331537216,1.01549000548029,0.990092130185058,1.00685584793765,1.04505104355405,1.02502107356073,1.0302871160097,1.00190999180286,1.02270556294417,1.05578403747965,1.0452978825473
"132",1959,"X040019",5,"South",1.01343368286371,0.971654335835059,1.01550100532239,0.990075661074197,1.00687186112314,1.04508643324222,1.02503488479282,1.03030909360009,1.00189792396551,1.02275118935331,1.05582077175764,1.04531745521492
"133",1959,"X050099",13,"South",0.503885292925544,0.971601905072305,1.01550649211321,0.990067436855957,1.00687985189728,1.04510408786735,1.02504178031243,1.03032008373648,1.00189191234897,1.02277401028359,1.05583911881779,1.04532723375309
"135",1959,"X040046",4,"South",0.849001878433057,0.971497179251137,1.01551743895036,0.990051009079371,1.00689580134417,1.04513931523108,1.02505555103194,1.03034206657904,1.00187993422665,1.02281966760679,1.05587577206329,1.04534677484629
"137",1959,"X040070",6,"South",0.906173951435361,0.971392636501428,1.01552834942744,0.99003460886444,1.00691170734612,1.04517443131511,1.02506929439915,1.03036405258799,1.00186801692053,1.02286534547973,1.05591236964556,1.04536629393949
"142",1959,"X050085",5,"South",1.00406091737185,0.971132098436437,1.01555546040222,0.989993729418678,1.00695127693853,1.04526171628559,1.0251035300921,1.03041902817822,1.0018384949163,1.02297962861453,1.05600360857376,1.04541498811904
"145",1960,"X050103",3,"South",1.01940450155558,0.943157359054551,0.985196438181369,0.983933909700438,0.970281452955522,0.977700635930414,1.01152817528585,0.987465642906049,0.988422951927862,0.971092897874449,0.978312644153001,1.01458900455428
"146",1960,"X040055",13,"South",0.93781076778427,0.94310702640989,0.985201639874139,0.983925825452549,0.970289011213277,0.977716791993839,1.01153488788229,0.987476180426372,0.98841722073925,0.971114621220566,0.978329460753824,1.01459841669293
"147",1960,"X050263",7,"South",0.713149855318965,0.943056742213391,0.985206831339389,0.983917748286201,0.970296557877977,0.977732917947699,1.01154159279834,0.987486717715047,0.988411505614138,0.971136348927035,0.978346261625761,1.01460782146909
"154",1960,"X040070",7,"South",0.778963490336667,0.942706147765049,0.98524287473046,0.983861410694675,0.970349053820828,0.977844923917372,1.01158830166017,0.987560463484735,0.98837195869859,0.971288562138384,0.978463403299812,1.01467342784068
"155",1960,"X050085",6,"South",0.909352719106435,0.942656268082614,0.985247980009218,0.983853392162296,0.970356505385207,0.977860795201605,1.01159494052736,0.987570995275093,0.988366376120239,0.971310323770321,0.978480068236082,1.01468276461986
"157",1960,"X040046",5,"South",0.891956511778191,0.942556668057591,0.985258156714487,0.983837378130118,0.97037137235062,0.977892437049186,1.01160819145573,0.987592055517166,0.988355262473824,0.971353859805825,0.978513343389869,1.01470140878288
"158",1960,"X050099",14,"South",0.566728934837709,0.942506948885491,0.985263227961266,0.983829382808889,0.970378787745118,0.977908206939451,1.01161480321035,0.987602583819416,0.988349731679675,0.971375634276841,0.978529953136712,1.01471071559678
"160",1960,"X040019",6,"South",0.931166193350785,0.942407675268644,0.985273335826423,0.983813416038433,0.970393582406278,0.977939643018647,1.01162799850748,0.98762363644033,0.988338722860227,0.971419196356971,0.978563115840797,1.01472929723076
"166",1961,"X050103",4,"South",0.900806496360734,0.938608513069521,1.0144702956527,1.0162841245952,1.02707866323244,1.00627884897167,1.00603402227134,1.00735290106595,1.0165343341855,1.02541998246407,0.978484163692502,1.00552644176245
"168",1961,"X050085",7,"South",0.781092175358286,0.938510533652613,1.01448050714614,1.01626777007467,1.02709412024803,1.0063106003588,1.00604698175862,1.00737434679106,1.01652331204116,1.02546603949647,0.97851700243652,1.00554466204613
"169",1961,"X040055",14,"South",0.957070777776542,0.938461635756006,1.01448559403089,1.01625960671974,1.02710183013232,1.00632641833505,1.0060534450291,1.00738506680184,1.01651783025369,1.02548907597376,0.978533390742682,1.00555375200134
"172",1961,"X040070",8,"South",0.824762035717268,0.938315318841332,1.01450077814562,1.01623517339441,1.02712488533626,1.00637363761307,1.00607276670531,1.00741721463752,1.01650150361866,1.02555821777918,0.978582429539512,1.0055809372553
"174",1961,"X050263",8,"South",1.01929040230697,0.938218096492197,1.01451083610771,1.01621893262596,1.02714019330122,1.00640491839968,1.00608558913787,1.00743863566113,1.01649071935717,1.02560433957748,0.978615015547343,1.00559898699319
"175",1961,"X040046",6,"South",0.9367759630844,0.938169584570037,1.01451584533168,1.0162108268998,1.02714782854927,1.00642049820605,1.00609198216728,1.00744934269015,1.01648535761509,1.02562740869863,0.978631276200644,1.0056079887472
"177",1961,"X060028",1,"South",1.06635887294038,0.938072763691724,1.01452582368323,1.01619464508634,1.02716306135393,1.00645153501336,1.00610473086488,1.00747074938874,1.01647469542459,1.02567356337848,0.978663732213305,1.00562594436575
