"Year","FishName","Ages","Site","OtoWidth","FSLann","TannS","TsummS","TautS","TwinS","TsprS","TannW","TsummW","TautW","TwinW","TsprW"
1971,"X060113",7,"West",1.70891995410711,1.02936881054116,0.98247533419853,0.980718714449307,0.995831220329098,0.989735694349086,0.961692173225925,0.992440275708016,0.995762515487408,1.00582824876558,0.998548415435432,0.967089742480127
1971,"X060119",1,"West",0.82818218724063,1.02933842094054,0.982452342670892,0.980700669720014,0.995803346544709,0.989710625080499,0.961671069327115,0.992429244399912,0.995755034185654,1.00582044223929,0.998535829558782,0.967072767822537
1971,"X060228",9,"West",0.656270870628381,1.029308141197,0.982429237803556,0.980682585042956,0.995775342567059,0.989685402384612,0.961649826874543,0.992418105065695,0.995747529882827,1.00581249790458,0.998523089472377,0.967055669587722
1971,"X060131",3,"West",2.05428259423294,1.02927797210496,0.982406019799853,0.980664460784528,0.995747208699868,0.989660026453665,0.961628445787912,0.992406857724431,0.995740002818261,1.0058044159544,0.998510194882268,0.967038447670173
1971,"X060089",32,"West",0.699310254639918,1.02924791444968,0.982382688868774,0.980646297317044,0.995718945248047,0.989634497483116,0.961606925998438,0.992395502397791,0.995732453232528,1.00579619658066,0.998497145495263,0.967021101974116
1971,"X040019",17,"South",0.83310589108451,1.02921796900687,0.982359245224534,0.980628095018283,0.995690552518048,0.989608815672263,0.961585267448619,0.992384039109296,0.995724881367469,1.00578783997311,0.998483941018052,0.967003632413583
1971,"X050085",17,"South",0.764007310249919,1.02918813654333,0.98233568908636,0.980609854271808,0.99566203081717,0.989582981222995,0.961563470092078,0.992372467885344,0.995717287466156,1.00577934632004,0.998470581158817,0.966986038911909
1971,"X060253",12,"West",0.711489301959021,1.02915841781704,0.982312020678842,0.980591575466827,0.995633380454453,0.989556994340497,0.961541533893484,0.992360788754183,0.995709671772961,1.00577071580813,0.998457065625988,0.966968321402874
1971,"X040046",16,"South",1.03336091984966,1.0291288135761,0.982288240232007,0.980573258998247,0.995604601740604,0.989530855233553,0.961519458829011,0.992349001747005,0.995702034533543,1.00576194862254,0.998443394128974,0.966950479829488
1971,"X060115",11,"West",0.894555852479254,1.02909932455981,0.982264347981103,0.980554905266635,0.995575694987177,0.989504564113694,0.961497244886103,0.992337106896648,0.99569437599487,1.00575304494677,0.998429566377365,0.966932514144701
1971,"X050255",7,"South",1.06534267255975,1.02906995149872,0.98224034416616,0.98053651467825,0.995546660506713,0.989478121195504,0.961474892063168,0.992325104238686,0.995686696405042,1.00574400496194,0.998415582081221,0.966914424310759
1971,"X060267",22,"West",0.693423298359342,1.02904069511369,0.982216229033145,0.980518087645128,0.995517498614029,0.989451526697321,0.961452400370719,0.992312993811229,0.995678996013606,1.00573482884856,0.998401440951802,0.966896210300494
1971,"X060135",8,"West",0.796007235133535,1.02901155611629,0.982192002833311,0.98049962458493,0.995488209624789,0.989424780840767,0.961429769830152,0.99230077565478,0.995671275071368,1.00572551678494,0.998387142701282,0.966877872095884
1971,"X060141",12,"West",0.887436295789918,1.02898253520999,0.982167665822474,0.980481125920903,0.995458793855839,0.989397883850206,0.961407000473361,0.992288449811693,0.995663533830275,1.00571606894802,0.998372687041649,0.966859409688631
