"Year","FSLdat_Year","FSLdat_Annual","FSLdat_Summer","FSLdat_Autumn","FSLdat_Winter","FSLdat_Spring","FSL_months_X","FSL_months_Jan","FSL_months_Feb","FSL_months_Mar","FSL_months_Apr","FSL_months_May","FSL_months_Jun","FSL_months_Jul","FSL_months_Aug","FSL_months_Sep","FSL_months_Oct","FSL_months_Nov","FSL_months_Dec","LagFSLdat_Year","LagFSLdat_Annual","LagFSLdat_Summer","LagFSLdat_Autumn","LagFSLdat_Winter","LagFSLdat_Spring","LagFSL_months_X","LagFSL_months_Jan","LagFSL_months_Feb","LagFSL_months_Mar","LagFSL_months_Apr","LagFSL_months_May","LagFSL_months_Jun","LagFSL_months_Jul","LagFSL_months_Aug","LagFSL_months_Sep","LagFSL_months_Oct","LagFSL_months_Nov","LagFSL_months_Dec","FinFSLdat_Years","FinFSLdat_AnnEsts","FinFSLdat_SummerDat","FinFSLdat_AutumnDat","FinFSLdat_SpringDat","LagFinFSLdat_Years","LagFinFSLdat_AnnEsts","LagFinFSLdat_SummerDat","LagFinFSLdat_AutumnDat","LagFinFSLdat_SpringDat","LagFinFSLdat_Year","SouthSST_Year","SouthSST_Annual","SouthSST_Summer","SouthSST_Autumn","SouthSST_Winter","SouthSST_Spring","SST_South_Months_Year","SST_South_Months_Jan","SST_South_Months_Feb","SST_South_Months_Mar","SST_South_Months_Apr","SST_South_Months_May","SST_South_Months_Jun","SST_South_Months_Jul","SST_South_Months_Aug","SST_South_Months_Sep","SST_South_Months_Oct","SST_South_Months_Nov","SST_South_Months_Dec","LagSouthSST_Year","LagSouthSST_Annual","LagSouthSST_Summer","LagSouthSST_Autumn","LagSouthSST_Winter","LagSouthSST_Spring","LagSST_South_Months_Year","LagSST_South_Months_Jan","LagSST_South_Months_Feb","LagSST_South_Months_Mar","LagSST_South_Months_Apr","LagSST_South_Months_May","LagSST_South_Months_Jun","LagSST_South_Months_Jul","LagSST_South_Months_Aug","LagSST_South_Months_Sep","LagSST_South_Months_Oct","LagSST_South_Months_Nov","LagSST_South_Months_Dec","FinSouthSST_Years","FinSouthSST_AnnEsts","FinSouthSST_SummerDat","FinSouthSST_AutumnDat","FinSouthSST_SpringDat","LagFinSouthSST_Years","LagFinSouthSST_AnnEsts","LagFinSouthSST_SummerDat","LagFinSouthSST_AutumnDat","LagFinSouthSST_SpringDat","LagFinSouthSST_Year","MIC","Depth"
1975,1975,0.806083333333333,0.698,0.869666666666667,0.889333333333333,0.767333333333333,1975,0.626,0.692,0.799,0.865,0.945,0.961,0.878,0.829,0.733,0.79,0.733,0.776,1975,0.735583333333333,0.735,0.817666666666667,0.76,0.629666666666667,1975,0.763,0.794,0.772,0.834,0.847,0.775,0.756,0.749,0.618,0.627,0.618,0.648,1975,0.7975,0.677333333333333,0.869666666666667,0.629666666666667,1976,0.69525,0.777666666666667,0.817666666666667,0.599,1975,1975,17.9641666666667,19.1633333333333,18.7866666666667,16.9933333333333,16.9133333333333,1975,18.88,20.1,19.41,18.82,18.13,17.87,16.88,16.23,16.13,16.76,17.85,18.51,1974,17.9641666666667,19.1633333333333,18.7866666666667,16.9933333333333,16.9133333333333,1975,19.08,20.25,20.5,19.54,19.49,18.3,17.2,16.44,16.52,16.84,17.14,17.94,1975,18.2933333333333,19.0133333333333,18.7866666666667,16.8333333333333,1975,18.2933333333333,19.0133333333333,18.7866666666667,16.8333333333333,1974,17.3638102012674,24
1976,1976,0.735583333333333,0.735,0.817666666666667,0.76,0.629666666666667,1976,0.763,0.794,0.772,0.834,0.847,0.775,0.756,0.749,0.618,0.627,0.618,0.648,1976,0.682166666666667,0.658,0.721333333333333,0.750333333333333,0.599,1976,0.638,0.672,0.664,0.718,0.782,0.827,0.732,0.692,0.584,0.619,0.584,0.664,1976,0.69525,0.777666666666667,0.817666666666667,0.599,1977,0.709,0.652666666666667,0.721333333333333,0.675666666666667,1976,1976,18.27,19.09,19.8433333333333,17.3133333333333,16.8333333333333,1976,19.08,20.25,20.5,19.54,19.49,18.3,17.2,16.44,16.52,16.84,17.14,17.94,1975,18.27,19.09,19.8433333333333,17.3133333333333,16.8333333333333,1976,19.37,20.02,19.19,18.54,17.68,17.11,16.95,16.39,16.44,17.09,17.32,18.98,1976,17.8325,19.28,19.8433333333333,16.95,1976,17.8325,19.28,19.8433333333333,16.95,1975,18.6652567011834,24
1977,1977,0.682166666666667,0.658,0.721333333333333,0.750333333333333,0.599,1977,0.638,0.672,0.664,0.718,0.782,0.827,0.732,0.692,0.584,0.619,0.584,0.664,1977,0.745666666666667,0.675,0.819333333333333,0.812666666666667,0.675666666666667,1977,0.684,0.632,0.753,0.817,0.888,0.849,0.838,0.751,0.682,0.624,0.682,0.709,1977,0.709,0.652666666666667,0.721333333333333,0.675666666666667,1978,0.720583333333333,0.66,0.819333333333333,0.648666666666667,1977,1977,17.9233333333333,19.4566666666667,18.47,16.8166666666667,16.95,1977,19.37,20.02,19.19,18.54,17.68,17.11,16.95,16.39,16.44,17.09,17.32,18.98,1976,17.9233333333333,19.4566666666667,18.47,16.8166666666667,16.95,1977,19.74,19.96,20.14,19.98,19.06,18.38,16.65,16.11,15.97,16.57,17.96,19.09,1977,18.3691666666667,19.11,18.47,16.8333333333333,1977,18.3691666666667,19.11,18.47,16.8333333333333,1976,17.9273784096645,24
1978,1978,0.745666666666667,0.675,0.819333333333333,0.812666666666667,0.675666666666667,1978,0.684,0.632,0.753,0.817,0.888,0.849,0.838,0.751,0.682,0.624,0.682,0.709,1978,0.691666666666667,0.611666666666667,0.772,0.734333333333333,0.648666666666667,1978,0.585,0.614,0.748,0.767,0.801,0.807,0.723,0.673,0.717,0.61,0.717,0.636,1978,0.720583333333333,0.66,0.819333333333333,0.648666666666667,1979,0.699583333333333,0.636,0.772,0.601,1978,1978,18.3008333333333,19.5966666666667,19.7266666666667,17.0466666666667,16.8333333333333,1978,19.74,19.96,20.14,19.98,19.06,18.38,16.65,16.11,15.97,16.57,17.96,19.09,1977,18.3008333333333,19.5966666666667,19.7266666666667,17.0466666666667,16.8333333333333,1978,19.8,20.15,19.91,19.54,18.19,17.69,17.14,16.5,16.03,16.52,17.31,18.52,1978,18.1358333333333,19.56,19.7266666666667,16.62,1978,18.1358333333333,19.56,19.7266666666667,16.62,1977,18.1233294804536,24
1979,1979,0.691666666666667,0.611666666666667,0.772,0.734333333333333,0.648666666666667,1979,0.585,0.614,0.748,0.767,0.801,0.807,0.723,0.673,0.717,0.61,0.717,0.636,1979,0.692083333333333,0.654,0.776,0.737333333333333,0.601,1979,0.706,0.601,0.699,0.818,0.811,0.782,0.736,0.694,0.624,0.554,0.624,0.655,1979,0.699583333333333,0.636,0.772,0.601,1980,0.679583333333333,0.647666666666667,0.776,0.702666666666667,1979,1979,18.1083333333333,19.49,19.2133333333333,17.11,16.62,1979,19.8,20.15,19.91,19.54,18.19,17.69,17.14,16.5,16.03,16.52,17.31,18.52,1978,18.1083333333333,19.49,19.2133333333333,17.11,16.62,1979,19.39,19.53,19.62,19.37,18.42,18.21,16.99,16.08,16.16,15.67,17.07,18.28,1979,18.0466666666667,19.68,19.2133333333333,16.3,1979,18.0466666666667,19.68,19.2133333333333,16.3,1978,18.237960477767,24
1980,1980,0.692083333333333,0.654,0.776,0.737333333333333,0.601,1980,0.706,0.601,0.699,0.818,0.811,0.782,0.736,0.694,0.624,0.554,0.624,0.655,1980,0.722083333333333,0.608666666666667,0.759,0.818,0.702666666666667,1980,0.616,0.55,0.688,0.777,0.812,0.824,0.867,0.763,0.707,0.676,0.707,0.66,1980,0.679583333333333,0.647666666666667,0.776,0.702666666666667,1981,0.718916666666667,0.607,0.759,0.603333333333333,1980,1980,17.8991666666667,19.0666666666667,19.1366666666667,17.0933333333333,16.3,1980,19.39,19.53,19.62,19.37,18.42,18.21,16.99,16.08,16.16,15.67,17.07,18.28,1979,17.8991666666667,19.0666666666667,19.1366666666667,17.0933333333333,16.3,1980,19.37,19.17,19.04,19.07,18.49,17.18,16.22,15.68,15.62,16.56,17.15,17.88,1980,17.7141666666667,19.1466666666667,19.1366666666667,16.4433333333333,1980,17.7141666666667,19.1466666666667,19.1366666666667,16.4433333333333,1979,17.4376935836747,24
1981,1981,0.722083333333333,0.608666666666667,0.759,0.818,0.702666666666667,1981,0.616,0.55,0.688,0.777,0.812,0.824,0.867,0.763,0.707,0.676,0.707,0.66,1981,0.672,0.633333333333333,0.711666666666667,0.739666666666667,0.603333333333333,1981,0.638,0.635,0.682,0.701,0.752,0.821,0.734,0.664,0.617,0.579,0.617,0.627,1981,0.718916666666667,0.607,0.759,0.603333333333333,1982,0.690833333333333,0.644333333333333,0.711666666666667,0.662,1981,1981,17.6191666666667,18.8066666666667,18.8666666666667,16.36,16.4433333333333,1981,19.37,19.17,19.04,19.07,18.49,17.18,16.22,15.68,15.62,16.56,17.15,17.88,1980,17.6191666666667,18.8066666666667,18.8666666666667,16.36,16.4433333333333,1981,18.51,19.28,19.03,18.91,18.21,17.67,16.58,15.78,15.82,16.24,17.38,18.59,1981,17.56,18.94,18.8666666666667,16.48,1981,17.56,18.94,18.8666666666667,16.48,1980,17.3656433643095,24
1982,1982,0.672,0.633333333333333,0.711666666666667,0.739666666666667,0.603333333333333,1982,0.638,0.635,0.682,0.701,0.752,0.821,0.734,0.664,0.617,0.579,0.617,0.627,1982,0.730166666666667,0.645666666666667,0.751666666666667,0.861333333333333,0.662,1982,0.58,0.678,0.628,0.821,0.806,0.942,0.809,0.833,0.62,0.625,0.62,0.679,1982,0.690833333333333,0.644333333333333,0.711666666666667,0.662,1983,0.7675,0.628333333333333,0.751666666666667,0.701333333333333,1982,1982,17.6666666666667,18.7933333333333,18.7166666666667,16.6766666666667,16.48,1982,18.51,19.28,19.03,18.91,18.21,17.67,16.58,15.78,15.82,16.24,17.38,18.59,1981,17.6666666666667,18.7933333333333,18.7166666666667,16.6766666666667,16.48,1982,19.93,20.22,19.83,19.53,18.83,17.95,16.8,16.16,15.9,16.21,16.71,18,1982,18.0566666666667,18.5566666666667,18.7166666666667,16.2733333333333,1982,18.0566666666667,18.5566666666667,18.7166666666667,16.2733333333333,1981,17.5880689703597,24
1983,1983,0.730166666666667,0.645666666666667,0.751666666666667,0.861333333333333,0.662,1983,0.58,0.678,0.628,0.821,0.806,0.942,0.809,0.833,0.62,0.625,0.62,0.679,1983,0.766416666666667,0.670333333333333,0.87,0.824,0.701333333333333,1983,0.673,0.701,0.729,0.879,1.002,0.919,0.802,0.751,0.669,0.733,0.669,0.637,1983,0.7675,0.628333333333333,0.751666666666667,0.701333333333333,1984,0.753583333333333,0.684333333333333,0.87,0.643666666666667,1983,1983,18.0058333333333,19.3833333333333,19.3966666666667,16.97,16.2733333333333,1983,19.93,20.22,19.83,19.53,18.83,17.95,16.8,16.16,15.9,16.21,16.71,18,1982,18.0058333333333,19.3833333333333,19.3966666666667,16.97,16.2733333333333,1983,19.54,20.23,19.7,19.66,18.66,18.12,17.54,16.63,16.59,17.04,17.48,18.18,1983,17.9741666666667,19.58,19.3966666666667,17.0366666666667,1983,17.9741666666667,19.58,19.3966666666667,17.0366666666667,1982,18.8136576823758,24
1984,1984,0.766416666666667,0.670333333333333,0.87,0.824,0.701333333333333,1984,0.673,0.701,0.729,0.879,1.002,0.919,0.802,0.751,0.669,0.733,0.669,0.637,1984,0.737166666666667,0.686333333333333,0.81,0.808666666666667,0.643666666666667,1984,0.581,0.847,0.737,0.873,0.82,0.891,0.792,0.743,0.666,0.598,0.666,0.631,1984,0.753583333333333,0.684333333333333,0.87,0.643666666666667,1985,0.717416666666667,0.688333333333333,0.81,0.611,1984,1984,18.2808333333333,19.3166666666667,19.34,17.43,17.0366666666667,1984,19.54,20.23,19.7,19.66,18.66,18.12,17.54,16.63,16.59,17.04,17.48,18.18,1983,18.2808333333333,19.3166666666667,19.34,17.43,17.0366666666667,1984,19.56,20.7,20.37,19.94,19.46,18.75,18.18,17.18,16.5,16.36,16.91,17.71,1984,18.52,19.2566666666667,19.34,16.59,1984,18.52,19.2566666666667,19.34,16.59,1983,18.7032623435627,24
1985,1985,0.737166666666667,0.686333333333333,0.81,0.808666666666667,0.643666666666667,1985,0.581,0.847,0.737,0.873,0.82,0.891,0.792,0.743,0.666,0.598,0.666,0.631,1985,0.694083333333333,0.646,0.765333333333333,0.754,0.611,1985,0.685,0.713,0.762,0.713,0.821,0.818,0.759,0.685,0.604,0.599,0.604,0.54,1985,0.717416666666667,0.688333333333333,0.81,0.611,1986,0.655583333333333,0.676333333333333,0.765333333333333,0.583666666666667,1985,1985,18.4683333333333,19.3233333333333,19.9233333333333,18.0366666666667,16.59,1985,19.56,20.7,20.37,19.94,19.46,18.75,18.18,17.18,16.5,16.36,16.91,17.71,1984,18.4683333333333,19.3233333333333,19.9233333333333,18.0366666666667,16.59,1985,18.7,19.09,19.49,19.1,18.25,18.06,17.09,15.91,15.98,15.9,16.37,17,1985,17.9608333333333,19.48,19.9233333333333,16.0833333333333,1985,17.9608333333333,19.48,19.9233333333333,16.0833333333333,1984,18.1007143548032,24
1986,1986,0.694083333333333,0.646,0.765333333333333,0.754,0.611,1986,0.685,0.713,0.762,0.713,0.821,0.818,0.759,0.685,0.604,0.599,0.604,0.54,1986,0.65525,0.571333333333333,0.703,0.763,0.583666666666667,1986,0.578,0.522,0.693,0.738,0.678,0.841,0.773,0.675,0.582,0.564,0.582,0.614,1986,0.655583333333333,0.676333333333333,0.765333333333333,0.583666666666667,1987,0.70475,0.546666666666667,0.703,0.774666666666667,1986,1986,17.5783333333333,18.2633333333333,18.9466666666667,17.02,16.0833333333333,1986,18.7,19.09,19.49,19.1,18.25,18.06,17.09,15.91,15.98,15.9,16.37,17,1985,17.5783333333333,18.2633333333333,18.9466666666667,17.02,16.0833333333333,1986,18.07,18.97,19.14,19.23,18.08,18.19,17.49,16.65,16.94,16.27,16.73,17.68,1986,17.4941666666667,18.5,18.9466666666667,16.6466666666667,1986,17.4941666666667,18.5,18.9466666666667,16.6466666666667,1985,16.6082504305338,24
1987,1987,0.65525,0.571333333333333,0.703,0.763,0.583666666666667,1987,0.578,0.522,0.693,0.738,0.678,0.841,0.773,0.675,0.582,0.564,0.582,0.614,1987,0.776916666666667,0.669,0.811,0.853,0.774666666666667,1987,0.585,0.702,0.737,0.795,0.901,0.924,0.826,0.809,0.697,0.781,0.697,0.72,1987,0.70475,0.546666666666667,0.703,0.774666666666667,1988,0.811833333333333,0.633666666666667,0.811,0.693666666666667,1987,1987,17.7866666666667,18.24,18.8166666666667,17.4433333333333,16.6466666666667,1987,18.07,18.97,19.14,19.23,18.08,18.19,17.49,16.65,16.94,16.27,16.73,17.68,1986,17.7866666666667,18.24,18.8166666666667,17.4433333333333,16.6466666666667,1987,18.74,19.88,19.99,19.83,18.47,18.38,17.18,16.44,16.24,16.6,16.89,17.9,1987,18.0875,18.0133333333333,18.8166666666667,16.5766666666667,1987,18.0875,18.0133333333333,18.8166666666667,16.5766666666667,1986,16.8238020141607,24
1988,1988,0.776916666666667,0.669,0.811,0.853,0.774666666666667,1988,0.585,0.702,0.737,0.795,0.901,0.924,0.826,0.809,0.697,0.781,0.697,0.72,1988,0.780083333333333,0.741,0.874333333333333,0.811333333333333,0.693666666666667,1988,0.762,0.829,0.802,0.907,0.914,0.849,0.827,0.758,0.685,0.687,0.685,0.632,1988,0.811833333333333,0.633666666666667,0.811,0.693666666666667,1989,0.729083333333333,0.770333333333333,0.874333333333333,0.628333333333333,1988,1988,18.045,18.84,19.43,17.3333333333333,16.5766666666667,1988,18.74,19.88,19.99,19.83,18.47,18.38,17.18,16.44,16.24,16.6,16.89,17.9,1987,18.045,18.84,19.43,17.3333333333333,16.5766666666667,1988,18.75,20.05,20.31,19.87,19.05,18.93,17.35,16.8,16.5,16.24,17.33,18.24,1988,18.1841666666667,18.7666666666667,19.43,16.69,1988,18.1841666666667,18.7666666666667,19.43,16.69,1987,17.6382994901439,24
1989,1989,0.780083333333333,0.741,0.874333333333333,0.811333333333333,0.693666666666667,1989,0.762,0.829,0.802,0.907,0.914,0.849,0.827,0.758,0.685,0.687,0.685,0.632,1989,0.69875,0.685333333333333,0.755333333333333,0.726,0.628333333333333,1989,0.659,0.762,0.737,0.753,0.776,0.764,0.755,0.659,0.611,0.609,0.611,0.635,1989,0.729083333333333,0.770333333333333,0.874333333333333,0.628333333333333,1990,0.698333333333333,0.684333333333333,0.755333333333333,0.616666666666667,1989,1989,18.285,19.0133333333333,19.7433333333333,17.6933333333333,16.69,1989,18.75,20.05,20.31,19.87,19.05,18.93,17.35,16.8,16.5,16.24,17.33,18.24,1988,18.285,19.0133333333333,19.7433333333333,17.6933333333333,16.69,1989,19.38,19.88,20.13,19.39,19,18.18,17.21,15.92,15.81,15.98,16.54,17.49,1989,18.2016666666667,18.9,19.7433333333333,16.11,1989,18.2016666666667,18.9,19.7433333333333,16.11,1988,18.5201029859373,24
1990,1990,0.69875,0.685333333333333,0.755333333333333,0.726,0.628333333333333,1990,0.659,0.762,0.737,0.753,0.776,0.764,0.755,0.659,0.611,0.609,0.611,0.635,1990,0.705833333333333,0.597666666666667,0.791333333333333,0.817666666666667,0.616666666666667,1990,0.606,0.572,0.714,0.837,0.823,0.894,0.86,0.699,0.593,0.617,0.593,0.615,1990,0.698333333333333,0.684333333333333,0.755333333333333,0.616666666666667,1991,0.701416666666667,0.604333333333333,0.791333333333333,0.622666666666667,1990,1990,17.9091666666667,18.9166666666667,19.5066666666667,17.1033333333333,16.11,1990,19.38,19.88,20.13,19.39,19,18.18,17.21,15.92,15.81,15.98,16.54,17.49,1989,17.9091666666667,18.9166666666667,19.5066666666667,17.1033333333333,16.11,1990,19.07,19.93,19.73,19.5,19.28,18.61,17.84,16.92,16.57,17.04,16.92,17.98,1990,17.9225,19.1666666666667,19.5066666666667,16.8433333333333,1990,17.9225,19.1666666666667,19.5066666666667,16.8433333333333,1989,17.6426093506502,24
1991,1991,0.705833333333333,0.597666666666667,0.791333333333333,0.817666666666667,0.616666666666667,1991,0.606,0.572,0.714,0.837,0.823,0.894,0.86,0.699,0.593,0.617,0.593,0.615,1991,0.699,0.620333333333333,0.744666666666667,0.808333333333333,0.622666666666667,1991,0.604,0.655,0.675,0.766,0.793,0.9,0.772,0.753,0.662,0.599,0.662,0.602,1991,0.701416666666667,0.604333333333333,0.791333333333333,0.622666666666667,1992,0.661833333333333,0.624666666666667,0.744666666666667,0.608333333333333,1991,1991,18.2825,18.9933333333333,19.5033333333333,17.79,16.8433333333333,1991,19.07,19.93,19.73,19.5,19.28,18.61,17.84,16.92,16.57,17.04,16.92,17.98,1990,18.2825,18.9933333333333,19.5033333333333,17.79,16.8433333333333,1991,19.24,20.17,20.15,19.57,18.8,17.73,17.11,16.37,15.56,15.84,15.88,17.24,1991,18.2441666666667,18.83,19.5033333333333,15.76,1991,18.2441666666667,18.83,19.5033333333333,15.76,1990,17.7353307313819,24
1992,1992,0.699,0.620333333333333,0.744666666666667,0.808333333333333,0.622666666666667,1992,0.604,0.655,0.675,0.766,0.793,0.9,0.772,0.753,0.662,0.599,0.662,0.602,1992,0.647,0.58,0.676333333333333,0.723333333333333,0.608333333333333,1992,0.613,0.53,0.625,0.672,0.732,0.775,0.739,0.656,0.603,0.56,0.603,0.597,1992,0.661833333333333,0.624666666666667,0.744666666666667,0.608333333333333,1993,0.684416666666667,0.581666666666667,0.676333333333333,0.583333333333333,1992,1992,17.805,18.8833333333333,19.5066666666667,17.07,15.76,1992,19.24,20.17,20.15,19.57,18.8,17.73,17.11,16.37,15.56,15.84,15.88,17.24,1991,17.805,18.8833333333333,19.5066666666667,17.07,15.76,1992,18.98,19.63,18.96,18.55,17.92,17.64,16.62,16.13,16.05,16.02,16.78,17.54,1992,17.4733333333333,19.13,19.5066666666667,16.2833333333333,1992,17.4733333333333,19.13,19.5066666666667,16.2833333333333,1991,16.7436294086681,24
1993,1993,0.647,0.58,0.676333333333333,0.723333333333333,0.608333333333333,1993,0.613,0.53,0.625,0.672,0.732,0.775,0.739,0.656,0.603,0.56,0.603,0.597,1993,0.685083333333333,0.633333333333333,0.778,0.745666666666667,0.583333333333333,1993,0.623,0.64,0.75,0.777,0.807,0.799,0.747,0.691,0.609,0.565,0.609,0.637,1993,0.684416666666667,0.581666666666667,0.676333333333333,0.583333333333333,1994,0.685,0.62,0.778,0.724666666666667,1993,1993,17.5683333333333,18.7166666666667,18.4766666666667,16.7966666666667,16.2833333333333,1993,18.98,19.63,18.96,18.55,17.92,17.64,16.62,16.13,16.05,16.02,16.78,17.54,1992,17.5683333333333,18.7166666666667,18.4766666666667,16.7966666666667,16.2833333333333,1993,18.18,19.06,19.42,19.74,19.39,17.7,17.14,16.79,16.66,16.44,17.12,18.6,1993,17.7191666666667,18.6166666666667,18.4766666666667,16.74,1993,17.7191666666667,18.6166666666667,18.4766666666667,16.74,1992,17.0645080501942,24
1994,1994,0.685083333333333,0.633333333333333,0.778,0.745666666666667,0.583333333333333,1994,0.623,0.64,0.75,0.777,0.807,0.799,0.747,0.691,0.609,0.565,0.609,0.637,1994,0.745,0.671,0.769,0.815333333333333,0.724666666666667,1994,0.61,0.645,0.707,0.785,0.815,0.833,0.852,0.761,0.751,0.717,0.751,0.758,1994,0.685,0.62,0.778,0.724666666666667,1995,0.7955,0.630666666666667,0.769,0.785666666666667,1994,1994,18.02,18.6133333333333,19.5166666666667,17.21,16.74,1994,18.18,19.06,19.42,19.74,19.39,17.7,17.14,16.79,16.66,16.44,17.12,18.6,1993,18.02,18.6133333333333,19.5166666666667,17.21,16.74,1994,19.15,19.64,19.55,19.43,18.78,17.78,17.22,17.18,15.87,16.4,17.11,17.8,1994,18.09,18.26,19.5166666666667,16.46,1994,18.09,18.26,19.5166666666667,16.46,1993,16.979947703957,24
1995,1995,0.745,0.671,0.769,0.815333333333333,0.724666666666667,1995,0.61,0.645,0.707,0.785,0.815,0.833,0.852,0.761,0.751,0.717,0.751,0.758,1995,0.82225,0.762666666666667,0.809666666666667,0.931,0.785666666666667,1995,0.723,0.847,0.733,0.828,0.868,1.002,0.977,0.814,0.774,0.739,0.774,0.718,1995,0.7955,0.630666666666667,0.769,0.785666666666667,1996,0.796166666666667,0.776,0.809666666666667,0.589333333333333,1995,1995,17.9925,18.8633333333333,19.2533333333333,17.3933333333333,16.46,1995,19.15,19.64,19.55,19.43,18.78,17.78,17.22,17.18,15.87,16.4,17.11,17.8,1994,17.9925,18.8633333333333,19.2533333333333,17.3933333333333,16.46,1995,18.83,20.03,19.9,19.66,19.7,18.53,17.95,16.94,16.96,16.86,17.93,18.51,1995,18.1858333333333,19.13,19.2533333333333,17.25,1995,18.1858333333333,19.13,19.2533333333333,17.25,1994,16.9224591724913,24
1996,1996,0.82225,0.762666666666667,0.809666666666667,0.931,0.785666666666667,1996,0.723,0.847,0.733,0.828,0.868,1.002,0.977,0.814,0.774,0.739,0.774,0.718,1996,0.70375,0.721666666666667,0.757,0.747,0.589333333333333,1996,0.804,0.778,0.65,0.796,0.825,0.835,0.74,0.666,0.58,0.551,0.58,0.583,1996,0.796166666666667,0.776,0.809666666666667,0.589333333333333,1997,0.679333333333333,0.766666666666667,0.757,0.729,1996,1996,18.4833333333333,19.1233333333333,19.7533333333333,17.8066666666667,17.25,1996,18.83,20.03,19.9,19.66,19.7,18.53,17.95,16.94,16.96,16.86,17.93,18.51,1995,18.4833333333333,19.1233333333333,19.7533333333333,17.8066666666667,17.25,1996,19.81,20.3,20.18,19.73,19.06,18.33,17.25,16.6,16.38,16.92,17.29,18.29,1996,18.5466666666667,18.8866666666667,19.7533333333333,16.8633333333333,1996,18.5466666666667,18.8866666666667,19.7533333333333,16.8633333333333,1995,17.8856406578564,24
1997,1997,0.70375,0.721666666666667,0.757,0.747,0.589333333333333,1997,0.804,0.778,0.65,0.796,0.825,0.835,0.74,0.666,0.58,0.551,0.58,0.583,1997,0.742583333333333,0.583333333333333,0.806333333333333,0.851666666666667,0.729,1997,0.507,0.543,0.71,0.796,0.913,0.926,0.822,0.807,0.719,0.704,0.719,0.7,1997,0.679333333333333,0.766666666666667,0.757,0.729,1998,0.834333333333333,0.544333333333333,0.806333333333333,0.787,1997,1997,18.345,19.4666666666667,19.6566666666667,17.3933333333333,16.8633333333333,1997,19.81,20.3,20.18,19.73,19.06,18.33,17.25,16.6,16.38,16.92,17.29,18.29,1996,18.345,19.4666666666667,19.6566666666667,17.3933333333333,16.8633333333333,1997,19.38,19.42,19.54,19.43,18.8,18.09,17.16,16.37,16.76,16.11,17.21,17.87,1997,18.1158333333333,19.54,19.6566666666667,16.6933333333333,1997,18.1158333333333,19.54,19.6566666666667,16.6933333333333,1996,17.573687442749,24
1998,1998,0.742583333333333,0.583333333333333,0.806333333333333,0.851666666666667,0.729,1998,0.507,0.543,0.71,0.796,0.913,0.926,0.822,0.807,0.719,0.704,0.719,0.7,1998,0.875416666666667,0.798,0.995666666666667,0.921,0.787,1998,0.732,0.791,0.89,1.027,1.07,0.986,0.935,0.842,0.797,0.775,0.797,0.871,1998,0.834333333333333,0.544333333333333,0.806333333333333,0.787,1999,0.882166666666667,0.741,0.995666666666667,0.751666666666667,1998,1998,18.0116666666667,18.89,19.2566666666667,17.2066666666667,16.6933333333333,1998,19.38,19.42,19.54,19.43,18.8,18.09,17.16,16.37,16.76,16.11,17.21,17.87,1997,18.0116666666667,18.89,19.2566666666667,17.2066666666667,16.6933333333333,1998,18.93,19.69,20.01,19.99,19.25,18.66,17.5,16.24,16.49,16.47,17.32,18.56,1998,18.1675,19.03,19.2566666666667,16.76,1998,18.1675,19.03,19.2566666666667,16.76,1997,18.1975380764054,24
1999,1999,0.875416666666667,0.798,0.995666666666667,0.921,0.787,1999,0.732,0.791,0.89,1.027,1.07,0.986,0.935,0.842,0.797,0.775,0.797,0.871,1999,0.85225,0.796,0.952666666666667,0.908666666666667,0.751666666666667,1999,0.896,0.857,0.875,1.016,0.967,0.966,0.933,0.827,0.77,0.723,0.77,0.635,1999,0.882166666666667,0.741,0.995666666666667,0.751666666666667,2000,0.809666666666667,0.874666666666667,0.952666666666667,0.683666666666667,1999,1999,18.2591666666667,19.06,19.75,17.4666666666667,16.76,1999,18.93,19.69,20.01,19.99,19.25,18.66,17.5,16.24,16.49,16.47,17.32,18.56,1998,18.2591666666667,19.06,19.75,17.4666666666667,16.76,1999,19.57,20.74,20.43,19.44,19.07,18.25,17.21,16.46,16.14,16.29,17.15,17.79,1999,18.34,18.83,19.75,16.5266666666667,1999,18.34,18.83,19.75,16.5266666666667,1998,17.8459014484931,24
2000,2000,0.85225,0.796,0.952666666666667,0.908666666666667,0.751666666666667,2000,0.896,0.857,0.875,1.016,0.967,0.966,0.933,0.827,0.77,0.723,0.77,0.635,2000,0.779333333333333,0.746333333333333,0.866333333333333,0.821,0.683666666666667,2000,0.783,0.78,0.784,0.864,0.951,0.904,0.843,0.716,0.678,0.636,0.678,0.676,2000,0.809666666666667,0.874666666666667,0.952666666666667,0.683666666666667,2001,0.738333333333333,0.732666666666667,0.866333333333333,0.598666666666667,2000,2000,18.2116666666667,19.3666666666667,19.6466666666667,17.3066666666667,16.5266666666667,2000,19.57,20.74,20.43,19.44,19.07,18.25,17.21,16.46,16.14,16.29,17.15,17.79,1999,18.2116666666667,19.3666666666667,19.6466666666667,17.3066666666667,16.5266666666667,2000,19.35,19.86,19.33,19.03,18.21,17.9,17.56,17.23,15.93,15.75,16.73,17.79,2000,17.8933333333333,19.6233333333333,19.6466666666667,16.1366666666667,2000,17.8933333333333,19.6233333333333,19.6466666666667,16.1366666666667,1999,16.9021523432261,24
