,(Intercept),FinFSLdat_AnnEsts,FinWestSST_AnnEsts,FinWestSST_SummerDat,FSL_months_Apr,FSLdat_Spring,s(Ages),SST_West_Months_Jul,SST_West_Months_Jun,SST_West_Months_Oct,SST_West_Months_Sep,WestSST_Spring,WestSST_Winter,df,logLik,AICc,delta,weight
3837,-0.173109116,NA,NA,0.324175562,1.325176448,1.930938146,+,1.534875424,0.395480237,NA,0.734243044,0.324985039,-2.3994613,13,-3472.532988,6971.36755,365.8432771,1.83E-81
2941,-0.381530217,NA,NA,0.307401345,0.960392363,2.542790252,+,1.178124499,NA,0.22639933,0.707587214,NA,-1.486800936,12,-3473.559424,6971.377126,365.8528533,1.82E-81
3451,-1.212643515,NA,0.801044405,NA,2.571757953,1.787254892,+,0.800061199,NA,0.216697143,NA,-0.026505318,-0.897837612,12,-3473.574971,6971.408221,365.8839482,1.79E-81
3699,-0.753745598,NA,0.544211833,NA,NA,3.548439691,+,0.923115604,NA,NA,0.758092762,-0.014708031,-1.257775403,11,-3474.618516,6971.455394,365.9311216,1.75E-81
4089,4.979923625,NA,NA,NA,1.804198882,2.509895063,+,1.370388973,0.267821909,0.276982823,0.854255698,-0.073126273,-2.049464836,13,-3472.582272,6971.466119,365.941846,1.74E-81
2111,-6.343343576,NA,1.046766665,0.244744703,2.1907219,1.408696251,+,NA,NA,NA,NA,NA,-0.149190515,10,-3475.643828,6971.469474,365.945201,1.74E-81
1787,-3.114563171,NA,0.933463392,NA,2.539498201,2.414839166,+,0.282049326,-0.429447274,NA,0.673679497,-0.472443252,NA,12,-3473.629395,6971.517068,365.9927951,1.70E-81
2239,-6.971870348,NA,0.913273824,0.267146488,1.809657688,2.133775497,+,NA,-0.533823422,NA,NA,NA,0.543470568,11,-3474.657223,6971.532808,366.0085358,1.68E-81
563,-3.462707646,NA,0.728819891,NA,NA,3.062840103,+,NA,NA,NA,0.35169225,NA,NA,8,-3477.71159,6971.541992,366.0177193,1.68E-81
1659,-5.108182974,NA,1.048842876,NA,2.547983852,1.605033713,+,0.15331901,NA,NA,0.488622434,-0.606247964,NA,11,-3474.663566,6971.545493,366.0212208,1.67E-81
55,-8.195163214,NA,0.946173587,0.344714633,NA,2.393848628,+,NA,NA,NA,NA,NA,NA,8,-3477.714258,6971.547328,366.0230559,1.67E-81
2803,-0.530790576,NA,0.533749036,NA,NA,3.465857279,+,1.017006579,0.097257886,NA,0.775837186,NA,-1.481216864,11,-3474.6797,6971.577761,366.0534888,1.65E-81
3536,64.80939266,16.4572387,-4.211478538,0.230116909,-5.764923217,NA,NA,2.697908909,0.375772579,0.086652076,NA,3.729844384,-5.361868019,12,-3473.659146,6971.59007,366.0657972,1.64E-81
633,1.985966667,NA,NA,NA,1.344477888,2.455075971,+,0.35541827,NA,NA,0.447312581,NA,NA,9,-3476.723746,6971.59613,366.0718573,1.63E-81
3476,67.83051272,30.36499753,-3.394807216,NA,NA,-13.89934279,NA,NA,-1.316328201,0.305743105,NA,2.037156,-0.537989718,10,-3475.711034,6971.613373,366.0891005,1.62E-81
928,62.70104616,33.45961299,-3.265267284,0.416318152,-4.977988082,-13.21978264,NA,NA,-1.553130437,1.12302735,0.671317229,NA,NA,11,-3474.706403,6971.64257,366.1182974,1.59E-81
3732,68.42955648,29.75108996,-3.472167925,NA,NA,-13.42698117,NA,NA,-1.290144191,NA,0.190757216,2.380633057,-0.730899333,10,-3475.728726,6971.648756,366.1244833,1.59E-81
1727,-6.367831847,NA,1.222686466,0.239581821,2.483739105,2.085662917,+,NA,-0.366564271,NA,0.731662355,-0.701741228,NA,12,-3473.709363,6971.677004,366.152731,1.57E-81
2425,6.260611445,NA,NA,NA,1.741164124,2.597392868,+,0.986697895,NA,0.422071925,NA,NA,-0.8491584,10,-3475.778652,6971.739123,366.2148501,1.52E-81
2929,3.549983285,NA,NA,NA,NA,3.698139743,+,1.112989625,NA,0.263013062,0.782253644,NA,-1.395637592,10,-3475.789279,6971.760376,366.2361033,1.50E-81
115,-3.97713889,NA,0.787905979,NA,NA,2.922789653,+,0.307734506,NA,NA,NA,NA,NA,8,-3477.840181,6971.799173,366.2749007,1.47E-81
412,67.91938587,32.62027199,-2.837253627,NA,-3.221814113,-13.18777519,NA,NA,-1.344786833,1.250217972,NA,NA,NA,9,-3476.823009,6971.802403,366.2781304,1.47E-81
703,-4.427801863,NA,0.821957937,0.178788194,1.931208319,2.341067517,+,NA,-0.384239195,NA,0.455893145,NA,NA,11,-3474.793285,6971.804932,366.2806596,1.47E-81
1684,68.56664377,31.20350966,-3.781811806,NA,NA,-14.31796259,NA,NA,-1.652671319,NA,0.009667797,2.494768268,NA,9,-3476.835722,6971.82783,366.3035572,1.45E-81
255,-7.568073486,NA,0.84798608,0.326532965,1.750983438,1.860238414,+,0.405684114,-0.35484067,NA,NA,NA,NA,11,-3474.817555,6971.853472,366.3291989,1.43E-81
4095,-6.426895984,NA,0.943246888,0.35784536,1.864046425,1.788565582,+,0.998279898,0.102208354,0.464158641,0.879759534,-1.094957756,-1.483690222,15,-3470.731309,6971.860957,366.3366847,1.43E-81
3449,4.041283541,NA,NA,NA,1.741957394,2.407916696,+,1.042226462,NA,0.117179729,NA,0.629659137,-1.101789015,11,-3474.82232,6971.863003,366.3387301,1.43E-81
2163,-1.988967896,NA,0.914031472,NA,NA,3.287950005,+,0.671624235,NA,NA,NA,NA,-0.610132463,9,-3476.871857,6971.892352,366.3680798,1.41E-81
3185,2.937791551,NA,NA,NA,NA,3.334110553,+,1.029334925,NA,NA,NA,0.829746254,-1.072932526,9,-3476.873289,6971.895215,366.3709425,1.40E-81
2167,-8.908762136,NA,0.853555944,0.488256044,NA,2.30304232,+,0.819562621,NA,NA,NA,NA,-0.836031096,10,-3475.864984,6971.911785,366.3875127,1.39E-81
2943,-4.715583734,NA,0.512939322,0.294285237,1.535882546,1.998091941,+,1.036438277,NA,0.116843081,0.587472482,NA,-1.428477134,13,-3472.808469,6971.918513,366.3942405,1.39E-81
3965,0.08768263,NA,NA,0.324182133,0.911056892,2.637443542,+,1.173845513,NA,0.336029907,0.802346659,-0.2766318,-1.45367215,13,-3472.81592,6971.933414,366.4091414,1.38E-81
416,60.69302608,34.23647566,-2.929515452,0.546087284,-4.648130397,-14.5233177,NA,NA,-1.377002804,1.198617219,NA,NA,NA,10,-3475.873262,6971.937828,366.4135557,1.37E-81
1275,-2.592200173,NA,0.849630902,NA,2.511850735,2.080972789,+,0.374200782,-0.343174422,NA,NA,0.080024667,NA,11,-3474.863716,6971.945794,366.4215214,1.37E-81
3327,-6.383881951,NA,0.724330735,0.37271184,1.866289911,1.320408433,+,1.007639245,0.127024292,NA,NA,0.249647406,-1.31070033,13,-3472.822325,6971.946224,366.4219515,1.37E-81
1081,6.141900975,NA,NA,NA,1.681011559,2.537141659,+,NA,NA,NA,NA,0.565270366,NA,8,-3477.913921,6971.946654,366.4223812,1.37E-81
2169,9.456002973,NA,NA,NA,2.444036451,2.507989809,+,0.824077061,NA,NA,NA,NA,-0.473702168,9,-3476.904658,6971.957954,366.4336812,1.36E-81
2431,-6.559463372,NA,0.733311395,0.373461056,1.651416018,1.560663466,+,0.902304279,NA,0.193230725,NA,NA,-1.017508564,12,-3473.853607,6971.965493,366.4412205,1.36E-81
1343,-8.286826016,NA,1.348474882,0.32677815,2.270901017,1.252666477,+,NA,NA,0.321346753,NA,-0.782828868,NA,11,-3474.8857,6971.989763,366.4654901,1.34E-81
1915,-5.064085866,NA,1.215356083,NA,2.457428788,1.792653964,+,0.165459644,NA,0.507451253,0.671481255,-1.484991379,NA,12,-3473.866719,6971.991717,366.4674443,1.34E-81
2043,-3.08846381,NA,1.098119116,NA,2.450553037,2.592181549,+,0.292854826,-0.42570289,0.498744609,0.851785331,-1.337269437,NA,13,-3472.858473,6972.018521,366.4942483,1.32E-81
1983,-6.985280762,NA,1.412770033,0.283165603,2.321025404,2.227868416,+,NA,-0.359293674,0.522525607,0.916383708,-1.627052532,NA,13,-3472.868251,6972.038077,366.5138043,1.31E-81
2805,-0.644715218,NA,NA,0.403734199,NA,2.833851825,+,1.369434435,0.253474753,NA,0.892830623,NA,-1.961978711,11,-3474.911219,6972.0408,366.5165269,1.31E-81
1075,-2.811059524,NA,0.976831791,NA,NA,3.155769779,+,NA,NA,NA,NA,0.04108532,NA,8,-3477.991007,6972.100826,366.5765531,1.27E-81
827,-3.843296273,NA,0.801070454,NA,2.136881948,1.758559515,+,NA,NA,-0.017927598,0.265291969,NA,NA,10,-3475.959541,6972.100901,366.5766285,1.27E-81
3825,3.432312715,NA,NA,NA,NA,3.432313341,+,1.320133442,0.240938008,NA,0.763004653,0.394823578,-1.949182144,11,-3474.946684,6972.11173,366.5874578,1.26E-81
3325,-1.243234066,NA,NA,0.369375581,1.1547232,1.719520368,+,1.377779939,0.285398538,NA,NA,0.769680271,-1.837785717,12,-3473.929363,6972.117004,366.5927315,1.26E-81
1587,-4.047389321,NA,0.991277704,NA,NA,3.237583703,+,NA,NA,NA,0.580215489,-0.482794799,NA,9,-3476.989758,6972.128153,366.6038807,1.25E-81
443,-1.680735419,NA,1.069053551,NA,2.825472809,2.001948457,+,NA,-0.264562562,0.084592986,NA,NA,NA,10,-3475.986615,6972.155047,366.6307746,1.23E-81
2555,-1.221913024,NA,0.786848155,NA,2.54422029,1.820100299,+,0.786265746,-0.021394936,0.205585079,NA,NA,-0.861627137,12,-3473.950563,6972.159404,366.6351312,1.23E-81
1593,5.039597191,NA,NA,NA,1.530613424,2.70377221,+,NA,NA,NA,0.549299308,0.083680393,NA,9,-3477.012277,6972.173191,366.648918,1.22E-81
691,-1.518100559,NA,0.752222157,NA,NA,3.880627022,+,NA,-0.369985823,NA,0.592212199,NA,NA,9,-3477.020705,6972.190047,366.6657745,1.21E-81
379,-4.193229842,NA,0.730761135,NA,2.009835776,1.658405653,+,0.26521765,NA,0.07623487,NA,NA,NA,10,-3476.018258,6972.218335,366.6940625,1.19E-81
2173,1.604644241,NA,NA,0.479580739,1.290163555,2.146280188,+,0.946739932,NA,NA,NA,NA,-0.653331126,10,-3476.020884,6972.223585,366.6993128,1.19E-81
1145,1.771203321,NA,NA,NA,1.364183404,2.261767681,+,0.416757226,NA,NA,NA,0.395207126,NA,9,-3477.039598,6972.227833,366.7035608,1.19E-81
3069,-0.150424649,NA,NA,0.336721825,1.10730364,2.084123953,+,1.52953955,0.367952974,0.245256574,0.772396384,NA,-2.33304296,13,-3472.965297,6972.232167,366.7078946,1.19E-81
3955,-0.93806205,NA,0.713492629,NA,NA,3.64201533,+,0.894050112,NA,0.448705921,0.905244754,-0.81866813,-1.190378376,12,-3473.991542,6972.241362,366.7170894,1.18E-81
319,-6.915394215,NA,0.936720175,0.234949068,1.899513761,1.441885214,+,NA,NA,0.01817831,NA,NA,NA,10,-3476.061648,6972.305115,366.7808422,1.14E-81
3647,-6.866280461,NA,1.315719688,0.239098518,2.644440059,1.505645083,+,NA,NA,NA,0.676995529,-0.759159473,-0.329930161,12,-3474.024724,6972.307727,366.7834543,1.14E-81
125,-0.51503712,NA,NA,0.381735949,0.940256849,2.091107039,+,0.52525816,NA,NA,NA,NA,NA,9,-3477.081662,6972.311962,366.7876892,1.14E-81
3701,-1.534133985,NA,NA,0.353136234,NA,2.976464042,+,1.156623971,NA,NA,0.691702885,0.259817897,-1.450412609,11,-3475.047463,6972.313288,366.7890156,1.14E-81
2976,62.80821175,32.94664456,-3.172485604,0.409073789,-4.722299776,-13.03952434,NA,NA,-1.452734361,1.09713259,0.711864195,NA,-0.21013049,12,-3474.031112,6972.334,366.8097276,1.13E-81
1403,-4.204667637,NA,1.052588622,NA,2.46287718,1.561156095,+,0.27304482,NA,0.320953527,NA,-0.612027641,NA,11,-3475.065006,6972.348374,366.8241013,1.12E-81
3703,-6.839179575,NA,0.64318883,0.397161278,NA,2.750642884,+,0.966299733,NA,NA,0.706940397,-0.167528346,-1.298777162,12,-3474.067598,6972.393474,366.8692016,1.09E-81
3953,4.016249596,NA,NA,NA,NA,3.763505941,+,1.108275544,NA,0.333228237,0.845216145,-0.176877513,-1.373223246,11,-3475.092174,6972.402711,366.8784379,1.09E-81
1151,-9.379159008,NA,1.001820508,0.321398942,1.841122174,1.21499832,+,0.268714189,NA,NA,NA,-0.282708114,NA,11,-3475.092948,6972.404259,366.879986,1.09E-81
3187,-0.740795655,NA,0.501261193,NA,NA,3.217714076,+,0.873254296,NA,NA,NA,0.515353637,-0.941916367,10,-3476.114996,6972.41181,366.8875371,1.08E-81
561,5.199215186,NA,NA,NA,NA,3.673895873,+,NA,NA,NA,0.65726694,NA,NA,7,-3479.162516,6972.417365,366.8930926,1.08E-81
3455,-7.139874002,NA,0.84989333,0.393437631,1.726581872,1.497599632,+,0.859039415,NA,0.274888705,NA,-0.237460236,-0.936898918,13,-3473.06095,6972.423474,366.8992013,1.08E-81
2617,6.736610741,NA,NA,NA,1.713623745,2.84971036,+,NA,NA,NA,0.699654596,NA,-0.163346395,9,-3477.14079,6972.430218,366.9059454,1.07E-81
2227,-3.151217376,NA,0.883768994,NA,NA,3.754643344,+,NA,-0.561879788,NA,NA,NA,0.717433052,9,-3477.148253,6972.445143,366.9208704,1.07E-81
2807,-6.18210338,NA,0.537572632,0.406086851,NA,2.491722174,+,1.235741613,0.241654136,NA,0.698576117,NA,-1.896956673,12,-3474.093468,6972.445215,366.9209425,1.07E-81
3224,67.06697655,30.2235167,-3.458537148,0.092260654,NA,-14.02098375,NA,NA,-1.286767315,NA,NA,2.459703664,-0.670727596,10,-3476.130322,6972.451949,366.9276762,1.06E-81
1176,67.87957946,31.32668315,-3.772069157,0.053166715,NA,-14.50753017,NA,NA,-1.653710374,NA,NA,2.473561184,NA,9,-3477.149866,6972.456118,366.9318458,1.06E-81
2363,-2.632417506,NA,1.039118744,NA,2.709548195,1.605635102,+,NA,NA,0.048752992,NA,NA,-0.140833192,10,-3476.149201,6972.48022,366.9559477,1.05E-81
3579,-1.316468379,NA,0.811875072,NA,2.56069658,1.829178354,+,0.761730374,-0.03714095,0.221829945,NA,-0.050909912,-0.809287932,13,-3473.104882,6972.511338,366.9870655,1.03E-81
2429,-0.35821424,NA,NA,0.419386913,0.786531717,2.274154647,+,1.081379322,NA,0.389402568,NA,NA,-0.977169228,11,-3475.154385,6972.527133,367.0028604,1.02E-81
988,68.52259701,32.99875813,-3.470360985,NA,-4.412382666,-12.41604188,NA,0.224747045,-1.610895067,1.223672076,0.749149734,NA,NA,11,-3475.149915,6972.529595,367.0053221,1.02E-81
1843,-3.990877132,NA,1.175083148,NA,NA,3.384387459,+,NA,NA,0.512418584,0.769360628,-1.381931992,NA,10,-3476.17701,6972.535839,367.0115661,1.02E-81
955,-1.809998372,NA,0.823221504,NA,2.344702189,2.482132444,+,NA,-0.387225771,-0.00392042,0.501347184,NA,NA,11,-3475.158757,6972.535876,367.0116033,1.02E-81
2491,-2.810277375,NA,0.86707224,NA,2.274061625,2.39995492,+,NA,-0.536531641,0.095797682,NA,NA,0.550838233,11,-3475.159803,6972.537969,367.0136965,1.02E-81
1940,68.04827336,31.21132584,-3.594784159,NA,NA,-14.20650775,NA,NA,-1.633275989,0.464481379,0.18393054,1.665175476,NA,10,-3476.177818,6972.54694,367.022667,1.01E-81
1215,-6.407937367,NA,1.228086477,0.290100832,2.506456171,1.62280174,+,NA,-0.2473502,NA,NA,-0.153595639,NA,11,-3475.171205,6972.560773,367.0364999,1.01E-81
3827,-0.461551572,NA,0.516363858,NA,NA,3.450287243,+,1.033522768,0.107094919,NA,0.767361074,0.02836516,-1.512175329,12,-3474.156819,6972.571917,367.047644,1.00E-81
3775,-7.184331405,NA,1.135218501,0.250141568,2.210366208,2.240583546,+,NA,-0.50994832,NA,0.664427489,-0.681429154,0.321859523,13,-3473.137227,6972.576028,367.0517558,9.99E-82
1785,2.98813355,NA,NA,NA,1.442050445,3.209290326,+,0.470823977,-0.468436232,NA,0.612706669,0.134505056,NA,11,-3475.193445,6972.605252,367.0809796,9.85E-82
1236,68.71609153,31.46801577,-3.878603533,NA,NA,-14.51698401,NA,0.088181643,-1.681129359,NA,NA,2.537299773,NA,9,-3477.228455,6972.613296,367.089023,9.81E-82
2751,-5.41821006,NA,0.735866767,0.192768617,1.639141181,2.508476316,+,NA,-0.546367455,NA,0.388653032,NA,0.365243643,12,-3474.183371,6972.62502,367.100747,9.75E-82
2460,67.92218441,32.85994411,-2.895270411,NA,-3.363879309,-13.24047119,NA,NA,-1.401750644,1.261124592,NA,NA,0.107774904,10,-3476.218835,6972.628975,367.104702,9.73E-82
3988,68.02080859,29.95020173,-3.359241304,NA,NA,-13.45339685,NA,NA,-1.322276258,0.382477933,0.310225104,1.712646039,-0.633914823,11,-3475.201316,6972.632396,367.1081235,9.71E-82
573,2.763819451,NA,NA,0.187766831,1.156913247,2.597844514,+,NA,NA,NA,0.562781062,NA,NA,9,-3477.243199,6972.635036,367.1107631,9.70E-82
2099,-2.84544745,NA,1.012614416,NA,NA,3.172961012,+,NA,NA,NA,NA,NA,0.003657154,8,-3478.260372,6972.639556,367.1152837,9.68E-82
2623,-4.857250393,NA,0.881645069,0.173770771,2.037658616,1.747578775,+,NA,NA,NA,0.368246384,NA,-0.333478189,11,-3475.220643,6972.659648,367.1353753,9.58E-82
1273,2.96506696,NA,NA,NA,1.507062821,2.837762215,+,0.539764565,-0.386127222,NA,NA,0.591101126,NA,10,-3476.239414,6972.660646,367.1363733,9.58E-82
1467,-1.87780026,NA,1.255955337,NA,3.067818785,1.893031962,+,NA,-0.23240444,0.227703699,NA,-0.373168728,NA,11,-3475.227457,6972.673277,367.1490042,9.52E-82
3387,-3.111262788,NA,1.28363995,NA,2.977813072,1.513533345,+,NA,NA,0.264335387,NA,-0.556523435,-0.046253841,11,-3475.229756,6972.677875,367.1536022,9.50E-82
2931,-0.214127697,NA,0.403832457,NA,NA,3.495066422,+,1.001399006,NA,0.184139198,0.686946347,NA,-1.338018369,11,-3475.233561,6972.685485,367.1612121,9.46E-82
3135,-7.531345142,NA,1.255551387,0.290261279,2.458812368,1.216804378,+,NA,NA,NA,NA,-0.276809404,-0.091527807,11,-3475.241855,6972.702073,367.1778,9.38E-82
179,-1.560586121,NA,1.131302714,NA,NA,3.652689406,+,NA,-0.19647928,NA,NA,NA,NA,8,-3478.29727,6972.713351,367.1890784,9.33E-82
2233,7.425856463,NA,NA,NA,1.836273615,3.389915136,+,NA,-0.681576231,NA,NA,NA,1.154190829,9,-3477.28384,6972.716318,367.1920449,9.31E-82
4031,-8.08762734,NA,1.310513655,0.299636507,1.954487585,2.43871065,+,NA,-0.545778169,0.554961976,0.840192245,-1.657994591,0.419605518,14,-3472.197526,6972.743311,367.2190384,9.19E-82
3903,-7.676425812,NA,1.488552411,0.283891065,2.437251639,1.640309224,+,NA,NA,0.510218333,0.839402569,-1.662018588,-0.282164057,13,-3473.224376,6972.750326,367.2260536,9.16E-82
3515,-3.275523689,NA,1.106269867,NA,2.538018431,2.305335916,+,NA,-0.533207351,0.305454331,NA,-0.541982682,0.638663876,12,-3474.254024,6972.766326,367.2420532,9.08E-82
2464,60.69959013,34.46364451,-2.984668922,0.545791453,-4.78253282,-14.57273148,NA,NA,-1.43118753,1.209022914,NA,NA,0.10255011,11,-3475.270547,6972.770859,367.2465866,9.06E-82
377,2.920918529,NA,NA,NA,1.281526997,2.416228841,+,0.466561532,NA,0.284089736,NA,NA,NA,9,-3477.318195,6972.785028,367.2607549,9.00E-82
765,-0.462295042,NA,NA,0.264173084,0.903284512,3.035811424,+,0.503304184,-0.46542088,NA,0.626587774,NA,NA,11,-3475.285926,6972.790215,367.265942,8.98E-82
1721,7.025595788,NA,NA,NA,1.702219107,3.403078951,+,NA,-0.37367857,NA,0.757708735,0.139097931,NA,10,-3476.304786,6972.791391,367.2671183,8.97E-82
4093,0.107787464,NA,NA,0.344168772,1.065450473,2.179599217,+,1.496869254,0.336408256,0.308702962,0.823087856,-0.164191441,-2.240801432,14,-3472.229623,6972.807506,367.283233,8.90E-82
3189,-2.406437485,NA,NA,0.397541337,NA,2.581559495,+,1.107679049,NA,NA,NA,0.704936815,-1.161935487,10,-3476.313697,6972.809212,367.2849392,8.89E-82
767,-6.200823839,NA,0.61381773,0.244041513,1.433069733,2.379092172,+,0.375482123,-0.454041658,NA,0.410524094,NA,NA,12,-3474.280293,6972.818864,367.2945912,8.85E-82
57,15.58924113,NA,NA,NA,2.814456423,2.881267208,+,NA,NA,NA,NA,NA,NA,7,-3479.365484,6972.8233,367.2990279,8.83E-82
2739,-2.537020124,NA,0.654067361,NA,NA,3.909805207,+,NA,-0.575221034,NA,0.499693356,NA,0.45621008,10,-3476.322538,6972.826894,367.302621,8.81E-82
3071,-4.374950861,NA,0.497785518,0.321663549,1.654127416,1.591937497,+,1.364124259,0.338727797,0.137435813,0.650683523,NA,-2.209213318,14,-3472.24217,6972.832599,367.3083266,8.79E-82
753,3.217463207,NA,NA,NA,NA,4.123455005,+,0.485031946,-0.455942973,NA,0.738347072,NA,NA,9,-3477.349897,6972.848431,367.3241584,8.72E-82
3263,-7.84296207,NA,1.072604954,0.300552104,2.01965743,1.971799723,+,NA,-0.5200668,NA,NA,-0.206672653,0.568681827,12,-3474.315398,6972.889075,367.3648021,8.54E-82
3057,3.876129523,NA,NA,NA,NA,3.519174225,+,1.306909628,0.206857327,0.276122437,0.822810422,NA,-1.865514734,11,-3475.344341,6972.907044,367.382771,8.47E-82
3959,-7.563274282,NA,0.839101342,0.431110875,NA,2.786081119,+,0.937808674,NA,0.496900111,0.865523782,-1.070892679,-1.227658938,13,-3473.305682,6972.912938,367.3886655,8.44E-82
3769,4.319256077,NA,NA,NA,1.396899361,3.560041581,+,NA,-0.65207552,NA,0.630377197,0.071555262,0.624222634,11,-3475.354399,6972.92716,367.4028873,8.38E-82
507,-2.345958033,NA,0.764305467,NA,2.242723575,2.226568561,+,0.400524334,-0.357420217,0.155174206,NA,NA,NA,11,-3475.366027,6972.950416,367.4261434,8.29E-82
1715,-2.091011312,NA,0.977823867,NA,NA,4.002780408,+,NA,-0.35705521,NA,0.780937307,-0.416458875,NA,10,-3476.38573,6972.953278,367.4290054,8.27E-82
3577,4.188142333,NA,NA,NA,1.845626012,2.174077568,+,1.204862071,0.172354598,0.099480046,NA,0.701867959,-1.499595971,12,-3474.353224,6972.964726,367.4404532,8.23E-82
3191,-7.491437166,NA,0.614251448,0.44052169,NA,2.357574593,+,0.924887511,NA,NA,NA,0.306183465,-1.011041836,11,-3475.382856,6972.984074,367.4598009,8.15E-82
119,-9.539381814,NA,0.71006273,0.354706133,NA,2.109040091,+,0.31733737,NA,NA,NA,NA,NA,9,-3477.418878,6972.986393,367.4621205,8.14E-82
2933,-1.454246194,NA,NA,0.352428273,NA,2.973819011,+,1.182618888,NA,0.240591433,0.700636273,NA,-1.466782253,11,-3475.398947,6973.016257,367.4919842,8.02E-82
2388,70.27884617,30.58560834,-2.779269335,NA,NA,-14.89841862,NA,1.737818213,NA,1.396302184,NA,NA,-3.44551629,9,-3477.432348,6973.021081,367.4968088,8.00E-82
307,-2.647133561,NA,0.891242891,NA,NA,3.113417433,+,NA,NA,0.127486448,NA,NA,NA,8,-3478.459343,6973.037498,367.5132251,7.93E-82
2297,8.522045163,NA,NA,NA,2.212422755,2.885620085,+,0.562118617,-0.301755851,NA,NA,NA,0.145300106,10,-3476.430061,6973.041941,367.5176684,7.92E-82
2553,6.112742605,NA,NA,NA,1.70338388,2.674820705,+,0.929586372,-0.062976334,0.41574761,NA,NA,-0.71429942,11,-3475.418445,6973.055251,367.5309789,7.86E-82
3257,3.961490355,NA,NA,NA,1.3952168,3.272961207,+,NA,-0.651449396,NA,NA,0.50236255,0.836836434,10,-3476.437177,6973.056172,367.5318998,7.86E-82
3453,-1.164760123,NA,NA,0.365292369,0.910274665,2.174109238,+,1.11069674,NA,0.165567015,NA,0.470955558,-1.149590111,12,-3474.402612,6973.063502,367.5392291,7.83E-82
2291,-2.410313699,NA,0.886745779,NA,NA,3.518769313,+,0.452770939,-0.259202598,NA,NA,NA,-0.080816714,10,-3476.445193,6973.072203,367.5479306,7.80E-82
3313,3.031172411,NA,NA,NA,NA,3.21357105,+,1.141215459,0.118673272,NA,NA,0.864940038,-1.342352231,10,-3476.448873,6973.079565,367.5552923,7.77E-82
2737,4.031540723,NA,NA,NA,NA,4.405605198,+,NA,-0.671256063,NA,0.696769335,NA,0.694087145,9,-3477.468418,6973.085474,367.5612016,7.74E-82
1079,-8.924996421,NA,1.098670115,0.387583249,NA,2.385825408,+,NA,NA,NA,NA,-0.173364027,NA,9,-3477.474021,6973.09668,367.5724075,7.70E-82
2611,-2.244561912,NA,0.793500431,NA,NA,3.309617333,+,NA,NA,NA,0.483078094,NA,-0.265261157,9,-3477.492881,6973.1344,367.6101271,7.56E-82
3829,-1.644407956,NA,NA,0.383335812,NA,2.56915246,+,1.502613828,0.358022069,NA,0.721607403,0.336674554,-2.28301403,12,-3474.450679,6973.159636,367.6353637,7.46E-82
755,-2.374713615,NA,0.553635668,NA,NA,3.762406047,+,0.375902322,-0.443603914,NA,0.549057604,NA,NA,10,-3476.492239,6973.166297,367.642024,7.44E-82
2392,63.5027597,31.6309064,-2.80928579,0.52365308,NA,-16.65254049,NA,1.842307387,NA,1.32867388,NA,NA,-3.654663993,10,-3476.51013,6973.211563,367.6872907,7.27E-82
1791,-7.387817255,NA,0.957005591,0.279574997,1.942312044,2.176491875,+,0.311387815,-0.428552625,NA,0.629982534,-0.538744501,NA,13,-3473.456448,6973.21447,367.6901973,7.26E-82
825,4.778682943,NA,NA,NA,1.380327208,2.742860858,+,NA,NA,0.139054615,0.513953018,NA,NA,9,-3477.533088,6973.214814,367.6905414,7.26E-82
1663,-9.415276659,NA,1.072339307,0.282081733,1.945396276,1.366264276,+,0.183188611,NA,NA,0.444916793,-0.672853018,NA,12,-3474.484023,6973.226324,367.7020516,7.22E-82
2559,-6.518130245,NA,0.735910079,0.384166362,1.690475196,1.425403999,+,0.995713427,0.101024761,0.201802843,NA,NA,-1.23712651,13,-3473.466619,6973.234813,367.7105402,7.19E-82
689,7.340162332,NA,NA,NA,NA,4.480232371,+,NA,-0.356282252,NA,0.898300372,NA,NA,8,-3478.55951,6973.237833,367.71356,7.18E-82
1657,1.619864758,NA,NA,NA,1.301848438,2.424249596,+,0.354594896,NA,NA,0.400268126,0.069645893,NA,10,-3476.529024,6973.239866,367.7155932,7.17E-82
639,-8.064534247,NA,0.646007026,0.237228887,1.300119485,1.561953337,+,0.254795782,NA,NA,0.152758382,NA,NA,11,-3475.511018,6973.240398,367.7161258,7.17E-82
2295,-8.893987323,NA,0.849559874,0.481886484,NA,2.356563637,+,0.77901348,-0.04572898,NA,NA,NA,-0.739660893,11,-3475.51633,6973.251023,367.7267505,7.13E-82
480,60.6598177,35.59350705,-3.294558015,0.58092911,-5.421070836,-15.1132218,NA,0.345009876,-1.472725944,1.305072061,NA,NA,NA,11,-3475.515832,6973.261429,367.7371568,7.09E-82
243,-2.506653619,NA,0.880429885,NA,NA,3.540032826,+,0.416858748,-0.292146369,NA,NA,NA,NA,9,-3477.567509,6973.283655,367.7593826,7.01E-82
992,62.51505093,34.6068597,-3.530654682,0.454490058,-5.570151674,-13.7951437,NA,0.276012451,-1.615731196,1.214191156,0.618038012,NA,NA,12,-3474.506442,6973.284661,367.7603882,7.01E-82
249,8.848927567,NA,NA,NA,2.280327396,2.816400741,+,0.628782481,-0.242461517,NA,NA,NA,NA,9,-3477.569563,6973.287763,367.7634905,7.00E-82
567,-7.505634947,NA,0.748732121,0.270014365,NA,2.478833564,+,NA,NA,NA,0.261045805,NA,NA,9,-3477.584518,6973.317674,367.7934014,6.90E-82
