,(Intercept),FinFSLdat_AnnEsts,FinWestSST_AnnEsts,FinWestSST_SummerDat,FSL_months_Apr,FSLdat_Spring,s(Ages),SST_West_Months_Jul,SST_West_Months_Jun,SST_West_Months_Oct,SST_West_Months_Sep,WestSST_Spring,WestSST_Winter,df,logLik,AICc,delta,weight
1561,53.60223,NA,NA,NA,-0.454553678,2.422076599,NA,NA,NA,NA,-2.009304481,0.108276728,NA,7,-3727.133702,7468.359738,862.8354654,2.20E-189
3023,68.16462158,NA,-1.7095468,0.443385467,1.556039551,NA,NA,3.910513503,2.442713198,0.951693646,0.873099987,NA,-9.448792817,11,-3723.273412,7468.763751,863.2394781,1.79E-189
529,54.32889605,NA,NA,NA,NA,2.232892966,NA,NA,NA,NA,-1.951715463,NA,NA,5,-3729.441235,7468.931853,863.4075809,1.65E-189
541,51.7054162,NA,NA,0.176269443,-0.794288233,2.330336949,NA,NA,NA,NA,-1.980212957,NA,NA,7,-3727.427144,7468.946622,863.4223492,1.64E-189
789,48.79754451,NA,NA,0.071783191,NA,1.67247383,NA,NA,NA,0.605731383,-2.322018795,NA,NA,7,-3727.580618,7469.253569,863.7292968,1.40E-189
2507,72.37037608,NA,-1.299134365,NA,2.916475211,NA,NA,3.12902954,1.963597866,1.041752293,NA,NA,-7.64319673,9,-3725.81973,7469.787122,864.2628492,1.08E-189
2511,65.38927256,NA,-1.397519795,0.524005251,1.46352233,NA,NA,3.386070408,2.096972132,1.045787329,NA,NA,-8.089660238,10,-3724.962416,7470.105457,864.5811839,9.17E-190
1565,51.32836048,NA,NA,0.169924813,-0.826362573,2.301176222,NA,NA,NA,NA,-2.031362242,0.080066653,NA,8,-3727.018906,7470.156623,864.6323505,8.94E-190
1553,53.78555406,NA,NA,NA,NA,2.159037702,NA,NA,NA,NA,-2.016266816,0.095203056,NA,6,-3729.044647,7470.158486,864.6342133,8.93E-190
3015,66.34607472,NA,-1.771788934,0.551486978,NA,NA,NA,3.959645152,2.461051826,0.990980918,0.866322202,NA,-9.44219409,10,-3725.313068,7470.806759,865.2824867,6.46E-190
3011,73.43652737,NA,-1.757149936,NA,NA,NA,NA,3.750547593,2.352556235,1.022106064,0.960558658,NA,-9.020774472,9,-3726.370279,7470.888221,865.363948,6.20E-190
533,52.42890985,NA,NA,0.13761559,NA,1.936297516,NA,NA,NA,NA,-1.995549541,NA,NA,6,-3729.414281,7470.897755,865.3734823,6.17E-190
2503,63.69835098,NA,-1.458367884,0.625137505,NA,NA,NA,3.436134396,2.116755082,1.082068489,NA,NA,-8.093382164,9,-3726.980861,7472.109384,866.5851114,3.37E-190
1557,52.14572835,NA,NA,0.131180705,NA,1.899610797,NA,NA,NA,NA,-2.037687111,0.065173932,NA,7,-3729.013061,7472.118455,866.5941828,3.35E-190
2499,71.52283632,NA,-1.402311559,NA,NA,NA,NA,3.130109101,1.948872521,1.129267258,NA,NA,-7.439859708,8,-3728.37828,7472.874593,867.3503199,2.30E-190
3273,62.25214104,NA,NA,NA,3.830056318,NA,NA,3.126083653,2.252498539,NA,NA,1.227167027,-9.004786963,8,-3728.650339,7473.418711,867.8944389,1.75E-190
2505,63.58281558,NA,NA,NA,3.7026116,NA,NA,2.851086817,1.988902178,0.732033596,NA,NA,-8.031992426,8,-3728.896275,7473.910584,868.3863109,1.37E-190
3529,62.22722232,NA,NA,NA,3.644221057,NA,NA,3.0434546,2.148026553,0.483499535,NA,0.550007317,-8.611584317,9,-3727.955883,7474.059429,868.5351563,1.27E-190
2763,77.10652101,NA,-1.052615849,NA,4.241041165,NA,NA,3.112528142,2.100223813,NA,1.209079057,NA,-8.483809227,9,-3728.146735,7474.441132,868.9168598,1.05E-190
3785,62.63314579,NA,NA,NA,3.888633032,NA,NA,3.191349031,2.300694691,NA,0.229287296,1.087660804,-9.225885369,9,-3728.230006,7474.607675,869.0834023,9.66E-191
3017,63.30953965,NA,NA,NA,3.738365969,NA,NA,3.114767306,2.187801482,0.64050352,0.466056256,NA,-8.84639282,9,-3728.239194,7474.626051,869.1017782,9.57E-191
4041,62.9006126,NA,NA,NA,3.714846157,NA,NA,3.144652822,2.214921161,0.57074211,0.407825298,0.179689933,-8.933951836,10,-3727.336326,7474.853276,869.3290037,8.54E-191
3277,58.33699932,NA,NA,0.288196377,3.092358994,NA,NA,3.222143388,2.302153797,NA,NA,1.169246435,-9.177492142,9,-3728.383273,7474.914207,869.3899348,8.28E-191
2509,57.91815195,NA,NA,0.388181976,2.670380602,NA,NA,3.025902315,2.08911882,0.71764684,NA,NA,-8.384526727,9,-3728.422872,7474.993405,869.4691325,7.96E-191
3147,70.84699223,NA,-2.116779991,NA,2.250184068,NA,NA,1.688692824,NA,NA,NA,1.946375315,-4.09946945,8,-3729.489172,7475.096377,869.5721042,7.56E-191
3533,57.49514821,NA,NA,0.348142939,2.733476998,NA,NA,3.150791731,2.197003469,0.53447112,NA,0.40865254,-8.778779437,10,-3727.569811,7475.320247,869.7959742,6.76E-191
2767,71.61292526,NA,-1.099807621,0.405666917,3.140394605,NA,NA,3.265755354,2.175266067,NA,1.150898137,NA,-8.722632286,10,-3727.630024,7475.440672,869.9163991,6.37E-191
3021,58.42875332,NA,NA,0.337005786,2.837368763,NA,NA,3.230696778,2.2477708,0.640452075,0.402720262,NA,-9.041761422,10,-3727.878717,7475.938058,870.4137852,4.97E-191
3789,58.83076743,NA,NA,0.275833038,3.174109247,NA,NA,3.273836106,2.341239173,NA,0.196097395,1.052418014,-9.359165845,10,-3727.982069,7476.144761,870.6204885,4.48E-191
4045,58.33029635,NA,NA,0.333009585,2.839088472,NA,NA,3.240721708,2.257404033,0.613808799,0.38122832,0.068629443,-9.072848672,11,-3726.980712,7476.178351,870.6540783,4.40E-191
3403,70.24444779,NA,-1.976624313,NA,2.226921744,NA,NA,1.654940461,NA,0.339231453,NA,1.402677941,-3.977939307,9,-3729.05963,7476.266922,870.7426492,4.21E-191
3659,70.67633936,NA,-2.118325852,NA,2.220314195,NA,NA,1.679549353,NA,NA,-0.109398695,2.020278461,-4.045753567,9,-3729.147399,7476.442459,870.9181867,3.86E-191
2761,68.58495832,NA,NA,NA,4.597712518,NA,NA,2.808223092,2.036992331,NA,0.805560762,NA,-8.403682511,8,-3730.2865,7476.691033,871.1667608,3.41E-191
3151,68.55283481,NA,-2.121955432,0.170047334,1.811850461,NA,NA,1.719599707,NA,NA,NA,1.907380499,-4.135908931,9,-3729.391445,7476.930551,871.4062784,3.02E-191
3139,70.28279899,NA,-2.27209325,NA,NA,NA,NA,1.732258258,NA,NA,NA,2.119845795,-4.026020648,7,-3731.720284,7477.532296,872.0080234,2.24E-191
3915,70.25034405,NA,-1.975955987,NA,2.228383739,NA,NA,1.655257762,NA,0.340630175,0.005548947,1.396681893,-3.980150444,10,-3728.693027,7477.566678,872.0424057,2.20E-191
3265,60.0424455,NA,NA,NA,NA,NA,NA,3.126533264,2.263709983,NA,NA,1.365195859,-8.877160174,7,-3731.816345,7477.724419,872.200146,2.03E-191
2501,54.10206626,NA,NA,0.568389524,NA,NA,NA,3.090952376,2.125892952,0.759272308,NA,NA,-8.415814597,8,-3730.828281,7477.774595,872.2503224,1.98E-191
3407,67.27957767,NA,-1.968317476,0.215035144,1.670141533,NA,NA,1.690449104,NA,0.375188164,NA,1.29573967,-4.011142068,10,-3728.900984,7477.982592,872.4583198,1.79E-191
2765,63.70125746,NA,NA,0.337177704,3.696186714,NA,NA,2.924236278,2.097004301,NA,0.742165167,NA,-8.599186191,9,-3729.925198,7477.998059,872.4737861,1.77E-191
2249,70.56635042,NA,NA,NA,4.765691111,NA,NA,2.21496413,1.611653723,NA,NA,NA,-6.710339755,7,-3731.961065,7478.013857,872.4895848,1.76E-191
2497,61.57776422,NA,NA,NA,NA,NA,NA,2.823841289,1.972397775,0.813657479,NA,NA,-7.808235211,7,-3731.965325,7478.022379,872.4981062,1.75E-191
2379,69.85447727,NA,-1.327710531,NA,2.790358633,NA,NA,1.377537295,NA,0.856777292,NA,NA,-3.518424493,8,-3730.971858,7478.061749,872.5374765,1.72E-191
3521,60.13462714,NA,NA,NA,NA,NA,NA,3.033997903,2.146133423,0.541345721,NA,0.599522376,-8.443857938,8,-3730.981851,7478.081734,872.5574614,1.70E-191
3269,54.02896421,NA,NA,0.496666094,NA,NA,NA,3.291954483,2.345585243,NA,NA,1.219564898,-9.217220943,8,-3730.985631,7478.089295,872.5650226,1.69E-191
3525,53.64673704,NA,NA,0.536643655,NA,NA,NA,3.203117975,2.222378958,0.597627331,NA,0.362565769,-8.766253228,9,-3730.002082,7478.151826,872.6275533,1.64E-191
3663,68.20562887,NA,-2.124172783,0.180200834,1.748856594,NA,NA,1.710179527,NA,NA,-0.134813862,1.996125814,-4.071893164,10,-3729.034092,7478.248807,872.7245346,1.56E-191
2251,75.08805047,NA,-0.500292,NA,4.636185635,NA,NA,2.218338001,1.540428018,NA,NA,NA,-6.345235567,8,-3731.234674,7478.587381,873.0631083,1.32E-191
2759,68.08123044,NA,-1.177897348,0.630128692,NA,NA,NA,3.313157033,2.190614317,NA,1.160770803,NA,-8.645499955,9,-3730.254452,7478.656565,873.1322926,1.28E-191
3395,69.67492232,NA,-2.127678076,NA,NA,NA,NA,1.6974153,NA,0.345582593,NA,1.564142362,-3.902989021,8,-3731.281174,7478.680381,873.156108,1.26E-191
3009,61.29335672,NA,NA,NA,NA,NA,NA,3.079841794,2.165541764,0.725470348,0.452934997,NA,-8.597605466,8,-3731.333772,7478.785577,873.2613047,1.20E-191
2253,63.9572192,NA,NA,0.442192207,3.566034995,NA,NA,2.428347222,1.734262821,NA,NA,NA,-7.141520976,8,-3731.347075,7478.812182,873.2879094,1.18E-191
3651,70.06940385,NA,-2.27142114,NA,NA,NA,NA,1.719540237,NA,NA,-0.143137771,2.213528873,-3.957018465,8,-3731.366441,7478.850916,873.3266431,1.16E-191
3013,54.34364576,NA,NA,0.532935339,NA,NA,NA,3.276504705,2.268881066,0.693004103,0.357781683,NA,-9.00143924,9,-3730.356446,7478.860555,873.3362821,1.15E-191
4033,60.70296601,NA,NA,NA,NA,NA,NA,3.124719249,2.206177638,0.620708019,0.366278858,0.267791096,-8.730457825,9,-3730.410638,7478.968937,873.4446646,1.09E-191
3777,60.29858492,NA,NA,NA,NA,NA,NA,3.174690721,2.299394201,NA,0.169189297,1.263812165,-9.038850128,8,-3731.435532,7478.989097,873.4648247,1.08E-191
2255,68.29960959,NA,-0.593092852,0.510312127,3.227689456,NA,NA,2.4652257,1.66871986,NA,NA,NA,-6.775133776,9,-3730.42381,7478.995283,873.4710102,1.08E-191
4037,54.25812579,NA,NA,0.529651393,NA,NA,NA,3.285014864,2.277047113,0.670466616,0.339556069,0.058123422,-9.027737307,10,-3729.459087,7479.098798,873.5745255,1.02E-191
2891,70.37755274,NA,-1.468918225,NA,2.724744063,NA,NA,1.478313263,NA,0.802425121,0.370810956,NA,-3.798065035,9,-3730.481785,7479.111233,873.5869599,1.02E-191
3143,66.60611473,NA,-2.229883424,0.286256811,NA,NA,NA,1.770006866,NA,NA,NA,1.997319397,-4.111461573,8,-3731.499016,7479.116064,873.5917916,1.01E-191
3919,67.25417934,NA,-1.969977843,0.215697552,1.664780291,NA,NA,1.689708887,NA,0.371686115,-0.014392767,1.310918701,-4.005461287,11,-3728.531681,7479.280288,873.7560154,9.34E-192
3781,54.28009534,NA,NA,0.492134642,NA,NA,NA,3.327350705,2.372183846,NA,0.129678499,1.143185305,-9.338033985,9,-3730.6228,7479.393263,873.8689904,8.82E-192
2755,76.28172165,NA,-1.139685073,NA,NA,NA,NA,3.049857559,2.056336654,NA,1.279542892,NA,-8.133088609,8,-3731.659279,7479.43659,873.9123179,8.63E-192
2383,65.49704034,NA,-1.38883056,0.319247672,1.899951288,NA,NA,1.461655688,NA,0.851580842,NA,NA,-3.619734611,9,-3730.652149,7479.45196,873.927687,8.57E-192
3907,69.64419276,NA,-2.130599045,NA,NA,NA,NA,1.695562702,NA,0.338248655,-0.02911557,1.594989582,-3.891553544,9,-3730.915383,7479.978427,874.4541544,6.59E-192
3399,65.4187653,NA,-2.058206448,0.324281531,NA,NA,NA,1.734954737,NA,0.397408242,NA,1.342004301,-3.981332632,9,-3730.972166,7480.091993,874.5677206,6.22E-192
3655,66.24766723,NA,-2.227917306,0.294097756,NA,NA,NA,1.755677689,NA,NA,-0.172924519,2.107142178,-4.030443575,9,-3731.127356,7480.402375,874.8781019,5.33E-192
2895,66.50854269,NA,-1.501322688,0.27781758,1.959555048,NA,NA,1.536682592,NA,0.805902014,0.316238374,NA,-3.845070184,10,-3730.233105,7480.646835,875.1225623,4.71E-192
2371,69.06138717,NA,-1.426253079,NA,NA,NA,NA,1.391141252,NA,0.941862522,NA,NA,-3.353421569,7,-3733.460138,7481.012004,875.487731,3.93E-192
3911,65.35738934,NA,-2.062611637,0.32527374,NA,NA,NA,1.732148552,NA,0.385985383,-0.04596801,1.390032002,-3.963526412,10,-3730.603801,7481.388227,875.8639543,3.25E-192
2375,63.29691455,NA,-1.467937903,0.448393782,NA,NA,NA,1.503195231,NA,0.896429051,NA,NA,-3.569677043,8,-3732.785087,7481.688206,876.1639337,2.80E-192
2757,58.82195979,NA,NA,0.598930656,NA,NA,NA,2.951826336,2.108668906,NA,0.719339596,NA,-8.496781416,8,-3732.859778,7481.837589,876.3133163,2.60E-192
2883,69.63485792,NA,-1.573277212,NA,NA,NA,NA,1.497480222,NA,0.882209627,0.392524787,NA,-3.653545412,8,-3732.935436,7481.988904,876.4646313,2.41E-192
2247,64.63964173,NA,-0.668903557,0.741991165,NA,NA,NA,2.506895693,1.68003035,NA,NA,NA,-6.678660952,8,-3733.091655,7482.301342,876.7770697,2.06E-192
2753,66.91496913,NA,NA,NA,NA,NA,NA,2.712321811,1.983366683,NA,0.846046471,NA,-8.013554495,7,-3734.119065,7482.329858,876.8055852,2.03E-192
2377,60.83795313,NA,NA,NA,3.592352234,NA,NA,1.070326999,NA,0.537719429,NA,NA,-3.861547338,7,-3734.15416,7482.400048,876.8757754,1.96E-192
2245,59.23704014,NA,NA,0.691882618,NA,NA,NA,2.469725963,1.756305076,NA,NA,NA,-7.08591737,7,-3734.205141,7482.50201,876.9777375,1.86E-192
2887,64.19816522,NA,-1.577883935,0.412649612,NA,NA,NA,1.576187352,NA,0.854093046,0.302410552,NA,-3.783657122,9,-3732.384082,7482.915825,877.3915527,1.52E-192
3401,61.77541336,NA,NA,NA,3.632414108,NA,NA,1.040616638,NA,0.694941315,NA,-0.327445319,-3.715116032,8,-3733.410639,7482.93931,877.4150377,1.50E-192
3083,69.96363024,NA,-1.27300165,NA,2.834964446,NA,NA,NA,NA,NA,NA,1.068536703,-2.427081144,7,-3734.493242,7483.078212,877.5539395,1.40E-192
2635,73.25698767,NA,-0.967425227,NA,3.9995518,NA,NA,1.151733851,NA,NA,0.658093278,NA,-3.704310144,8,-3733.533406,7483.184845,877.6605725,1.33E-192
2123,72.64229984,NA,-0.639307303,NA,4.28421864,NA,NA,0.921539617,NA,NA,NA,NA,-3.16863097,7,-3734.665467,7483.422662,877.8983895,1.18E-192
2121,66.64250938,NA,NA,NA,4.430807851,NA,NA,0.839551683,NA,NA,NA,NA,-3.451120342,6,-3735.707971,7483.484681,877.9604088,1.14E-192
3145,61.77962196,NA,NA,NA,3.904497938,NA,NA,1.018907304,NA,NA,NA,0.604326791,-3.942818441,7,-3734.698516,7483.488759,877.9644866,1.14E-192
2315,69.10908764,NA,-0.960473546,NA,2.922907395,NA,NA,NA,NA,0.604150156,NA,NA,-2.255645304,7,-3734.766262,7483.624253,878.0999802,1.06E-192
3339,69.16940588,NA,-1.105565643,NA,2.787483195,NA,NA,NA,NA,0.460704466,NA,0.353979776,-2.30743106,8,-3733.8484,7483.814833,878.2905601,9.67E-193
2241,68.93554606,NA,NA,NA,NA,NA,NA,2.084411987,1.533766278,NA,NA,NA,-6.216833697,6,-3735.950347,7483.969435,878.4451619,8.95E-193
2889,60.85787235,NA,NA,NA,3.591475117,NA,NA,1.067176393,NA,0.541801015,-0.017136531,NA,-3.84692602,8,-3734.00314,7484.124314,878.600041,8.29E-193
3913,62.0231486,NA,NA,NA,3.658847559,NA,NA,1.055210846,NA,0.730216973,0.153322088,-0.47693998,-3.778975073,9,-3733.010156,7484.167974,878.6437019,8.11E-193
2381,58.07183301,NA,NA,0.185027881,3.097706064,NA,NA,1.110882016,NA,0.52619585,NA,NA,-3.929413682,8,-3734.053328,7484.224688,878.7004156,7.88E-193
3595,69.58737103,NA,-1.286894259,NA,2.759909788,NA,NA,NA,NA,NA,-0.248378313,1.247119864,-2.325689972,8,-3734.06941,7484.256852,878.7325794,7.75E-193
2243,74.05212635,NA,-0.560612249,NA,NA,NA,NA,2.09217133,1.456327662,NA,NA,NA,-5.822744939,7,-3735.097245,7484.286219,878.7619461,7.64E-193
1049,54.89871425,NA,NA,NA,-1.409438863,3.0271781,NA,NA,NA,NA,NA,-1.91994737,NA,6,-3736.13171,7484.332613,878.80834,7.47E-193
3405,58.51665204,NA,NA,0.239223894,3.006428499,NA,NA,1.082992089,NA,0.73327946,NA,-0.438323925,-3.753283814,9,-3733.217089,7484.581839,879.0575666,6.59E-193
2127,67.94180558,NA,-0.70947179,0.343052029,3.317680466,NA,NA,1.014902454,NA,NA,NA,NA,-3.27977555,8,-3734.295406,7484.708845,879.1845722,6.19E-193
2639,69.63464698,NA,-0.99582019,0.260945419,3.286024267,NA,NA,1.205228863,NA,NA,0.608004037,NA,-3.748078336,9,-3733.311317,7484.770295,879.2460229,6.00E-193
2057,66.62487427,NA,NA,NA,4.193355307,NA,NA,NA,NA,NA,NA,NA,-2.604566304,5,-3737.384396,7484.817851,879.2935786,5.86E-193
3657,61.63317908,NA,NA,NA,3.880832774,NA,NA,1.010951507,NA,NA,-0.090348718,0.664551856,-3.898359954,8,-3734.359651,7484.837334,879.3130612,5.80E-193
2633,65.5127863,NA,NA,NA,4.334849761,NA,NA,0.92576336,NA,NA,0.301610107,NA,-3.763065138,7,-3735.386501,7484.864731,879.3404583,5.72E-193
3211,70.00324335,NA,-1.256740933,NA,2.843087305,NA,NA,NA,0.059483591,NA,NA,1.062498314,-2.502358972,8,-3734.406079,7484.93019,879.4059178,5.54E-193
3851,69.06302312,NA,-1.1202735,NA,2.760236694,NA,NA,NA,NA,0.435437018,-0.098868272,0.464254587,-2.273630812,9,-3733.465639,7485.078939,879.5546666,5.14E-193
3087,69.87724969,NA,-1.272611182,0.006339489,2.819059206,NA,NA,NA,NA,NA,NA,1.066482229,-2.427293816,8,-3734.489877,7485.097788,879.5735149,5.09E-193
2125,62.69001535,NA,NA,0.253012442,3.729830548,NA,NA,0.901772093,NA,NA,NA,NA,-3.555955039,7,-3735.51367,7485.119068,879.5947956,5.04E-193
2827,69.15417195,NA,-0.971528743,NA,2.917530275,NA,NA,NA,NA,0.597105187,0.035870381,NA,-2.273755571,8,-3734.591275,7485.300582,879.7763092,4.60E-193
2059,71.48046658,NA,-0.51754205,NA,4.055923675,NA,NA,NA,NA,NA,NA,NA,-2.30895287,6,-3736.622406,7485.313551,879.7892785,4.57E-193
3149,59.76078709,NA,NA,0.148205634,3.525995515,NA,NA,1.044416683,NA,NA,NA,0.567481113,-3.974242238,8,-3734.619342,7485.356717,879.8324448,4.47E-193
2313,62.28594705,NA,NA,NA,3.518410607,NA,NA,NA,NA,0.401603359,NA,NA,-2.737300218,6,-3736.651755,7485.372249,879.8479765,4.44E-193
2443,69.13238271,NA,-0.953022602,NA,2.927369738,NA,NA,NA,0.029501942,0.602103984,NA,NA,-2.29348995,8,-3734.684245,7485.486523,879.96225,4.19E-193
3337,63.77308021,NA,NA,NA,3.588181689,NA,NA,NA,NA,0.668416753,NA,-0.542652921,-2.546352438,7,-3735.752561,7485.59685,880.0725776,3.97E-193
2319,67.72875815,NA,-0.972598401,0.100070843,2.64636386,NA,NA,NA,NA,0.597686168,NA,NA,-2.263227437,8,-3734.752402,7485.622836,880.0985637,3.92E-193
3467,69.19379136,NA,-1.098001812,NA,2.791943316,NA,NA,NA,0.030760736,0.458368519,NA,0.354479338,-2.346963753,9,-3733.765798,7485.679258,880.154985,3.81E-193
3343,68.24508413,NA,-1.097209465,0.066508046,2.619023658,NA,NA,NA,NA,0.472634169,NA,0.31394037,-2.306610492,9,-3733.820097,7485.787856,880.2635829,3.61E-193
3917,58.81383066,NA,NA,0.23297945,3.045410558,NA,NA,1.09438338,NA,0.762487874,0.131299659,-0.563451767,-3.806972207,10,-3732.823701,7485.828026,880.3037537,3.53E-193
2893,57.99186693,NA,NA,0.195196089,3.067293052,NA,NA,1.101813599,NA,0.540204787,-0.061492333,NA,-3.880706049,9,-3733.875058,7485.897779,880.3735061,3.41E-193
3081,63.7370283,NA,NA,NA,3.850975667,NA,NA,NA,NA,NA,NA,0.35859099,-2.789009621,6,-3736.953387,7485.975515,880.451242,3.28E-193
3075,69.21901927,NA,-1.442386317,NA,NA,NA,NA,NA,NA,NA,NA,1.259839264,-2.279193129,6,-3736.998172,7486.065083,880.5408105,3.14E-193
3723,69.6257794,NA,-1.272643658,NA,2.767776054,NA,NA,NA,0.051572107,NA,-0.245670716,1.239937581,-2.392060203,9,-3733.983448,7486.114558,880.5902856,3.06E-193
3599,69.2133866,NA,-1.285489322,0.027043065,2.690667327,NA,NA,NA,NA,NA,-0.252571757,1.241376904,-2.324901423,9,-3734.057189,7486.26204,880.7377673,2.85E-193
1053,55.20907295,NA,NA,-0.023355467,-1.356839757,3.042859149,NA,NA,NA,NA,NA,-1.91299999,NA,7,-3736.100005,7486.292343,880.7680706,2.80E-193
2369,58.91423583,NA,NA,NA,NA,NA,NA,1.058226797,NA,0.618496956,NA,NA,-3.677984652,6,-3737.139901,7486.348541,880.8242689,2.72E-193
1041,55.48490244,NA,NA,NA,NA,2.212155041,NA,NA,NA,NA,NA,-1.982711068,NA,5,-3738.171139,7486.39166,880.8673875,2.67E-193
2185,67.09327014,NA,NA,NA,4.186880622,NA,NA,NA,0.19390235,NA,NA,NA,-2.829822715,6,-3737.219044,7486.506827,880.9825544,2.52E-193
2571,71.63847306,NA,-0.66266321,NA,3.88937652,NA,NA,NA,NA,NA,0.320811203,NA,-2.465402375,7,-3736.245989,7486.583706,881.0594335,2.42E-193
2637,62.5112911,NA,NA,0.20345101,3.786215687,NA,NA,0.962299781,NA,NA,0.254399629,NA,-3.798531724,8,-3735.247624,7486.61328,881.0890074,2.39E-193
2569,66.21635268,NA,NA,NA,4.149945696,NA,NA,NA,NA,NA,0.108855582,NA,-2.685771508,6,-3737.304258,7486.677256,881.1529838,2.31E-193
3661,59.46362364,NA,NA,0.156651449,3.474975925,NA,NA,1.035974115,NA,NA,-0.112396733,0.640302773,-3.920728454,9,-3734.267712,7486.683087,881.158814,2.31E-193
2307,68.27019772,NA,-1.059944396,NA,NA,NA,NA,NA,NA,0.690704481,NA,NA,-2.069653473,6,-3737.32483,7486.718399,881.1941266,2.26E-193
3331,68.41703156,NA,-1.267704101,NA,NA,NA,NA,NA,NA,0.472635159,NA,0.523490679,-2.158985799,7,-3736.328645,7486.749019,881.2247465,2.23E-193
2061,64.83914278,NA,NA,0.114265495,3.868852485,NA,NA,NA,NA,NA,NA,NA,-2.623572463,6,-3737.370725,7486.81019,881.2859171,2.16E-193
3849,63.81960292,NA,NA,NA,3.592580001,NA,NA,NA,NA,0.674330247,0.025969239,-0.568485074,-2.554385834,8,-3735.39106,7486.900152,881.3758793,2.07E-193
3393,59.68998297,NA,NA,NA,NA,NA,NA,1.032949635,NA,0.75241474,NA,-0.277320256,-3.552233088,7,-3736.422428,7486.936585,881.4123121,2.03E-193
3979,69.08703477,NA,-1.112976279,NA,2.764700484,NA,NA,NA,0.029162603,0.433438739,-0.09802279,0.463784698,-2.311398317,10,-3733.382655,7486.945935,881.421662,2.02E-193
3215,69.94407227,NA,-1.256519857,0.00432786,2.832217476,NA,NA,NA,0.059307798,NA,NA,1.061113019,-2.502280116,9,-3734.401706,7486.951073,881.4268005,2.02E-193
2825,62.45191909,NA,NA,NA,3.511209698,NA,NA,NA,NA,0.448502704,-0.179375707,NA,-2.618966959,7,-3736.437363,7486.966453,881.4421807,2.00E-193
3855,68.05612925,NA,-1.112339661,0.071881867,2.576129338,NA,NA,NA,NA,0.446447044,-0.106236312,0.429199268,-2.270225915,10,-3733.432157,7487.044938,881.5206652,1.92E-193
2441,62.7459409,NA,NA,NA,3.517304702,NA,NA,NA,0.177601065,0.398734613,NA,NA,-2.942670498,7,-3736.503401,7487.098531,881.5742584,1.87E-193
2187,71.54418969,NA,-0.4930391,NA,4.05838517,NA,NA,NA,0.121580898,NA,NA,NA,-2.464185625,7,-3736.506763,7487.105254,881.5809816,1.87E-193
3587,68.79603988,NA,-1.453550295,NA,NA,NA,NA,NA,NA,NA,-0.294698273,1.465716966,-2.163540496,7,-3736.534536,7487.160801,881.6365283,1.82E-193
2955,69.17898267,NA,-0.964119163,NA,2.921991964,NA,NA,NA,0.030236457,0.594863643,0.036605617,NA,-2.312913855,9,-3734.508481,7487.164625,881.6403519,1.81E-193
2063,69.09003926,NA,-0.546226586,0.170186115,3.564975821,NA,NA,NA,NA,NA,NA,NA,-2.320880853,7,-3736.548706,7487.189141,881.6648681,1.79E-193
3593,63.38853804,NA,NA,NA,3.800807289,NA,NA,NA,NA,NA,-0.194828475,0.492595191,-2.712574819,7,-3736.568604,7487.228936,881.7046633,1.75E-193
2831,67.77102013,NA,-0.976031362,0.098081261,2.650097192,NA,NA,NA,NA,0.595471102,0.011934871,NA,-2.269099118,9,-3734.558834,7487.265329,881.7410567,1.72E-193
3465,64.05937131,NA,NA,NA,3.583325663,NA,NA,NA,0.143243269,0.650914305,NA,-0.511760753,-2.722861149,8,-3735.62823,7487.374492,881.8502193,1.63E-193
2373,53.63567255,NA,NA,0.390503617,NA,NA,NA,1.147339663,NA,0.570698788,NA,NA,-3.874579608,7,-3736.653737,7487.399203,881.8749301,1.61E-193
2317,61.72187936,NA,NA,0.038482453,3.414975562,NA,NA,NA,NA,0.398135559,NA,NA,-2.742549297,7,-3736.668617,7487.428963,881.9046899,1.59E-193
2447,67.76181813,NA,-0.966245985,0.099083203,2.652831451,NA,NA,NA,0.024674219,0.59603874,NA,NA,-2.294803495,9,-3734.669726,7487.487113,881.9628404,1.54E-193
3341,62.20672564,NA,NA,0.11792035,3.278744019,NA,NA,NA,NA,0.686783328,NA,-0.60162798,-2.54170196,8,-3735.69734,7487.512712,881.9884397,1.52E-193
3209,64.16074537,NA,NA,NA,3.833649453,NA,NA,NA,0.211250058,NA,NA,0.369345323,-3.039951429,7,-3736.767477,7487.626681,882.1024088,1.44E-193
3471,68.28381783,NA,-1.090615439,0.065283628,2.626108179,NA,NA,NA,0.027437486,0.470331434,NA,0.315122123,-2.341886609,10,-3733.736477,7487.653578,882.129305,1.42E-193
3397,54.29202806,NA,NA,0.445401666,NA,NA,NA,1.114310809,NA,0.80535131,NA,-0.499843704,-3.675574162,8,-3735.772307,7487.662647,882.1383746,1.41E-193
2627,72.55418506,NA,-1.051315348,NA,NA,NA,NA,1.131247747,NA,NA,0.735494559,NA,-3.467465296,7,-3736.841794,7487.775317,882.2510444,1.34E-193
3137,59.52434899,NA,NA,NA,NA,NA,NA,1.008672139,NA,NA,NA,0.741891168,-3.787009786,6,-3737.912264,7487.893268,882.3689958,1.26E-193
3203,69.2481089,NA,-1.430115556,NA,NA,NA,NA,NA,0.046264013,NA,NA,1.255569318,-2.337410163,7,-3736.914902,7487.921532,882.3972591,1.24E-193
3843,68.27170458,NA,-1.286983505,NA,NA,NA,NA,NA,NA,0.435347461,-0.145224483,0.683038585,-2.111472784,8,-3735.930889,7487.979811,882.4555381,1.21E-193
